"blot_date","genotype","normalized_MIC60_Myc_over_ATP5B"
"46162","dMIC60WT",1.090667010265
"46162","dMIC60CS",1.2066487671375
"46170","dMIC60WT",1.21246412374296
"46170","dMIC60CS",1.26435999154949
"46199","dMIC60WT",1.79956025031905
"46199","dMIC60CS",0.558193894130726
