module,gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,status
Chromatin,nej,11.5099732858055,0.461588827745528,0.748893434041397,0.616361162701839,0.537656179861668,0.981947296700208,Not significant
Chromatin,Su(var)3-9,39.2733116474244,0.375522766060051,0.395886669628276,0.948561279955838,0.342843791892787,0.927422299190393,Not significant
Chromatin,esc,44.0436270225853,0.268996641115904,0.398622988879804,0.674814671055046,0.499793518156395,0.981366694783537,Not significant
Chromatin,Caf1-105,41.5273229933353,0.257643594876288,0.475135587389153,0.542252783657034,0.587644377624734,0.986976325248193,Not significant
Chromatin,Gcn5,268.43905066692,0.249860561560157,0.217348325831563,1.14958585765133,0.250314485754949,0.858089565879955,Not significant
Chromatin,Acf,298.459141078424,0.12360399256078,0.192304008080636,0.642753075167061,0.520384335846027,0.981947296700208,Not significant
Chromatin,Snr1,257.301735071006,0.111292514419601,0.193684568586941,0.574607028487375,0.565557097547015,0.982326723065421,Not significant
Chromatin,Caf1-180,98.4082594426642,0.0718008861557993,0.345680795015057,0.207708635224216,0.835456474793803,0.99686926944711,Not significant
Chromatin,Pc,212.424995592068,-0.00847422888407984,0.24423054913238,-0.0346976613457417,0.972320825781779,0.99773756738846,Not significant
Chromatin,HDAC1,406.147899852654,-0.00866838623412638,0.154798569914016,-0.0559978444176926,0.955343524374049,0.997029291296654,Not significant
Chromatin,Su(z)12,11.2882526016719,-0.0156825247359634,0.7279142541326,-0.0215444671497072,0.982811332027809,0.998163820993216,Not significant
Chromatin,HP1c,209.061652109563,-0.0979836139301138,0.241792119687228,-0.405239070888088,0.685301788130626,0.993668458911996,Not significant
Chromatin,Chrac-14,26.5613232883585,-0.352848160053813,0.498454967095518,-0.707883727410418,0.479017465790787,0.980036929788676,Not significant
Chromatin,His2Av,14.8465865098713,-1.47000763356707,0.694773281048388,-2.11580910444466,0.0343610464628313,0.352887000587976,Not significant
Checkpoint,mei-41,40.1593201401389,0.706222406498288,0.378844366689809,1.86414915620622,0.0623007611009069,0.487935372655842,Not significant
Checkpoint,Blm,84.7750954659998,0.454512495331318,0.322676728215116,1.40856918267843,0.158962596681209,0.71919000051886794,Not significant
Checkpoint,mus304,46.8067963859867,0.24836038642429,0.358017758873442,0.693709684139117,0.48786429160241,0.980950988535372,Not significant
Checkpoint,RecQ4,44.5651823873376,0.184188908498842,0.477876561019577,0.385431978722422,0.699917393674097,0.993668458911996,Not significant
Checkpoint,grp,13.9976012070826,0.17707745046282,0.734744985408729,0.241005320185089,0.809550993134053,0.995422089238374,Not significant
Checkpoint,tefu,139.406448625043,0.132686245464506,0.235222442082355,0.564088376474087,0.57269398815188,0.982326723065421,Not significant
Checkpoint,mre11,121.971158378592,-0.0384430479696482,0.281883718946424,-0.136379100266358,0.891521594871786,0.99686926944711,Not significant
Checkpoint,14-3-3epsilon,46.8418561002596,-0.261985538508115,0.39204208015509,-0.668258719585598,0.503968458861856,0.981947296700208,Not significant
Checkpoint,mus101,41.1305622015975,-0.367400417417145,0.394792879915591,-0.930615611648561,0.35205243597518,0.931477275596502,Not significant
Checkpoint,Ku80,127.533043810451,-0.489986141685148,0.286909591645593,-1.70780676545107,0.0876722033346582,0.562786695655837,Not significant
