term,ENTREZID
dme01100,36394
dme01100,41737
dme01100,53583
dme01100,36408
dme01100,35407
dme01100,33744
dme01100,35830
dme01100,35827
dme01100,35825
dme01100,35826
dme01100,35824
dme01100,35792
dme01100,35790
dme01100,35767
dme01100,35766
dme01100,46068
dme01100,35848
dme01100,39530
dme01100,39528
dme01100,45401
dme01100,36392
dme01100,40145
dme01100,35966
dme01100,53558
dme01100,36379
dme01100,250735
dme01100,44228
dme01100,40133
dme01100,33716
dme01100,33718
dme01100,32545
dme01100,36927
dme01100,46059
dme01100,42043
dme01100,32529
dme01100,36280
dme01100,34779
dme01100,32426
dme01100,36904
dme01100,36900
dme01100,31849
dme01100,44046
dme01100,33824
dme01100,32439
dme01100,33836
dme01100,33839
dme01100,33845
dme01100,38124
dme01100,38121
dme01100,33847
dme01100,38137
dme01100,33852
dme01100,38147
dme01100,33856
dme01100,38154
dme01100,46140
dme01100,32565
dme01100,32485
dme01100,32497
dme01100,33935
dme01100,37366
dme01100,45830
dme01100,44149
dme01100,32506
dme01100,35384
dme01100,35383
dme01100,35369
dme01100,34762
dme01100,48450
dme01100,34196
dme01100,34747
dme01100,41687
dme01100,34198
dme01100,35337
dme01100,41680
dme01100,37385
dme01100,37390
dme01100,32128
dme01100,41132
dme01100,41133
dme01100,45368
dme01100,40139
dme01100,39608
dme01100,40347
dme01100,40348
dme01100,40346
dme01100,35586
dme01100,37415
dme01100,41197
dme01100,53584
dme01100,37435
dme01100,3771738
dme01100,34215
dme01100,33898
dme01100,32406
dme01100,33903
dme01100,33907
dme01100,33911
dme01100,41908
dme01100,50002
dme01100,40988
dme01100,41679
dme01100,40097
dme01100,39878
dme01100,43629
dme01100,39876
dme01100,37445
dme01100,37446
dme01100,43628
dme01100,43624
dme01100,43625
dme01100,41022
dme01100,43593
dme01100,43591
dme01100,46260
dme01100,32629
dme01100,40565
dme01100,31994
dme01100,37470
dme01100,33425
dme01100,33431
dme01100,32592
dme01100,32328
dme01100,33459
dme01100,38342
dme01100,37356
dme01200,47173
dme01200,42808
dme01200,44001
dme01200,38447
dme01200,39469
dme01200,39470
dme01200,31695
dme01200,40492
dme01200,40409
dme01200,37541
dme01200,39899
dme01200,43437
dme01200,46391
dme01200,41067
dme01200,35728
dme01200,39945
dme01200,32940
dme01200,32974
dme01200,41468
dme01200,37166
dme01200,36020
dme01200,32292
dme01200,43447
dme01200,37228
dme01200,32013
dme01200,35213
dme01200,46246
dme01200,33351
dme01200,30995
dme01200,3771779
dme01200,43582
dme01200,37804
dme01200,33475
dme01200,45875
dme01200,31524
dme01200,246599
dme01200,35692
dme01200,33461
dme01200,35265
dme01200,318995
dme01200,317829
dme01200,38358
dme01200,326220
dme01200,35590
dme01200,43191
dme01200,117364
dme01200,317974
dme01200,37900
dme01200,39085
dme01200,31185
dme01200,31579
dme01200,31587
dme01200,41253
dme01200,36060
dme01200,31605
dme01200,31606
dme01200,33373
dme01200,42396
dme01200,42756
dme01200,31641
dme01200,42364
dme01200,41326
dme01200,41480
dme01200,42689
dme01200,37028
dme01200,43102
dme01200,41869
dme01200,40012
dme01200,41360
dme01200,34021
dme01200,42832
dme01200,34414
dme01200,43189
dme01200,39986
dme01200,39985
dme01200,39348
dme01200,43936
dme01200,43183
dme01200,39281
dme01200,42326
dme01200,34554
dme01200,41269
dme01200,34474
dme01200,42586
dme01200,36536
dme01200,41311
dme01200,41324
dme01200,39555
dme01200,41340
dme01200,39132
dme01200,40048
dme01200,31406
dme01200,31407
dme01200,42626
dme01200,42621
dme01200,42620
dme01200,40445
dme01200,44291
dme01200,32887
dme01200,41787
dme01200,39988
dme01200,40349
dme01200,36839
dme01200,3772542
dme01200,3772692
dme01200,42185
dme01200,41027
dme01200,44008
dme01200,41117
dme01200,35886
dme01200,36782
dme01200,32545
dme01200,36904
dme01200,38147
dme01200,44149
dme01200,34198
dme01200,40348
dme01200,33898
dme01200,37445
dme01200,37446
dme01200,33431
dme01200,33459
dme01210,40492
dme01210,39899
dme01210,43437
dme01210,32940
dme01210,41468
dme01210,43689
dme01210,32292
dme01210,32297
dme01210,42730
dme01210,42729
dme01210,3355069
dme01210,317829
dme01210,317974
dme01210,37900
dme01210,31579
dme01210,31587
dme01210,33373
dme01210,41326
dme01210,42689
dme01210,43102
dme01210,41360
dme01210,34021
dme01210,32441
dme01210,41269
dme01210,42586
dme01210,41274
dme01210,42728
dme01210,42731
dme01210,42732
dme01210,31406
dme01210,31407
dme01210,44291
dme01210,39988
dme01210,41149
dme01210,36782
dme01210,44149
dme01212,38457
dme01212,31695
dme01212,35761
dme01212,39245
dme01212,31805
dme01212,40692
dme01212,38864
dme01212,36109
dme01212,31703
dme01212,43592
dme01212,36540
dme01212,44183
dme01212,3355111
dme01212,35213
dme01212,35140
dme01212,31668
dme01212,38355
dme01212,40943
dme01212,40567
dme01212,326148
dme01212,317841
dme01212,32582
dme01212,33524
dme01212,117361
dme01212,31289
dme01212,40059
dme01212,40056
dme01212,39860
dme01212,34276
dme01212,34822
dme01212,44117
dme01212,37784
dme01212,31641
dme01212,34313
dme01212,42364
dme01212,34564
dme01212,41480
dme01212,37028
dme01212,117369
dme01212,41536
dme01212,36536
dme01212,34614
dme01212,37217
dme01212,39910
dme01212,44006
dme01212,41629
dme01212,46068
dme01212,38147
dme01212,34762
dme01212,33898
dme01212,37445
dme01212,37446
dme01212,43593
dme01212,43591
dme01230,42783
dme01230,40409
dme01230,46391
dme01230,35728
dme01230,39945
dme01230,32940
dme01230,40812
dme01230,41468
dme01230,36020
dme01230,32292
dme01230,32297
dme01230,42730
dme01230,42729
dme01230,43447
dme01230,32087
dme01230,33081
dme01230,46246
dme01230,33351
dme01230,46717
dme01230,43582
dme01230,48552
dme01230,33172
dme01230,37804
dme01230,33475
dme01230,31524
dme01230,246599
dme01230,35692
dme01230,33461
dme01230,317829
dme01230,2768965
dme01230,37900
dme01230,39085
dme01230,31579
dme01230,36060
dme01230,33373
dme01230,41326
dme01230,42689
dme01230,43102
dme01230,40012
dme01230,37143
dme01230,43189
dme01230,42106
dme01230,42284
dme01230,43183
dme01230,34554
dme01230,41269
dme01230,42586
dme01230,41274
dme01230,42728
dme01230,42731
dme01230,42732
dme01230,39132
dme01230,42626
dme01230,42621
dme01230,42620
dme01230,44291
dme01230,41787
dme01230,38871
dme01230,40443
dme01230,41027
dme01230,41117
dme01230,36782
dme01230,32545
dme01230,36904
dme01230,44149
dme01230,3771738
dme01230,39878
dme01230,33459
dme01232,36627
dme01232,40326
dme01232,39479
dme01232,39213
dme01232,36121
dme01232,43661
dme01232,38315
dme01232,39396
dme01232,33510
dme01232,42466
dme01232,43873
dme01232,37756
dme01232,40528
dme01232,48224
dme01232,44750
dme01232,41897
dme01232,41895
dme01232,41894
dme01232,43739
dme01232,36969
dme01232,246458
dme01232,33495
dme01232,37834
dme01232,33499
dme01232,64879
dme01232,32822
dme01232,32352
dme01232,37875
dme01232,42051
dme01232,37644
dme01232,41476
dme01232,39645
dme01232,34529
dme01232,36953
dme01232,36968
dme01232,41373
dme01232,32396
dme01232,34392
dme01232,42273
dme01232,37062
dme01232,39976
dme01232,39975
dme01232,41896
dme01232,43165
dme01232,43240
dme01232,42894
dme01232,41318
dme01232,40222
dme01232,41605
dme01232,34124
dme01232,34123
dme01232,34122
dme01232,41174
dme01232,36379
dme01232,33718
dme01232,36280
dme01232,45830
dme01232,41680
dme01232,41679
dme01240,38760
dme01240,35105
dme01240,43017
dme01240,39402
dme01240,38647
dme01240,38632
dme01240,39436
dme01240,42482
dme01240,35307
dme01240,33993
dme01240,40599
dme01240,40263
dme01240,46391
dme01240,31782
dme01240,31781
dme01240,40692
dme01240,32967
dme01240,34613
dme01240,53513
dme01240,53512
dme01240,42987
dme01240,38194
dme01240,32964
dme01240,44007
dme01240,43671
dme01240,41417
dme01240,42003
dme01240,34627
dme01240,37197
dme01240,43661
dme01240,35724
dme01240,33679
dme01240,37421
dme01240,53501
dme01240,32297
dme01240,35218
dme01240,35292
dme01240,34759
dme01240,39396
dme01240,53504
dme01240,42466
dme01240,35139
dme01240,35138
dme01240,35137
dme01240,53511
dme01240,35981
dme01240,35986
dme01240,47895
dme01240,32640
dme01240,31817
dme01240,43757
dme01240,43746
dme01240,32026
dme01240,43739
dme01240,31726
dme01240,53581
dme01240,32272
dme01240,32212
dme01240,48552
dme01240,40946
dme01240,44058
dme01240,40936
dme01240,30973
dme01240,31524
dme01240,37815
dme01240,246533
dme01240,43708
dme01240,43244
dme01240,37834
dme01240,40925
dme01240,318753
dme01240,326159
dme01240,317887
dme01240,261607
dme01240,37540
dme01240,37539
dme01240,37538
dme01240,39238
dme01240,36507
dme01240,3346188
dme01240,44701
dme01240,39066
dme01240,42051
dme01240,42493
dme01240,33626
dme01240,34256
dme01240,40079
dme01240,37809
dme01240,41279
dme01240,37420
dme01240,39065
dme01240,32240
dme01240,37590
dme01240,36795
dme01240,39645
dme01240,39828
dme01240,53503
dme01240,248194
dme01240,34394
dme01240,38633
dme01240,40259
dme01240,32396
dme01240,41236
dme01240,42834
dme01240,42295
dme01240,40372
dme01240,41573
dme01240,46234
dme01240,42939
dme01240,33742
dme01240,41574
dme01240,43165
dme01240,36506
dme01240,42538
dme01240,41318
dme01240,53507
dme01240,41334
dme01240,53506
dme01240,53502
dme01240,32775
dme01240,33777
dme01240,39988
dme01240,35918
dme01240,32496
dme01240,41135
dme01240,36730
dme01240,41174
dme01240,41192
dme01240,53583
dme01240,36379
dme01240,46140
dme01240,35383
dme01240,35369
dme01240,37415
dme01240,53584
dme01240,33907
dme01240,41908
dme01240,40988
dme01240,41022
dme01240,40565
dme01240,32328
dme01250,38760
dme01250,36649
dme01250,39434
dme01250,39436
dme01250,40599
dme01250,38076
dme01250,3354921
dme01250,43373
dme01250,31500
dme01250,43504
dme01250,45875
dme01250,317923
dme01250,43191
dme01250,117364
dme01250,37638
dme01250,39065
dme01250,44010
dme01250,41528
dme01250,39031
dme01250,41863
dme01250,39391
dme01250,38911
dme01250,35923
dme01250,44008
dme01250,36730
dme01250,35886
dme01250,41192
dme01250,33716
dme01250,33935
dme01250,33903
dme01320,40167
dme02010,38726
dme02010,38725
dme02010,42976
dme02010,32992
dme02010,41387
dme02010,33102
dme02010,33103
dme02010,33354
dme02010,32208
dme02010,43772
dme02010,33636
dme02010,42975
dme02010,42382
dme02010,30994
dme02010,33171
dme02010,326154
dme02010,34783
dme02010,35163
dme02010,326161
dme02010,39307
dme02010,43895
dme02010,36428
dme02010,41925
dme02010,39977
dme02010,42362
dme02010,33170
dme02010,34322
dme02010,39971
dme02010,34686
dme02010,34148
dme02010,34140
dme02010,38193
dme02010,36582
dme02010,47905
dme02010,37293
dme02010,35366
dme02010,33541
dme02010,33540
dme03008,33966
dme03008,42811
dme03008,33964
dme03008,33960
dme03008,41581
dme03008,32338
dme03008,44392
dme03008,39309
dme03008,43046
dme03008,43009
dme03008,35374
dme03008,39689
dme03008,36144
dme03008,37769
dme03008,41973
dme03008,43333
dme03008,34184
dme03008,36268
dme03008,34167
dme03008,37909
dme03008,42633
dme03008,44072
dme03008,39915
dme03008,31097
dme03008,32132
dme03008,43944
dme03008,36019
dme03008,48448
dme03008,37776
dme03008,31811
dme03008,31943
dme03008,35885
dme03008,31213
dme03008,40884
dme03008,317878
dme03008,117463
dme03008,31475
dme03008,32935
dme03008,39834
dme03008,2768873
dme03008,2768872
dme03008,2768902
dme03008,2768901
dme03008,2768900
dme03008,2768899
dme03008,2768898
dme03008,2768897
dme03008,2768896
dme03008,2768906
dme03008,2768905
dme03008,2768904
dme03008,37873
dme03008,3772007
dme03008,31195
dme03008,31387
dme03008,44173
dme03008,42060
dme03008,37397
dme03008,5740827
dme03008,7354447
dme03008,31136
dme03008,46032
dme03008,37948
dme03008,36976
dme03008,39774
dme03008,44005
dme03008,34680
dme03008,36989
dme03008,31833
dme03008,36135
dme03008,39904
dme03008,39666
dme03008,36831
dme03008,38889
dme03008,42196
dme03008,38740
dme03008,38749
dme03008,38824
dme03008,35747
dme03008,35963
dme03008,36379
dme03008,37300
dme03008,33843
dme03008,35574
dme03008,41647
dme03008,37662
dme03008,3771903
dme03008,3772306
dme03008,3771980
dme03008,3771929
dme03008,3772704
dme03008,3772352
dme03008,3772136
dme03008,3771810
dme03008,3772620
dme03008,3772170
dme03008,3771950
dme03008,3772469
dme03008,3772240
dme03008,3772044
dme03008,3771831
dme03008,3771862
dme03008,3772695
dme03008,3772417
dme03008,3772009
dme03008,3771737
dme03008,3772572
dme03008,3772287
dme03008,3772386
dme03008,3772545
dme03008,3772328
dme03008,3772363
dme03008,3772142
dme03008,3771944
dme03008,3772478
dme03008,3772241
dme03008,3772038
dme03008,3772703
dme03008,3772414
dme03008,3772010
dme03008,3771742
dme03008,3772578
dme03008,3772284
dme03008,3772388
dme03008,3772115
dme03008,3772685
dme03008,3772243
dme03008,3771979
dme03008,3771820
dme03008,3772534
dme03008,3772642
dme03008,3772348
dme03008,3772184
dme03008,3772307
dme03008,3772343
dme03008,3772131
dme03008,3771930
dme03008,3772705
dme03008,3772255
dme03008,3772059
dme03008,3771839
dme03008,3771878
dme03008,3772389
dme03008,3772107
dme03008,3771961
dme03008,3772668
dme03008,3771978
dme03008,3771827
dme03008,3772528
dme03008,3771748
dme03008,3772522
dme03008,3772295
dme03008,3772092
dme03008,3772098
dme03008,3771889
dme03008,3772667
dme03008,3772445
dme03008,3772398
dme03008,3772116
dme03008,3771963
dme03008,3772681
dme03008,3772260
dme03008,3771982
dme03008,3771834
dme03008,3772543
dme03008,3772001
dme03008,3771787
dme03008,3771953
dme03008,3772593
dme03008,3772377
dme03008,3772040
dme03008,3771833
dme03008,3772481
dme03008,3772252
dme03008,3772510
dme03008,3772272
dme03008,3772078
dme03008,3772103
dme03008,3771896
dme03008,3772673
dme03008,3772455
dme03008,3772017
dme03008,3772551
dme03008,3772408
dme03008,3772365
dme03008,3772130
dme03008,5740577
dme03008,5740812
dme03008,26067165
dme03008,26067166
dme03008,26067167
dme03008,26067169
dme03008,26067170
dme03008,26067172
dme03008,26067180
dme03010,37430
dme03010,35098
dme03010,41991
dme03010,43039
dme03010,35145
dme03010,44059
dme03010,35299
dme03010,31700
dme03010,39477
dme03010,39480
dme03010,39484
dme03010,33182
dme03010,43723
dme03010,43698
dme03010,43345
dme03010,43321
dme03010,36142
dme03010,36406
dme03010,44251
dme03010,38397
dme03010,35453
dme03010,50139
dme03010,36050
dme03010,36688
dme03010,34186
dme03010,38302
dme03010,34149
dme03010,42588
dme03010,42870
dme03010,38046
dme03010,38230
dme03010,31222
dme03010,32953
dme03010,42290
dme03010,32395
dme03010,40687
dme03010,31106
dme03010,31145
dme03010,38535
dme03010,47218
dme03010,47219
dme03010,33654
dme03010,43564
dme03010,42464
dme03010,42470
dme03010,35711
dme03010,32375
dme03010,39627
dme03010,3354918
dme03010,3355124
dme03010,43864
dme03010,33348
dme03010,3355144
dme03010,35988
dme03010,59151
dme03010,43594
dme03010,44150
dme03010,40654
dme03010,38345
dme03010,40656
dme03010,43768
dme03010,37995
dme03010,33688
dme03010,40932
dme03010,33629
dme03010,33487
dme03010,31897
dme03010,251466
dme03010,3772367
dme03010,31150
dme03010,326141
dme03010,41859
dme03010,318977
dme03010,45329
dme03010,31613
dme03010,117414
dme03010,318249
dme03010,318825
dme03010,31588
dme03010,41757
dme03010,39108
dme03010,4379878
dme03010,5740688
dme03010,37563
dme03010,37628
dme03010,50381
dme03010,37589
dme03010,33715
dme03010,41811
dme03010,39088
dme03010,37849
dme03010,37580
dme03010,33214
dme03010,31483
dme03010,37587
dme03010,41838
dme03010,41293
dme03010,8674052
dme03010,39809
dme03010,37872
dme03010,19836175
dme03010,32635
dme03010,32242
dme03010,34329
dme03010,36466
dme03010,32662
dme03010,43103
dme03010,41347
dme03010,37787
dme03010,34352
dme03010,36855
dme03010,44326
dme03010,34412
dme03010,42061
dme03010,40261
dme03010,41364
dme03010,34420
dme03010,34625
dme03010,42830
dme03010,33317
dme03010,37750
dme03010,37136
dme03010,43349
dme03010,49425
dme03010,44783
dme03010,39749
dme03010,34309
dme03010,43169
dme03010,34446
dme03010,34526
dme03010,38983
dme03010,36985
dme03010,41343
dme03010,41372
dme03010,42761
dme03010,40060
dme03010,42671
dme03010,41807
dme03010,31398
dme03010,34070
dme03010,40395
dme03010,39338
dme03010,40001
dme03010,34098
dme03010,31022
dme03010,40451
dme03010,40980
dme03010,31009
dme03010,39253
dme03010,37235
dme03010,43532
dme03010,31228
dme03010,43573
dme03010,38208
dme03010,41028
dme03010,32523
dme03010,36851
dme03010,36570
dme03010,36576
dme03010,32530
dme03010,41200
dme03010,38796
dme03010,38794
dme03010,33703
dme03010,36321
dme03010,37292
dme03010,32700
dme03010,32446
dme03010,34754
dme03010,37389
dme03010,41120
dme03010,41141
dme03010,43609
dme03010,40091
dme03010,37684
dme03010,37669
dme03010,3771903
dme03010,3772306
dme03010,3771980
dme03010,3771929
dme03010,3772704
dme03010,3772352
dme03010,3772136
dme03010,3771810
dme03010,3772620
dme03010,3772170
dme03010,3771950
dme03010,3772469
dme03010,3772240
dme03010,3772044
dme03010,3771831
dme03010,3771862
dme03010,3772695
dme03010,3772417
dme03010,3772009
dme03010,3771737
dme03010,3772572
dme03010,3772287
dme03010,3772386
dme03010,3772545
dme03010,3772328
dme03010,3772363
dme03010,3772142
dme03010,3771944
dme03010,3772478
dme03010,3772241
dme03010,3772038
dme03010,3772703
dme03010,3772414
dme03010,3772010
dme03010,3771742
dme03010,3772578
dme03010,3772284
dme03010,3772388
dme03010,3772115
dme03010,3772685
dme03010,3772243
dme03010,3771979
dme03010,3771820
dme03010,3772534
dme03010,3772642
dme03010,3772348
dme03010,3772184
dme03010,3772307
dme03010,3772343
dme03010,3772131
dme03010,3771930
dme03010,3772705
dme03010,3772255
dme03010,3772059
dme03010,3771839
dme03010,3771878
dme03010,3772389
dme03010,3772107
dme03010,3771961
dme03010,3772668
dme03010,3771978
dme03010,3771827
dme03010,3772528
dme03010,3771748
dme03010,3772522
dme03010,3772295
dme03010,3772092
dme03010,3772098
dme03010,3771889
dme03010,3772667
dme03010,3772445
dme03010,3772398
dme03010,3772116
dme03010,3771963
dme03010,3772681
dme03010,3772260
dme03010,3771982
dme03010,3771834
dme03010,3772543
dme03010,3772001
dme03010,3771787
dme03010,3771953
dme03010,3772593
dme03010,3772377
dme03010,3772040
dme03010,3771833
dme03010,3772481
dme03010,3772252
dme03010,3772510
dme03010,3772272
dme03010,3772078
dme03010,3772103
dme03010,3771896
dme03010,3772673
dme03010,3772455
dme03010,3772017
dme03010,19893560
dme03010,19893562
dme03010,5740577
dme03010,5740812
dme03010,26067165
dme03010,26067166
dme03010,26067167
dme03010,26067169
dme03010,26067170
dme03010,26067172
dme03010,26067180
dme03013,42816
dme03013,35173
dme03013,38675
dme03013,40581
dme03013,36942
dme03013,44029
dme03013,32350
dme03013,37792
dme03013,39483
dme03013,43041
dme03013,43040
dme03013,33002
dme03013,32970
dme03013,42166
dme03013,37769
dme03013,37685
dme03013,43331
dme03013,34349
dme03013,35016
dme03013,34167
dme03013,44072
dme03013,32971
dme03013,41397
dme03013,35849
dme03013,32153
dme03013,43944
dme03013,41147
dme03013,31881
dme03013,3354919
dme03013,34667
dme03013,38033
dme03013,43736
dme03013,59163
dme03013,317813
dme03013,40723
dme03013,35784
dme03013,31724
dme03013,35336
dme03013,33465
dme03013,37810
dme03013,37780
dme03013,33226
dme03013,40884
dme03013,326153
dme03013,317878
dme03013,59215
dme03013,59216
dme03013,36732
dme03013,118436
dme03013,5740122
dme03013,31195
dme03013,46091
dme03013,47141
dme03013,7354429
dme03013,38332
dme03013,32630
dme03013,33981
dme03013,34527
dme03013,34549
dme03013,34338
dme03013,41367
dme03013,39394
dme03013,37078
dme03013,42825
dme03013,41965
dme03013,36830
dme03013,32851
dme03013,34481
dme03013,44437
dme03013,41562
dme03013,42680
dme03013,44409
dme03013,42171
dme03013,41804
dme03013,33781
dme03013,42342
dme03013,38721
dme03013,40987
dme03013,42209
dme03013,39666
dme03013,35512
dme03013,42539
dme03013,44747
dme03013,35926
dme03013,38722
dme03013,36264
dme03013,36271
dme03013,41185
dme03013,40160
dme03013,35762
dme03013,36397
dme03013,35924
dme03013,36360
dme03013,33859
dme03013,37402
dme03013,41158
dme03013,40983
dme03013,37467
dme03013,35223
dme03015,44250
dme03015,44148
dme03015,36658
dme03015,37781
dme03015,33968
dme03015,35173
dme03015,40569
dme03015,48532
dme03015,44029
dme03015,40698
dme03015,37792
dme03015,39483
dme03015,42166
dme03015,37769
dme03015,43331
dme03015,32973
dme03015,35849
dme03015,32153
dme03015,43944
dme03015,41147
dme03015,3354919
dme03015,34667
dme03015,3354994
dme03015,2768940
dme03015,34153
dme03015,32379
dme03015,117365
dme03015,43426
dme03015,44289
dme03015,40709
dme03015,35788
dme03015,31724
dme03015,43734
dme03015,37780
dme03015,40884
dme03015,317878
dme03015,39919
dme03015,37493
dme03015,32659
dme03015,31625
dme03015,5740122
dme03015,33437
dme03015,32587
dme03015,33259
dme03015,34877
dme03015,39083
dme03015,34286
dme03015,3355173
dme03015,5740113
dme03015,42368
dme03015,43087
dme03015,37070
dme03015,40240
dme03015,43312
dme03015,49260
dme03015,36494
dme03015,41965
dme03015,47877
dme03015,43231
dme03015,42994
dme03015,34658
dme03015,42922
dme03015,44409
dme03015,45959
dme03015,38937
dme03015,33781
dme03015,40987
dme03015,42239
dme03015,42240
dme03015,39665
dme03015,42539
dme03015,42169
dme03015,41185
dme03015,35924
dme03015,49780
dme03015,34804
dme03015,48531
dme03015,37402
dme03015,41668
dme03015,49636
dme03018,42813
dme03018,33964
dme03018,39408
dme03018,37790
dme03018,31795
dme03018,43710
dme03018,38369
dme03018,32045
dme03018,35003
dme03018,32966
dme03018,34901
dme03018,34721
dme03018,34763
dme03018,42983
dme03018,33351
dme03018,3772012
dme03018,41552
dme03018,38229
dme03018,40711
dme03018,40683
dme03018,48572
dme03018,42880
dme03018,42842
dme03018,34416
dme03018,319033
dme03018,32935
dme03018,5740252
dme03018,41226
dme03018,37731
dme03018,36060
dme03018,41270
dme03018,48782
dme03018,37413
dme03018,34364
dme03018,37070
dme03018,42058
dme03018,39366
dme03018,39722
dme03018,34541
dme03018,34548
dme03018,39957
dme03018,42900
dme03018,38693
dme03018,33796
dme03018,41798
dme03018,40173
dme03018,35893
dme03018,36766
dme03018,35501
dme03018,36583
dme03018,35921
dme03018,32558
dme03018,32574
dme03018,35382
dme03018,35339
dme03018,37372
dme03018,34229
dme03018,32665
dme03020,36617
dme03020,40325
dme03020,35196
dme03020,40415
dme03020,48312
dme03020,36160
dme03020,41542
dme03020,42563
dme03020,42942
dme03020,33963
dme03020,32100
dme03020,32524
dme03020,42201
dme03020,261631
dme03020,41721
dme03020,41741
dme03020,39941
dme03020,3772344
dme03020,5740790
dme03020,33712
dme03020,42309
dme03020,33210
dme03020,14462484
dme03020,32678
dme03020,40002
dme03020,42619
dme03020,35043
dme03020,39310
dme03020,34796
dme03020,36289
dme03022,40790
dme03022,40667
dme03022,39313
dme03022,35297
dme03022,40509
dme03022,40367
dme03022,31048
dme03022,38527
dme03022,33672
dme03022,41406
dme03022,40813
dme03022,31773
dme03022,43793
dme03022,40934
dme03022,33469
dme03022,33468
dme03022,40134
dme03022,31441
dme03022,34293
dme03022,7354403
dme03022,42750
dme03022,33294
dme03022,42822
dme03022,34430
dme03022,39765
dme03022,43284
dme03022,32762
dme03022,41290
dme03022,45432
dme03022,39164
dme03022,32792
dme03022,40429
dme03022,34102
dme03022,36130
dme03022,47900
dme03022,39688
dme03022,39202
dme03022,36598
dme03022,37414
dme03022,37476
dme03030,35257
dme03030,38661
dme03030,32323
dme03030,40607
dme03030,37560
dme03030,38228
dme03030,3772329
dme03030,33213
dme03030,38492
dme03030,32113
dme03030,35679
dme03030,31934
dme03030,246459
dme03030,34892
dme03030,31603
dme03030,41296
dme03030,31449
dme03030,41968
dme03030,39014
dme03030,34423
dme03030,44915
dme03030,43278
dme03030,39746
dme03030,34550
dme03030,42553
dme03030,42758
dme03030,38942
dme03030,40973
dme03030,32763
dme03030,36887
dme03030,35746
dme03030,37290
dme03030,35364
dme03030,40972
dme03040,38756
dme03040,36619
dme03040,33967
dme03040,40739
dme03040,42028
dme03040,35112
dme03040,39408
dme03040,35268
dme03040,35173
dme03040,35192
dme03040,44668
dme03040,39456
dme03040,31707
dme03040,41670
dme03040,44029
dme03040,35654
dme03040,38520
dme03040,43004
dme03040,41068
dme03040,50007
dme03040,38173
dme03040,53435
dme03040,36143
dme03040,42166
dme03040,40781
dme03040,48535
dme03040,43331
dme03040,35003
dme03040,38720
dme03040,43862
dme03040,42931
dme03040,38069
dme03040,38093
dme03040,35713
dme03040,43427
dme03040,31595
dme03040,40529
dme03040,43556
dme03040,32282
dme03040,32069
dme03040,36314
dme03040,42048
dme03040,34667
dme03040,38033
dme03040,3354996
dme03040,35571
dme03040,7354399
dme03040,3355114
dme03040,3772012
dme03040,32168
dme03040,47457
dme03040,34080
dme03040,44920
dme03040,38229
dme03040,40723
dme03040,31259
dme03040,33235
dme03040,33460
dme03040,40678
dme03040,37810
dme03040,35934
dme03040,33645
dme03040,42842
dme03040,48582
dme03040,48581
dme03040,41437
dme03040,44921
dme03040,37681
dme03040,326153
dme03040,31208
dme03040,32373
dme03040,3346235
dme03040,33180
dme03040,33513
dme03040,33201
dme03040,33514
dme03040,32587
dme03040,31558
dme03040,44173
dme03040,31481
dme03040,41840
dme03040,40785
dme03040,31442
dme03040,43358
dme03040,36984
dme03040,43348
dme03040,34426
dme03040,42852
dme03040,53444
dme03040,42274
dme03040,37123
dme03040,39394
dme03040,50022
dme03040,43912
dme03040,39737
dme03040,42285
dme03040,42593
dme03040,36514
dme03040,32464
dme03040,39955
dme03040,39218
dme03040,48583
dme03040,38693
dme03040,34608
dme03040,40064
dme03040,39655
dme03040,38062
dme03040,53443
dme03040,44409
dme03040,33781
dme03040,32881
dme03040,40987
dme03040,41609
dme03040,40172
dme03040,42539
dme03040,36561
dme03040,31840
dme03040,36306
dme03040,36789
dme03040,33982
dme03040,35924
dme03040,36304
dme03040,39542
dme03040,37372
dme03040,37381
dme03040,37402
dme03040,33909
dme03040,40983
dme03040,40960
dme03040,32636
dme03040,43385
dme03040,32602
dme03040,3772462
dme03040,3772037
dme03040,3772327
dme03040,3772628
dme03040,3772712
dme03040,3772520
dme03040,3772392
dme03040,3772634
dme03040,3771927
dme03040,3771770
dme03040,3772474
dme03040,3772330
dme03040,3772527
dme03040,3772048
dme03040,3772477
dme03040,3772339
dme03040,3771824
dme03040,3772126
dme03040,3771995
dme03040,3772192
dme03040,3771949
dme03040,3772678
dme03040,3772228
dme03040,3772337
dme03040,19835752
dme03050,36638
dme03050,42802
dme03050,42805
dme03050,36951
dme03050,40717
dme03050,2768973
dme03050,43449
dme03050,41079
dme03050,40639
dme03050,40621
dme03050,45269
dme03050,36545
dme03050,35701
dme03050,50428
dme03050,33105
dme03050,36018
dme03050,32274
dme03050,32047
dme03050,42457
dme03050,33449
dme03050,33451
dme03050,34999
dme03050,43679
dme03050,33738
dme03050,31511
dme03050,45780
dme03050,43635
dme03050,246582
dme03050,318924
dme03050,39628
dme03050,37894
dme03050,32584
dme03050,31567
dme03050,39855
dme03050,39845
dme03050,35176
dme03050,37910
dme03050,34359
dme03050,41531
dme03050,42828
dme03050,42641
dme03050,34726
dme03050,31433
dme03050,39351
dme03050,40388
dme03050,40174
dme03050,46058
dme03050,36277
dme03050,35342
dme03050,37378
dme03050,41190
dme03050,41672
dme03050,37690
dme03060,46080
dme03060,37337
dme03060,50096
dme03060,37312
dme03060,32968
dme03060,35690
dme03060,32095
