term,ENTREZID
dme00640,34276
dme00640,31641
dme00640,42364
dme00640,41480
dme00640,37028
dme00640,41869
dme00640,32441
dme00640,42326
dme00640,42901
dme00640,36536
dme00640,39988
dme00640,40188
dme00640,41149
dme00640,40348
dme00640,33898
dme00640,37445
dme00640,37446
dme00650,33978
dme00650,35156
dme00650,31695
dme00650,38261
dme00650,30972
dme00650,38484
dme00650,44154
dme00650,34276
dme00650,43092
dme00650,42364
dme00650,41480
dme00650,36536
dme00650,40188
dme00650,38147
dme00670,35152
dme00670,35153
dme00670,42973
dme00670,32471
dme00670,42003
dme00670,33081
dme00670,47895
dme00670,48552
dme00670,31524
dme00670,33986
dme00670,33499
dme00670,37699
dme00670,41253
dme00670,41279
dme00670,37143
dme00670,41561
dme00670,37026
dme00670,34474
dme00670,39988
dme00670,40349
dme00670,35407
dme00670,42043
dme00670,40097
dme00670,38342
dme00730,40326
dme00730,38632
dme00730,42482
dme00730,34613
dme00730,43671
dme00730,41417
dme00730,35218
dme00730,39396
dme00730,35981
dme00730,37834
dme00730,261628
dme00730,37540
dme00730,37539
dme00730,37538
dme00730,3772427
dme00730,3772179
dme00730,38633
dme00730,41236
dme00730,40372
dme00730,32496
dme00730,41135
dme00740,34759
dme00740,40936
dme00740,261628
dme00740,3772427
dme00740,3772179
dme00740,32240
dme00740,42576
dme00740,48445
dme00740,41197
dme00750,46391
dme00750,32967
dme00750,32964
dme00750,40925
dme00750,318753
dme00750,39066
dme00760,43433
dme00760,36121
dme00760,42987
dme00760,38315
dme00760,37756
dme00760,36969
dme00760,246458
dme00760,31480
dme00760,32822
dme00760,36507
dme00760,33626
dme00760,38895
dme00760,36968
dme00760,42414
dme00760,34708
dme00760,36506
dme00760,41254
dme00760,35918
dme00760,32328
dme00770,38647
dme00770,40675
dme00770,32297
dme00770,31858
dme00770,40916
dme00770,246533
dme00770,43244
dme00770,317852
dme00770,34256
dme00770,40241
dme00770,42295
dme00770,46234
dme00770,33742
dme00770,34791
dme00780,40692
dme00780,40659
dme00785,39899
dme00785,43437
dme00785,43689
dme00785,3355069
dme00785,317974
dme00785,41253
dme00785,36795
dme00785,41360
dme00785,40259
dme00785,34021
dme00785,32441
dme00785,34474
dme00785,31406
dme00785,31407
dme00785,39988
dme00785,40349
dme00785,41149
dme00785,40565
dme00790,38746
dme00790,43017
dme00790,38632
dme00790,39424
dme00790,42482
dme00790,38463
dme00790,31782
dme00790,31781
dme00790,38462
dme00790,43671
dme00790,42003
dme00790,35218
dme00790,35292
dme00790,33045
dme00790,35981
dme00790,43499
dme00790,32212
dme00790,30973
dme00790,326159
dme00790,317887
dme00790,37540
dme00790,37539
dme00790,37538
dme00790,39238
dme00790,19988923
dme00790,39050
dme00790,38633
dme00790,41236
dme00790,40372
dme00790,39305
dme00790,39304
dme00790,38973
dme00790,38871
dme00790,32496
dme00790,41135
dme00790,38121
dme00790,35586
dme00790,37415
dme00830,35105
dme00830,38598
dme00830,35307
dme00830,33993
dme00830,53513
dme00830,53512
dme00830,34627
dme00830,33679
dme00830,37421
dme00830,53501
dme00830,53504
dme00830,35139
dme00830,35138
dme00830,35137
dme00830,53511
dme00830,59175
dme00830,31726
dme00830,44058
dme00830,43708
dme00830,44887
dme00830,3771877
dme00830,40079
dme00830,37420
dme00830,37590
dme00830,53503
dme00830,39817
dme00830,41573
dme00830,41574
dme00830,42538
dme00830,41311
dme00830,53507
dme00830,41334
dme00830,53506
dme00830,53502
dme00830,53583
dme00830,35369
dme00830,53584
dme00860,35105
dme00860,39402
dme00860,35307
dme00860,33993
dme00860,53513
dme00860,53512
dme00860,41407
dme00860,37197
dme00860,37421
dme00860,53501
dme00860,53504
dme00860,35139
dme00860,35138
dme00860,35137
dme00860,53511
dme00860,35986
dme00860,31817
dme00860,43757
dme00860,43746
dme00860,46415
dme00860,44058
dme00860,37815
dme00860,43708
dme00860,44701
dme00860,40079
dme00860,37809
dme00860,37420
dme00860,32260
dme00860,37590
dme00860,39828
dme00860,53503
dme00860,34394
dme00860,42834
dme00860,41573
dme00860,42939
dme00860,41574
dme00860,42590
dme00860,42538
dme00860,53507
dme00860,41334
dme00860,53506
dme00860,53502
dme00860,53583
dme00860,31845
dme00860,46140
dme00860,41197
dme00860,53584
dme00860,41908
dme00900,35255
dme00900,42803
dme00900,40323
dme00900,31708
dme00900,31695
dme00900,31824
dme00900,39478
dme00900,36209
dme00900,32058
dme00900,41989
dme00900,33682
dme00900,43697
dme00900,42528
dme00900,3772247
dme00900,3355165
dme00900,3355162
dme00900,44154
dme00900,33298
dme00900,44002
dme00900,42526
dme00900,32520
dme00900,38816
dme00900,39528
dme00900,36908
dme00900,38147
dme00900,33856
dme00900,32128
dme00910,42965
dme00910,31804
dme00910,41070
dme00910,36126
dme00910,32087
dme00910,50101
dme00910,50102
dme00910,33172
dme00910,43701
dme00910,41238
dme00910,42756
dme00910,42832
dme00910,42625
dme00910,43264
dme00910,39390
dme00910,34786
dme00910,37366
dme00910,39878
dme00920,41570
dme00920,38514
dme00920,32279
dme00920,36233
dme00920,32878
dme00920,43516
dme00920,41610
dme00920,40167
dme00970,40929
dme00970,45786
dme00970,35194
dme00970,45785
dme00970,31904
dme00970,38331
dme00970,3772080
dme00970,36547
dme00970,34156
dme00970,40681
dme00970,37177
dme00970,37965
dme00970,33518
dme00970,43699
dme00970,31740
dme00970,318604
dme00970,41733
dme00970,326155
dme00970,326262
dme00970,3772218
dme00970,36420
dme00970,45783
dme00970,39829
dme00970,39828
dme00970,38595
dme00970,41862
dme00970,45784
dme00970,42834
dme00970,39762
dme00970,42861
dme00970,39023
dme00970,42888
dme00970,42283
dme00970,32841
dme00970,39644
dme00970,36909
dme00970,39989
dme00970,38581
dme00970,36563
dme00970,36784
dme00970,32539
dme00970,45399
dme00970,19893563
dme00970,19893527
dme00970,19893528
dme00970,19893530
dme00970,19893531
dme00970,19893532
dme00970,19893534
dme00970,19893536
dme00970,19893537
dme00970,19893541
dme00970,19893543
dme00970,19893544
dme00970,19893545
dme00970,19893546
dme00970,19893547
dme00970,19893548
dme00970,19893550
dme00970,19893553
dme00970,19893554
dme00970,19893557
dme00970,19893559
dme00970,19893561
dme00980,41503
dme00980,41502
dme00980,35105
dme00980,35307
dme00980,45398
dme00980,33993
dme00980,48337
dme00980,35928
dme00980,48338
dme00980,53513
dme00980,53512
dme00980,35015
dme00980,37421
dme00980,53501
dme00980,32299
dme00980,37960
dme00980,33047
dme00980,53504
dme00980,35139
dme00980,35138
dme00980,35137
dme00980,44110
dme00980,37105
dme00980,37107
dme00980,37108
dme00980,37109
dme00980,37110
dme00980,37111
dme00980,37112
dme00980,37113
dme00980,246581
dme00980,41512
dme00980,53511
dme00980,59240
dme00980,44058
dme00980,35995
dme00980,246386
dme00980,43708
dme00980,32438
dme00980,318913
dme00980,40858
dme00980,33420
dme00980,33421
dme00980,40079
dme00980,48335
dme00980,37420
dme00980,48340
dme00980,48336
dme00980,37590
dme00980,48341
dme00980,48339
dme00980,36467
dme00980,53503
dme00980,37106
dme00980,37128
dme00980,41573
dme00980,41574
dme00980,42538
dme00980,41311
dme00980,53507
dme00980,41334
dme00980,53506
dme00980,53502
dme00980,38975
dme00980,38974
dme00980,38972
dme00980,53583
dme00980,36927
dme00980,53584
dme00981,32147
dme00981,38631
dme00981,31824
dme00981,45282
dme00981,39592
dme00981,32058
dme00981,44858
dme00981,251984
dme00981,37181
dme00981,37182
dme00981,32146
dme00981,34977
dme00981,31257
dme00981,43244
dme00981,42528
dme00981,34256
dme00981,5740633
dme00981,3355165
dme00981,3355162
dme00981,5740359
dme00981,32857
dme00981,32858
dme00981,36780
dme00981,39528
dme00981,33856
dme00981,32128
dme00981,32423
dme00982,41503
dme00982,41502
dme00982,35105
dme00982,35307
dme00982,45398
dme00982,33993
dme00982,48337
dme00982,35928
dme00982,48338
dme00982,53513
dme00982,53512
dme00982,42892
dme00982,37421
dme00982,53501
dme00982,32299
dme00982,37960
dme00982,33047
dme00982,53504
dme00982,35139
dme00982,35138
dme00982,35137
dme00982,44110
dme00982,37105
dme00982,37107
dme00982,37108
dme00982,37109
dme00982,37110
dme00982,37111
dme00982,37112
dme00982,37113
dme00982,246581
dme00982,41512
dme00982,53511
dme00982,59240
dme00982,44058
dme00982,35995
dme00982,246386
dme00982,43708
dme00982,32438
dme00982,318913
dme00982,40858
dme00982,40079
dme00982,48335
dme00982,37420
dme00982,48340
dme00982,48336
dme00982,37590
dme00982,48341
dme00982,48339
dme00982,36467
dme00982,53503
dme00982,37106
dme00982,37128
dme00982,41573
dme00982,41574
dme00982,42538
dme00982,41311
dme00982,53507
dme00982,41334
dme00982,53506
dme00982,53502
dme00982,38975
dme00982,38974
dme00982,38972
dme00982,53583
dme00982,36927
dme00982,53584
dme00983,41503
dme00983,41502
dme00983,35105
dme00983,35307
dme00983,33993
dme00983,48337
dme00983,35928
dme00983,48338
dme00983,53513
dme00983,53512
dme00983,40675
dme00983,37197
dme00983,43661
dme00983,37421
dme00983,53501
dme00983,32299
dme00983,37960
dme00983,33047
dme00983,39393
dme00983,53504
dme00983,33510
dme00983,35139
dme00983,35138
dme00983,35137
dme00983,44110
dme00983,37105
dme00983,37107
dme00983,37108
dme00983,37109
dme00983,37110
dme00983,37111
dme00983,37112
dme00983,37113
dme00983,246581
dme00983,41512
dme00983,53511
dme00983,43873
dme00983,41897
dme00983,41895
dme00983,41894
dme00983,59240
dme00983,43746
dme00983,31858
dme00983,43739
dme00983,44058
dme00983,35995
dme00983,246386
dme00983,40916
dme00983,43708
dme00983,32438
dme00983,318913
dme00983,40858
dme00983,42402
dme00983,42493
dme00983,37644
dme00983,40079
dme00983,48335
dme00983,37420
dme00983,48340
dme00983,48336
dme00983,37590
dme00983,48341
dme00983,48339
dme00983,34529
dme00983,36467
dme00983,53503
dme00983,36953
dme00983,37106
dme00983,37128
dme00983,32396
dme00983,34392
dme00983,41573
dme00983,41574
dme00983,41896
dme00983,43165
dme00983,43240
dme00983,42894
dme00983,42538
dme00983,53507
dme00983,41334
dme00983,53506
dme00983,53502
dme00983,38975
dme00983,38974
dme00983,38972
dme00983,39392
dme00983,41605
dme00983,34124
dme00983,34123
dme00983,34122
dme00983,41174
dme00983,53583
dme00983,33718
dme00983,36280
dme00983,45830
dme00983,53584
dme01040,38457
dme01040,39245
dme01040,31703
dme01040,43592
dme01040,44183
dme01040,35213
dme01040,35140
dme01040,40943
dme01040,40567
dme01040,326148
dme01040,317841
dme01040,32582
dme01040,39860
dme01040,31641
dme01040,37028
dme01040,117369
dme01040,41536
dme01040,34614
dme01040,44006
dme01040,41629
dme01040,34762
dme01040,33898
dme01040,37445
dme01040,37446
dme01040,43593
dme01040,43591
dme01100,43394
dme01100,41503
dme01100,38760
dme01100,38753
dme01100,37465
dme01100,41502
dme01100,36614
dme01100,38746
dme01100,47173
dme01100,36624
dme01100,36627
dme01100,45880
dme01100,35240
dme01100,35105
dme01100,42783
dme01100,36649
dme01100,42808
dme01100,43017
dme01100,36669
dme01100,31247
dme01100,35255
dme01100,37466
dme01100,39402
dme01100,32147
dme01100,39333
dme01100,42801
dme01100,42803
dme01100,35491
dme01100,33978
dme01100,43043
dme01100,39404
dme01100,38697
dme01100,117353
dme01100,35188
dme01100,45786
dme01100,37392
dme01100,40333
dme01100,38647
dme01100,40326
dme01100,38632
dme01100,38631
dme01100,35146
dme01100,35152
dme01100,44001
dme01100,35153
dme01100,39434
dme01100,39424
dme01100,35156
dme01100,38447
dme01100,35279
dme01100,38598
dme01100,39436
dme01100,35190
dme01100,35300
dme01100,39469
dme01100,39470
dme01100,40748
dme01100,36481
dme01100,42482
dme01100,38457
dme01100,38463
dme01100,40679
dme01100,42965
dme01100,37130
dme01100,31695
dme01100,35309
dme01100,31824
dme01100,31830
dme01100,32345
dme01100,35307
dme01100,33918
dme01100,33919
dme01100,49997
dme01100,42973
dme01100,35665
dme01100,32334
dme01100,45398
dme01100,35671
dme01100,43829
dme01100,31772
dme01100,35761
dme01100,33955
dme01100,40492
dme01100,40409
dme01100,39490
dme01100,39479
dme01100,31804
dme01100,33993
dme01100,40599
dme01100,37541
dme01100,43433
dme01100,40402
dme01100,43713
dme01100,38261
dme01100,36998
dme01100,40472
dme01100,40471
dme01100,40470
dme01100,40469
dme01100,40468
dme01100,33179
dme01100,48337
dme01100,40875
dme01100,38503
dme01100,38473
dme01100,31158
dme01100,39329
dme01100,32471
dme01100,39899
dme01100,35829
dme01100,36098
dme01100,42991
dme01100,35928
dme01100,40263
dme01100,39245
dme01100,39213
dme01100,43416
dme01100,43031
dme01100,43436
dme01100,43437
dme01100,36121
dme01100,46391
dme01100,43456
dme01100,43073
dme01100,43463
dme01100,53473
dme01100,41067
dme01100,41070
dme01100,38446
dme01100,38413
dme01100,38423
dme01100,45282
dme01100,38076
dme01100,38396
dme01100,35728
dme01100,38410
dme01100,38378
dme01100,31805
dme01100,35554
dme01100,31782
dme01100,31781
dme01100,38028
dme01100,40692
dme01100,40630
dme01100,37962
dme01100,32936
dme01100,39945
dme01100,32940
dme01100,32967
dme01100,48338
dme01100,38864
dme01100,37118
dme01100,34613
dme01100,41570
dme01100,39279
dme01100,36126
dme01100,31024
dme01100,36128
dme01100,40708
dme01100,36209
dme01100,33528
dme01100,45668
dme01100,246663
dme01100,3354921
dme01100,32974
dme01100,34587
dme01100,38521
dme01100,38462
dme01100,36640
dme01100,36101
dme01100,38374
dme01100,36079
dme01100,34185
dme01100,38519
dme01100,40812
dme01100,36328
dme01100,38528
dme01100,34925
dme01100,34995
dme01100,53513
dme01100,53512
dme01100,35015
dme01100,36510
dme01100,36524
dme01100,31015
dme01100,31007
dme01100,30972
dme01100,34159
dme01100,46386
dme01100,37323
dme01100,43373
dme01100,39592
dme01100,42892
dme01100,42987
dme01100,33236
dme01100,44554
dme01100,32058
dme01100,38194
dme01100,250736
dme01100,33763
dme01100,46040
dme01100,40066
dme01100,40675
dme01100,33117
dme01100,32964
dme01100,32989
dme01100,40681
dme01100,42266
dme01100,44007
dme01100,31703
dme01100,40944
dme01100,49953
dme01100,36991
dme01100,43461
dme01100,43457
dme01100,43443
dme01100,43444
dme01100,43168
dme01100,32381
dme01100,33137
dme01100,43671
dme01100,40659
dme01100,43682
dme01100,43618
dme01100,41407
dme01100,41417
dme01100,41432
dme01100,44858
dme01100,41468
dme01100,42001
dme01100,42002
dme01100,42003
dme01100,42041
dme01100,32164
dme01100,34597
dme01100,34598
dme01100,34627
dme01100,45577
dme01100,38484
dme01100,38514
dme01100,35419
dme01100,37166
dme01100,37177
dme01100,37198
dme01100,37194
dme01100,37197
dme01100,36020
dme01100,33082
dme01100,33476
dme01100,31718
dme01100,50178
dme01100,43689
dme01100,33064
dme01100,43623
dme01100,43592
dme01100,43627
dme01100,43661
dme01100,35724
dme01100,33679
dme01100,37375
dme01100,37421
dme01100,32249
dme01100,32146
dme01100,32279
dme01100,31500
dme01100,31747
dme01100,50001
dme01100,33257
dme01100,53501
dme01100,32073
dme01100,32292
dme01100,40640
dme01100,32297
dme01100,38315
dme01100,35218
dme01100,35292
dme01100,32299
dme01100,41173
dme01100,34759
dme01100,34807
dme01100,33045
dme01100,36540
dme01100,37960
dme01100,34650
dme01100,33047
dme01100,39739
dme01100,39742
dme01100,39741
dme01100,39740
dme01100,39734
dme01100,33026
dme01100,35656
dme01100,43442
dme01100,42730
dme01100,42729
dme01100,39396
dme01100,32301
dme01100,39609
dme01100,53427
dme01100,53432
dme01100,53426
dme01100,53504
dme01100,43447
dme01100,33512
dme01100,33510
dme01100,37228
dme01100,42466
dme01100,37728
dme01100,44183
dme01100,35139
dme01100,35138
dme01100,35137
dme01100,34977
dme01100,34997
dme01100,32013
dme01100,35507
dme01100,41550
dme01100,3355111
dme01100,44110
dme01100,32087
dme01100,43693
dme01100,32089
dme01100,3885565
dme01100,43699
dme01100,37105
dme01100,37107
dme01100,37108
dme01100,37109
dme01100,37110
dme01100,33081
dme01100,37111
dme01100,37112
dme01100,37113
dme01100,246581
dme01100,35213
dme01100,35140
dme01100,5740847
dme01100,41512
dme01100,46246
dme01100,33351
dme01100,3355069
dme01100,37131
dme01100,33658
dme01100,43369
dme01100,31808
dme01100,36932
dme01100,30995
dme01100,34996
dme01100,53511
dme01100,37482
dme01100,43873
dme01100,3771779
dme01100,42146
dme01100,35981
dme01100,46717
dme01100,37756
dme01100,3355116
dme01100,40528
dme01100,31668
dme01100,38220
dme01100,35986
dme01100,40995
dme01100,40026
dme01100,36487
dme01100,48224
dme01100,38180
dme01100,36515
dme01100,36556
dme01100,43913
dme01100,47895
dme01100,41910
dme01100,44750
dme01100,41897
dme01100,41895
dme01100,41894
dme01100,59240
dme01100,41595
dme01100,32640
dme01100,42216
dme01100,31697
dme01100,50101
dme01100,50102
dme01100,38370
dme01100,47764
dme01100,3771984
dme01100,41126
dme01100,59175
dme01100,31817
dme01100,43493
dme01100,35718
dme01100,35719
dme01100,35720
dme01100,43499
dme01100,43504
dme01100,43798
dme01100,40836
dme01100,43477
dme01100,38223
dme01100,43757
dme01100,38346
dme01100,31995
dme01100,43750
dme01100,43746
dme01100,35689
dme01100,35685
dme01100,32026
dme01100,43582
dme01100,31858
dme01100,35417
dme01100,43739
dme01100,31960
dme01100,50246
dme01100,31726
dme01100,53581
dme01100,31762
dme01100,36049
dme01100,32122
dme01100,32272
dme01100,32216
dme01100,32212
dme01100,45884
dme01100,48552
dme01100,31257
dme01100,33172
dme01100,40946
dme01100,40943
dme01100,44058
dme01100,33233
dme01100,37804
dme01100,40936
dme01100,40935
dme01100,40670
dme01100,31342
dme01100,30973
dme01100,33475
dme01100,31950
dme01100,33481
dme01100,33485
dme01100,30971
dme01100,35995
dme01100,246386
dme01100,45875
dme01100,246393
dme01100,36233
dme01100,246409
dme01100,246425
dme01100,31402
dme01100,246451
dme01100,36969
dme01100,246458
dme01100,31524
dme01100,37815
dme01100,40916
dme01100,41701
dme01100,246533
dme01100,246535
dme01100,37360
dme01100,246543
dme01100,31517
dme01100,246560
dme01100,246580
dme01100,246599
dme01100,31630
dme01100,246620
dme01100,246627
dme01100,35692
dme01100,246656
dme01100,33495
dme01100,33493
dme01100,43708
dme01100,326111
dme01100,326112
dme01100,43640
dme01100,326113
dme01100,326114
dme01100,43638
dme01100,43620
dme01100,43244
dme01100,318597
dme01100,42836
dme01100,42796
dme01100,41927
dme01100,33479
dme01100,318624
dme01100,42557
dme01100,33461
dme01100,41457
dme01100,41733
dme01100,326133
dme01100,192528
dme01100,37834
dme01100,318721
dme01100,326140
dme01100,261628
dme01100,40925
dme01100,318753
dme01100,326144
dme01100,40567
dme01100,326148
dme01100,318781
dme01100,31487
dme01100,44307
dme01100,33986
dme01100,318868
dme01100,33776
dme01100,326151
dme01100,35265
dme01100,318908
dme01100,35118
dme01100,35135
dme01100,326159
dme01100,33568
dme01100,33499
dme01100,318981
dme01100,31480
dme01100,326168
dme01100,318995
dme01100,319025
dme01100,31604
dme01100,35569
dme01100,261610
dme01100,44887
dme01100,317829
dme01100,326187
dme01100,326188
dme01100,326189
dme01100,317841
dme01100,326193
dme01100,39282
dme01100,37852
dme01100,317846
dme01100,317852
dme01100,33443
dme01100,37672
dme01100,37376
dme01100,261607
dme01100,64879
dme01100,317908
dme01100,40028
dme01100,317911
dme01100,317923
dme01100,317928
dme01100,38288
dme01100,38285
dme01100,317967
dme01100,326209
dme01100,40406
dme01100,261603
dme01100,326219
dme01100,38358
dme01100,326220
dme01100,31309
dme01100,37861
dme01100,33556
dme01100,32822
dme01100,117366
dme01100,32352
dme01100,37540
dme01100,59261
dme01100,31899
dme01100,35570
dme01100,251900
dme01100,35590
dme01100,43191
dme01100,37539
dme01100,37538
dme01100,42528
dme01100,39238
dme01100,41743
dme01100,34835
dme01100,117364
dme01100,34553
dme01100,326259
dme01100,326264
dme01100,36507
dme01100,32438
dme01100,318913
dme01100,37867
dme01100,41745
dme01100,2768916
dme01100,2768965
dme01100,3346188
dme01100,40858
dme01100,37875
dme01100,3772218
dme01100,3772247
dme01100,3772427
dme01100,3772179
dme01100,37884
dme01100,3772288
dme01100,317974
dme01100,3885575
dme01100,32938
dme01100,38106
dme01100,3885645
dme01100,19893529
dme01100,19893533
dme01100,19893535
dme01100,19893538
dme01100,19893539
dme01100,19893540
dme01100,19893542
dme01100,19893549
dme01100,19893551
dme01100,19893552
dme01100,19893555
dme01100,19893556
dme01100,19893558
dme01100,32582
dme01100,5740441
dme01100,44701
dme01100,35107
dme01100,5740402
dme01100,5740349
dme01100,35738
dme01100,5740362
dme01100,37699
dme01100,5740593
dme01100,5740612
dme01100,5740876
dme01100,39066
dme01100,31578
dme01100,36076
dme01100,31194
dme01100,3771877
dme01100,37900
dme01100,37638
dme01100,37695
dme01100,33524
dme01100,117361
dme01100,32585
dme01100,37707
dme01100,42047
dme01100,32586
dme01100,31157
dme01100,50392
dme01100,42051
dme01100,42493
dme01100,33420
dme01100,31289
dme01100,33421
dme01100,37617
dme01100,31376
dme01100,31190
dme01100,32589
dme01100,43701
dme01100,37633
dme01100,37946
dme01100,39085
dme01100,33626
dme01100,31185
dme01100,34256
dme01100,45012
dme01100,37644
dme01100,40079
dme01100,37809
dme01100,41476
dme01100,32230
dme01100,31149
dme01100,31579
dme01100,33258
dme01100,40059
dme01100,31587
dme01100,41238
dme01100,44207
dme01100,40056
dme01100,39860
dme01100,49815
dme01100,32228
dme01100,41253
dme01100,3355155
dme01100,36060
dme01100,5740633
dme01100,19988923
dme01100,36448
dme01100,34300
dme01100,3355171
dme01100,3354971
dme01100,8673970
dme01100,3355165
dme01100,3355162
dme01100,41279
dme01100,37754
dme01100,39856
dme01100,31605
dme01100,31606
dme01100,39854
dme01100,33642
dme01100,39841
dme01100,42446
dme01100,41825
dme01100,34910
dme01100,5740185
dme01100,5740359
dme01100,39846
dme01100,40023
dme01100,48335
dme01100,32601
dme01100,2768892
dme01100,31957
dme01100,32233
dme01100,326119
dme01100,33373
dme01100,8674033
dme01100,8674026
dme01100,40153
dme01100,37044
dme01100,44513
dme01100,31826
dme01100,36396
dme01100,40793
dme01100,39403
dme01100,37420
dme01100,40017
dme01100,41845
dme01100,44154
dme01100,38895
dme01100,31544
dme01100,12797919
dme01100,32259
dme01100,35387
dme01100,42421
dme01100,31935
dme01100,39065
dme01100,40299
dme01100,41483
dme01100,48340
dme01100,48336
dme01100,34276
dme01100,42396
dme01100,34594
dme01100,31163
dme01100,32240
dme01100,42759
dme01100,37590
dme01100,48341
dme01100,48339
dme01100,19835383
dme01100,36795
dme01100,37419
dme01100,42979
dme01100,19835750
dme01100,42388
dme01100,42756
dme01100,36844
dme01100,35627
dme01100,34822
dme01100,44117
dme01100,32285
dme01100,37741
dme01100,19835548
dme01100,39645
dme01100,31623
dme01100,41303
dme01100,39828
dme01100,33204
dme01100,37784
dme01100,34529
dme01100,31641
dme01100,34313
dme01100,42739
dme01100,41313
dme01100,39050
dme01100,43092
dme01100,36467
dme01100,37931
dme01100,42364
dme01100,41326
dme01100,39820
dme01100,36847
dme01100,37569
dme01100,39819
dme01100,38612
dme01100,53503
dme01100,43104
dme01100,34552
dme01100,36953
dme01100,36955
dme01100,40281
dme01100,36968
dme01100,32672
dme01100,39817
dme01100,34564
dme01100,41480
dme01100,42689
dme01100,248194
dme01100,43351
dme01100,34586
dme01100,37028
dme01100,34397
dme01100,43102
dme01100,34396
dme01100,34394
dme01100,41869
dme01100,34695
dme01100,42414
dme01100,34409
dme01100,40012
dme01100,38633
dme01100,37106
dme01100,44010
dme01100,34016
dme01100,34017
dme01100,41360
dme01100,34708
dme01100,37128
dme01100,40259
dme01100,41528
dme01100,34021
dme01100,41373
dme01100,34711
dme01100,39031
dme01100,32396
dme01100,42832
dme01100,32399
dme01100,37143
dme01100,41236
dme01100,34414
dme01100,34392
dme01100,37733
dme01100,42625
dme01100,39761
dme01100,42834
dme01100,43189
dme01100,42273
dme01100,42861
dme01100,37139
dme01100,43350
dme01100,34716
dme01100,32434
dme01100,39986
dme01100,39985
dme01100,32441
dme01100,40241
dme01100,42295
dme01100,40372
dme01100,43991
dme01100,32740
dme01100,38284
dme01100,39348
dme01100,41573
dme01100,46234
dme01100,34355
dme01100,37062
dme01100,42505
dme01100,42939
dme01100,33742
dme01100,42106
dme01100,43124
dme01100,117369
dme01100,43936
dme01100,42526
dme01100,41536
dme01100,40268
dme01100,34689
dme01100,42849
dme01100,39976
dme01100,39975
dme01100,41574
dme01100,42283
dme01100,42282
dme01100,42284
dme01100,36496
dme01100,40272
dme01100,42590
dme01100,42589
dme01100,42291
dme01100,41896
dme01100,43183
dme01100,43264
dme01100,39305
dme01100,39304
dme01100,43165
dme01100,39297
dme01100,46069
dme01100,32816
dme01100,39281
dme01100,36506
dme01100,41561
dme01100,39265
dme01100,34544
dme01100,42341
dme01100,41863
dme01100,42326
dme01100,41254
dme01100,34554
dme01100,32479
dme01100,43240
dme01100,41269
dme01100,42591
dme01100,37033
dme01100,42894
dme01100,37029
dme01100,38986
dme01100,37026
dme01100,32836
dme01100,37020
dme01100,34474
dme01100,42901
dme01100,37516
dme01100,42586
dme01100,32839
dme01100,39214
dme01100,41274
dme01100,42538
dme01100,39926
dme01100,39203
dme01100,36959
dme01100,36536
dme01100,37517
dme01100,32857
dme01100,41311
dme01100,41324
dme01100,53507
dme01100,38979
dme01100,41334
dme01100,39555
dme01100,53506
dme01100,42576
dme01100,53502
dme01100,39556
dme01100,38975
dme01100,41340
dme01100,38974
dme01100,34495
dme01100,39160
dme01100,42728
dme01100,42731
dme01100,34482
dme01100,42732
dme01100,34614
dme01100,39132
dme01100,38972
dme01100,38973
dme01100,32775
dme01100,39653
dme01100,40048
dme01100,31423
dme01100,41823
dme01100,39390
dme01100,39391
dme01100,40477
dme01100,41433
dme01100,40222
dme01100,33783
dme01100,41436
dme01100,45374
dme01100,45247
dme01100,31406
dme01100,31407
dme01100,41806
dme01100,42626
dme01100,42621
dme01100,42620
dme01100,32789
dme01100,40445
dme01100,34064
dme01100,40434
dme01100,34063
dme01100,34060
dme01100,44291
dme01100,40390
dme01100,34054
dme01100,33386
dme01100,33777
dme01100,32878
dme01100,39715
dme01100,39713
dme01100,34776
dme01100,32880
dme01100,40204
dme01100,40203
dme01100,32887
dme01100,44390
dme01100,41787
dme01100,38871
dme01100,39994
dme01100,39988
dme01100,40188
dme01100,32896
dme01100,37217
dme01100,40442
dme01100,40443
dme01100,48775
dme01100,38901
dme01100,39280
dme01100,39714
dme01100,39950
dme01100,43492
dme01100,43507
dme01100,40389
dme01100,41605
dme01100,42214
dme01100,42220
dme01100,36159
dme01100,42254
dme01100,39918
dme01100,43005
dme01100,40349
dme01100,43516
dme01100,34791
dme01100,34786
dme01100,34136
dme01100,39910
dme01100,36839
dme01100,32488
dme01100,34134
dme01100,48445
dme01100,43563
dme01100,44006
dme01100,42545
dme01100,43950
dme01100,3772542
dme01100,41610
dme01100,3772692
dme01100,40180
dme01100,38911
dme01100,42178
dme01100,32909
dme01100,38221
dme01100,36829
dme01100,42185
dme01100,35944
dme01100,41027
dme01100,36826
dme01100,41596
dme01100,35923
dme01100,35918
dme01100,44008
dme01100,36695
dme01100,32496
dme01100,41117
dme01100,41121
dme01100,41135
dme01100,36717
dme01100,44702
dme01100,39143
dme01100,35910
dme01100,41149
dme01100,36730
dme01100,36731
dme01100,36863
dme01100,32520
dme01100,35886
dme01100,47611
dme01100,41760
dme01100,36282
dme01100,31235
dme01100,36856
dme01100,36760
dme01100,41167
dme01100,38736
dme01100,34124
dme01100,34123
dme01100,34122
dme01100,41174
dme01100,40167
dme01100,41191
dme01100,41192
dme01100,36782
dme01100,3772101
dme01100,36791
dme01100,34116
dme01100,36358
dme01100,36587
dme01100,38816
dme01100,41629
