"blot_date","genotype","normalized_MIC60_Myc_over_ATP5B","larvae_per_replicate"
"2026-05-20","dMIC60WT",1.090667010265,5
"2026-05-20","dMIC60CS",1.2066487671375,5
"2026-05-28","dMIC60WT",1.21246412374296,5
"2026-05-28","dMIC60CS",1.26435999154949,5
"2026-06-26","dMIC60WT",1.79956025031905,5
"2026-06-26","dMIC60CS",0.558193894130726,5
