"","CSF1","CSF2","CSF3","WRF1","WRF2","WRF3"
"lncRNA:CR44801",0,0,0,0,0,0
"lncRNA:CR44802",0,0,0,0,0,0
"lncRNA:CR44803",0,0,0,0,0,0
"lncRNA:CR44804",0,0,0,0,1.02568284895375,0
"lncRNA:CR44805",0,0,0,0,0,0
"lncRNA:CR44808",0,0,0,0,0,0
"lncRNA:CR44809",17.9499044521079,8.3157319776327,13.4021825785771,5.729833265213,4.10273139581499,6.0390942565418
"lncRNA:CR44810",0,0,0,0,0,0
"lncRNA:CR44813",6.98051839804198,10.1636724171066,5.15468560714502,2.8649166326065,4.10273139581499,0
"lncRNA:CR44814",2.99165074201799,0,4.12374848571602,6.68480547608183,2.05136569790749,2.01303141884727
"lncRNA:CR44816",8.97495222605397,7.39176175789573,2.06187424285801,10.5046943195572,3.07704854686124,10.0651570942363
"lncRNA:CR44817",0,0,0,0,0,2.01303141884727
"lncRNA:CR44819",0,0,0,0,3.07704854686124,0
"lncRNA:CR44820",0,0,0,0,0,0
"lncRNA:CR44821",0,0,0,0,0,0
"lncRNA:CR44822",0,0,6.18562272857403,0,2.05136569790749,0
"lncRNA:CR44823",0,0,0,0,0,1.00651570942363
"lncRNA:CR44824",0,0,1.030937121429,0,0,0
"lncRNA:CR44825",1.99443382801199,0,0,1.90994442173767,0,0
"lncRNA:CR44826",5.98330148403598,0.923970219736966,0,0,1.02568284895375,4.02606283769454
"lncRNA:CR44827",0,0,0,0,0,0
"lncRNA:CR44828",0,0,1.030937121429,0,0,3.0195471282709
"lncRNA:CR44829",0,0,0,0,0,2.01303141884727
"lncRNA:CR44830",5.98330148403598,8.3157319776327,5.15468560714502,1.90994442173767,1.02568284895375,6.0390942565418
"lncRNA:CR44831",31.9109412481919,21.2513150539502,15.4640568214351,17.189499795639,11.2825113384912,18.1172827696254
"lncRNA:CR44832",74.7912685504498,72.9936473592204,81.4440325928914,112.686720882522,90.2600907079297,83.5408038821616
"lncRNA:CR44833",2.99165074201799,0,2.06187424285801,2.8649166326065,5.12841424476873,1.00651570942363
"lncRNA:CR44834",0,0.923970219736966,1.030937121429,0,0,1.00651570942363
"lncRNA:CR44842",0,0,0,0,0,0
"lncRNA:CR44844",0,0,0,0,0,0
"lncRNA:CR44845",7.97773531204797,0,3.09281136428701,3.81988884347533,3.07704854686124,5.03257854711817
"lncRNA:CR44846",0,0,0,0,0,0
"lncRNA:CR44848",0,0,0,0,0,0
"lncRNA:CR44851",16.9526875381019,7.39176175789573,8.24749697143204,7.63977768695066,7.17977994267623,5.03257854711817
"lncRNA:CR44852",0,0,14.4331197000061,0,0,0
"lncRNA:CR44853",0,0,0,0,0,0
"lncRNA:CR44854",2.99165074201799,2.7719106592109,0,2.8649166326065,7.17977994267623,7.04560996596544
"lncRNA:CR44855",1.99443382801199,1.84794043947393,1.030937121429,4.77486105434416,1.02568284895375,4.02606283769454
"lncRNA:CR44856",0,0,0,0,0,0
"lncRNA:CR44857",0,0,0,0,0,0
"lncRNA:CR44858",0,0,1.030937121429,1.90994442173767,0,0
"lncRNA:CR44859",0,0,1.030937121429,0,0,0
"lncRNA:CR44860",0,0,0,0,0,0
"lncRNA:CR44861",0,0,0,0,0,0
"lncRNA:CR44862",0,0,0,0,0,1.00651570942363
"lncRNA:CR44863",0,1.84794043947393,3.09281136428701,0,0,0
"lncRNA:CR44864",0,0,1.030937121429,0,0,0
"lncRNA:CR44865",0,0,0,0,0,0
"lncRNA:CR44867",0.997216914005997,0.923970219736966,1.030937121429,1.90994442173767,1.02568284895375,0
"lncRNA:CR44868",1.99443382801199,0.923970219736966,1.030937121429,0,4.10273139581499,2.01303141884727
"lncRNA:CR44870",0,0,0,0,0,0
"lncRNA:CR44871",0,0,0,0,0,0
"lncRNA:CR44874",6.98051839804198,10.1636724171066,6.18562272857403,7.63977768695066,6.15409709372248,6.0390942565418
"lncRNA:CR44875",0,0,0,0,0,0
"lncRNA:CR44885",0,3.69588087894787,17.5259310642931,0,1.02568284895375,0
"lncRNA:CR44886",0,4.61985109868483,1.030937121429,0.954972210868833,0,0
"lncRNA:CR44888",0.997216914005997,0.923970219736966,1.030937121429,0.954972210868833,1.02568284895375,0
"lncRNA:CR44889",21.9387721081319,14.7835235157915,14.4331197000061,23.8743052717208,18.4622912811674,18.1172827696254
"lncRNA:CR44893",0,0,1.030937121429,1.90994442173767,0,0
"lncRNA:CR44895",0,3.69588087894787,2.06187424285801,4.77486105434416,3.07704854686124,2.01303141884727
"lncRNA:CR44898",0,0,0,0,0,0
"lncRNA:CR44899",8.97495222605397,15.7074937355284,13.4021825785771,3.81988884347533,5.12841424476873,11.07167280366
"lncRNA:CR44900",0,0,0,0,0,3.0195471282709
"lncRNA:CR44901",0,0,0,0,0,0
"lncRNA:CR44902",0,0,1.030937121429,0,0,0
"lncRNA:CR44903",0,0,1.030937121429,0.954972210868833,1.02568284895375,0
"lncRNA:CR44904",0.997216914005997,1.84794043947393,0,0,0,0
"lncRNA:CR44905",0,1.84794043947393,1.030937121429,3.81988884347533,0,0
"lncRNA:CR44908",0,0,0,0,0,0
"lncRNA:CR44909",0,0,0,0.954972210868833,0,0
"lncRNA:CR44912",37.8942427322279,20.3273448342133,19.5878053071511,11.459666530426,31.7961683175661,29.1889555732854
"lncRNA:CR44913",0.997216914005997,0,0,0,0,0
"lncRNA:CR44914",3.98886765602399,0.923970219736966,2.06187424285801,0,0,3.0195471282709
"lncRNA:CR44915",0.997216914005997,0,0,0,1.02568284895375,1.00651570942363
"lncRNA:CR44916",0,0,0,0,0,0
"lncRNA:CR44917",13.961036796084,0.923970219736966,7.21655985000303,0,1.02568284895375,1.00651570942363
"lncRNA:CR44918",13.961036796084,12.0116128565806,14.4331197000061,3.81988884347533,17.4366084322137,3.0195471282709
"lncRNA:CR44919",0.997216914005997,3.69588087894787,3.09281136428701,1.90994442173767,3.07704854686124,2.01303141884727
"lncRNA:CR44920",0,0,6.18562272857403,0,0,0
"lncRNA:CR44921",0,0,0,0,0,0
"lncRNA:CR44922",595.33849766158,571.013595797445,680.418500143143,280.761829995437,191.802692754351,261.694084450145
"lncRNA:CR44923",0,5.5438213184218,4.12374848571602,1.90994442173767,2.05136569790749,1.00651570942363
"lncRNA:CR44924",0,0,1.030937121429,0,0,0
"lncRNA:CR44925",0,0,1.030937121429,0,0,1.00651570942363
"lncRNA:CR44926",0,0,0,0,0,0
"lncRNA:CR44927",1.99443382801199,0,3.09281136428701,0,0,0
"lncRNA:CR44928",0,0,0,0,0,0
"lncRNA:CR44929",7.97773531204797,9.23970219736966,11.3403083357191,25.7842496934585,9.23114564058372,5.03257854711817
"lncRNA:CR44930",0,0,0,0,0,0
"lncRNA:CR44931",0,0,0,0,0,0
"lncRNA:CR44932",5.98330148403598,12.0116128565806,6.18562272857403,5.729833265213,6.15409709372248,6.0390942565418
"lncRNA:CR44933",0,0,1.030937121429,0,1.02568284895375,1.00651570942363
"lncRNA:CR44934",0,0,0,0,0,0
"lncRNA:CR44935",0,0,0,1.90994442173767,3.07704854686124,0
"lncRNA:CR44936",9.97216914005997,0.923970219736966,11.3403083357191,10.5046943195572,5.12841424476873,8.05212567538907
"lncRNA:CR44937",0,0,0,0,0,0
"lncRNA:CR44938",5.98330148403598,2.7719106592109,8.24749697143204,0.954972210868833,5.12841424476873,6.0390942565418
"lncRNA:CR44939",0,0,7.21655985000303,0,0,0
"lncRNA:CR44940",0,0,1.030937121429,0,0,0
"lncRNA:CR44941",0,0.923970219736966,0,0,0,0
"lncRNA:CR44942",0,0,0,0,0,0
"lncRNA:CR44943",7.97773531204797,0.923970219736966,2.06187424285801,0.954972210868833,0,0
"lncRNA:CR44944",0.997216914005997,0,2.06187424285801,0,0,1.00651570942363
"lncRNA:CR44945",0,0,0,0,0,0
"lncRNA:CR44946",1.99443382801199,0.923970219736966,2.06187424285801,0,0,0
"lncRNA:CR44947",1.99443382801199,1.84794043947393,1.030937121429,0,0,0
"lncRNA:CR44948",0,0,0,0,0,0
"lncRNA:CR44949",0,0,0,0,0,0
"lncRNA:CR44950",0.997216914005997,0.923970219736966,5.15468560714502,0,0,0
"lncRNA:CR44951",5.98330148403598,0.923970219736966,2.06187424285801,1.90994442173767,1.02568284895375,2.01303141884727
"lncRNA:CR44952",0,0,0,0,0,0
"lncRNA:CR44953",49.8608457002998,31.4149874710569,18.5568681857221,45.838666121704,36.9245825623349,29.1889555732854
"lncRNA:CR44955",0,0,2.06187424285801,0,0,0
"lncRNA:CR44957",0,2.7719106592109,2.06187424285801,0,0,0
"lncRNA:CR44963",0,0,0,0,0,0
"lncRNA:CR44964",3.98886765602399,0.923970219736966,3.09281136428701,4.77486105434416,4.10273139581499,3.0195471282709
"lncRNA:CR44965",1.99443382801199,0,0,2.8649166326065,4.10273139581499,4.02606283769454
"lncRNA:CR44966",0,0,0,0,1.02568284895375,1.00651570942363
"lncRNA:CR44967",0,0,0,0,0,0
"lncRNA:CR44970",0,0,0,0,0,0
"lncRNA:CR44971",0,0,3.09281136428701,0,0,0
"lncRNA:CR44973",0,0,0,0,0,0
"lncRNA:CR44974",0.997216914005997,4.61985109868483,0,2.8649166326065,2.05136569790749,2.01303141884727
"lncRNA:CR44977",0,0,0,2.8649166326065,5.12841424476873,0
"lncRNA:CR44978",0.997216914005997,0,0,0,0,0
"lncRNA:CR44979",0,0,0,0,0,0
"lncRNA:CR44980",0,1.84794043947393,5.15468560714502,2.8649166326065,1.02568284895375,3.0195471282709
"lncRNA:CR44983",0,0,0,0,0,0
"lncRNA:CR44985",0,0,0,0,0,0
"lncRNA:CR44986",2.99165074201799,7.39176175789573,1.030937121429,2.8649166326065,0,1.00651570942363
"lncRNA:CR44988",0,0,0,0,0,0
"lncRNA:CR44991",0,0,0,0,0,0
"lncRNA:CR44993",9.97216914005997,14.7835235157915,7.21655985000303,18.1444720065078,17.4366084322137,11.07167280366
"lncRNA:CR44994",0.997216914005997,0,2.06187424285801,2.8649166326065,0,0
"lncRNA:CR44997",0,3.69588087894787,3.09281136428701,0.954972210868833,3.07704854686124,2.01303141884727
"lncRNA:CR44999",0,0,0,0,0,2.01303141884727
"lncRNA:CR45003",0,0,0,0,0,0
"lncRNA:CR45004",7.97773531204797,8.3157319776327,6.18562272857403,4.77486105434416,16.4109255832599,7.04560996596544
"lncRNA:CR45005",0,0,0,0,0,0
"lncRNA:CR45006",0,0,0,0,0,0
"lncRNA:CR45010",0,0,0,0,0,0
"lncRNA:CR45013",1.99443382801199,0,0,0,0,0
"lncRNA:CR45014",0,0,0,0,0,0
"lncRNA:CR45018",30.9137243341859,33.2629279105308,41.2374848571602,21.9643608499832,37.9502654112886,26.1694084450145
"lncRNA:CR45020",0,0,0,0,0,0
"lncRNA:CR45021",0,0,0,0,0,0
"lncRNA:CR45022",0,0,0,0,0,0
"lncRNA:CR45023",0,0,4.12374848571602,0,0,0
"lncRNA:CR45025",3.98886765602399,0,0,0,0,0
"lncRNA:CR45029",0,0.923970219736966,2.06187424285801,1.90994442173767,0,0
"lncRNA:CR45030",0,0,5.15468560714502,0,0,0
"lncRNA:CR45031",0,0,0,0,0,0
"lncRNA:CR45032",0,0,1.030937121429,0,0,0
"lncRNA:CR45034",5.98330148403598,2.7719106592109,6.18562272857403,1.90994442173767,4.10273139581499,1.00651570942363
"lncRNA:CR45035",0,0,1.030937121429,0,0,0
"lncRNA:CR45036",2.99165074201799,7.39176175789573,1.030937121429,2.8649166326065,0,0
"lncRNA:CR45037",0,0.923970219736966,0,0,0,0
"lncRNA:CR45038",0,0,0,0,0,0
"lncRNA:CR45039",0.997216914005997,1.84794043947393,7.21655985000303,0,1.02568284895375,0
"lncRNA:CR45040",0,0,0,0,0,0
"lncRNA:CR45043",0,0,1.030937121429,0,0,0
"lncRNA:CR45047",0.997216914005997,1.84794043947393,1.030937121429,0,6.15409709372248,6.0390942565418
"lncRNA:CR45048",0.997216914005997,5.5438213184218,1.030937121429,1.90994442173767,3.07704854686124,4.02606283769454
"lncRNA:CR45052",0.997216914005997,7.39176175789573,4.12374848571602,4.77486105434416,0,6.0390942565418
"lncRNA:CR45054",4.98608457002998,4.61985109868483,4.12374848571602,2.8649166326065,5.12841424476873,0
"lncRNA:CR45055",0,0.923970219736966,0,0,0,0
"lncRNA:CR45059",0,0,0,0,0,0
"lncRNA:CR45082",13.961036796084,12.9355830763175,7.21655985000303,8.5947498978195,3.07704854686124,6.0390942565418
"lncRNA:CR45096",0,0,0,0,0,0
"lncRNA:CR45097",0,0,0,0,0,0
"lncRNA:CR45098",0,0,0,0,0,0
"lncRNA:CR45102",262.268048383577,204.19741856187,246.393972021532,272.167080097617,255.395029389483,184.192374824525
"lncRNA:CR45103",0,0.923970219736966,2.06187424285801,0,0,0
"lncRNA:CR45109",0,0,0,0,0,0
"lncRNA:CR45111",0,0,0,0,1.02568284895375,0
"lncRNA:CR45112",0,0,0,0,0,0
"lncRNA:CR45113",0,0,0,0,0,0
"lncRNA:CR45114",0,0,0,0,0,0
"lncRNA:CR45115",0,0,0,0,0,0
"lncRNA:CR45117",1.99443382801199,0,0,0,0,0
"lncRNA:CR45118",1.99443382801199,2.7719106592109,0,0,0,0
"lncRNA:CR45119",0,3.69588087894787,4.12374848571602,3.81988884347533,1.02568284895375,0
"lncRNA:CR45120",0,0,1.030937121429,0,0,0
"lncRNA:CR45123",0.997216914005997,0,0,0,0,0
"lncRNA:CR45125",5.98330148403598,5.5438213184218,5.15468560714502,3.81988884347533,3.07704854686124,7.04560996596544
"lncRNA:CR45127",0,1.84794043947393,0,0,0,0
"lncRNA:CR45128",0.997216914005997,0.923970219736966,2.06187424285801,0.954972210868833,1.02568284895375,1.00651570942363
"lncRNA:CR45138",0,0,0,0,0,0
"lncRNA:CR45147",1.99443382801199,0,0,0,0,0
"lncRNA:CR45148",138.613151046834,83.157319776327,71.1346613786013,0,0,0
"lncRNA:CR45150",1.99443382801199,0,0,0,0,0
"lncRNA:CR45153",0,0,3.09281136428701,0,0,0
"lncRNA:CR45155",0,0,0,0.954972210868833,0,0
"lncRNA:CR45156",4.98608457002998,0.923970219736966,1.030937121429,0,0,7.04560996596544
"lncRNA:CR45157",0,0.923970219736966,2.06187424285801,0,0,0
"lncRNA:CR45158",0,0,1.030937121429,0,0,1.00651570942363
"lncRNA:CR45159",0,0,2.06187424285801,0,0,0
"lncRNA:CR45165",0.997216914005997,0,0,0,0,0
"lncRNA:CR45166",0,3.69588087894787,5.15468560714502,0.954972210868833,2.05136569790749,1.00651570942363
"lncRNA:CR45168",0,0,0,0,0,0
"lncRNA:CR45169",3.98886765602399,2.7719106592109,3.09281136428701,2.8649166326065,3.07704854686124,8.05212567538907
"lncRNA:CR45170",0.997216914005997,0,6.18562272857403,1.90994442173767,1.02568284895375,2.01303141884727
"lncRNA:CR45172",0,0,0,0,0,0
"lncRNA:CR45173",0,0,0,0,0,0
"lncRNA:CR45174",4.98608457002998,1.84794043947393,5.15468560714502,3.81988884347533,3.07704854686124,7.04560996596544
"lncRNA:CR45176",1.99443382801199,0.923970219736966,0,0,1.02568284895375,0
"lncRNA:CR45177",18.9471213661139,16.6314639552654,8.24749697143204,9.54972210868833,14.3595598853525,17.1107670602018
"lncRNA:CR45178",0,0,0,0,0,0
"lncRNA:CR45179",140.607584874846,104.408634830277,112.372146235762,77.3527490803755,35.8988997133811,102.664602361211
"lncRNA:CR45180",20.9415551941259,29.5670470315829,21.6496795500091,28.649166326065,18.4622912811674,17.1107670602018
"lncRNA:CR45181",1.99443382801199,2.7719106592109,0,0,4.10273139581499,0
"lncRNA:CR45183",0,0.923970219736966,3.09281136428701,0,0,0
"lncRNA:CR45184",0,0,0,0,0,0
"lncRNA:CR45187",11.966602968072,6.46779153815877,10.30937121429,10.5046943195572,13.3338770363987,6.0390942565418
"lncRNA:CR45188",0,2.7719106592109,8.24749697143204,2.8649166326065,2.05136569790749,1.00651570942363
"lncRNA:CR45191",0,0,1.030937121429,0,0,0
"lncRNA:CR45193",1.99443382801199,4.61985109868483,7.21655985000303,0,6.15409709372248,0
"lncRNA:CR45196",2.99165074201799,0.923970219736966,2.06187424285801,0,4.10273139581499,0
"lncRNA:CR45197",0,0,0,0,0,0
"lncRNA:CR45199",3.98886765602399,0,0,1.90994442173767,0,0
"lncRNA:CR45200",0,1.84794043947393,0,1.90994442173767,2.05136569790749,1.00651570942363
"lncRNA:CR45201",0,0.923970219736966,0,0,0,0
"lncRNA:CR45203",1.99443382801199,0,3.09281136428701,0,0,2.01303141884727
"lncRNA:CR45204",0,0,0,0,0,0
"lncRNA:CR45211",1.99443382801199,0,0,0,0,0
"lncRNA:CR45212",0,0,0,0,1.02568284895375,2.01303141884727
"lncRNA:CR45215",0.997216914005997,3.69588087894787,0,3.81988884347533,3.07704854686124,2.01303141884727
"lncRNA:CR45216",0,0.923970219736966,0,0,0,0
"lncRNA:CR45217",0,0,0,0,0,0
"lncRNA:CR45220",0,0,0,0,0,0
"lncRNA:CR45221",0,0.923970219736966,1.030937121429,0,1.02568284895375,3.0195471282709
"lncRNA:CR45222",0,0,0,0,0,0
"lncRNA:CR45223",8.97495222605397,5.5438213184218,4.12374848571602,2.8649166326065,0,3.0195471282709
"lncRNA:CR45224",0.997216914005997,0,0,0,0,0
"lncRNA:CR45225",0,0,0,0,0,0
"lncRNA:CR45226",0,0,0,0,0,0
"lncRNA:CR45228",0,0,0,0,0,0
"lncRNA:CR45229",0,0.923970219736966,0,0,0,0
"lncRNA:CR45231",0,0,0,0,0,0
"lncRNA:CR45232",18.9471213661139,13.8595532960545,21.6496795500091,5.729833265213,14.3595598853525,9.05864138481271
"lncRNA:CR45233",1.99443382801199,0.923970219736966,2.06187424285801,2.8649166326065,2.05136569790749,3.0195471282709
"lncRNA:CR45234",0,0,6.18562272857403,0.954972210868833,1.02568284895375,2.01303141884727
"lncRNA:CR45236",0,0,0,0,0,0
"lncRNA:CR45237",0,0,1.030937121429,3.81988884347533,1.02568284895375,0
"lncRNA:CR45238",0,0,0,0,0,0
"lncRNA:CR45239",0,0,0,0,0,0
"lncRNA:CR45240",0,0,0,0,0,0
"lncRNA:CR45241",3.98886765602399,6.46779153815877,2.06187424285801,6.68480547608183,8.20546279162997,7.04560996596544
"lncRNA:CR45242",0,0,3.09281136428701,0.954972210868833,0,0
"lncRNA:CR45243",1.99443382801199,1.84794043947393,1.030937121429,0.954972210868833,2.05136569790749,6.0390942565418
"lncRNA:CR45245",0,0,2.06187424285801,0,0,0
"lncRNA:CR45246",0,0,2.06187424285801,0,0,0
"lncRNA:CR45247",0,0,1.030937121429,0,0,0
"lncRNA:CR45248",0,0,0,0,0,0
"lncRNA:CR45249",0,1.84794043947393,0,0,0,0
"lncRNA:CR45250",0,0,0,0,0,0
"lncRNA:CR45251",17.9499044521079,10.1636724171066,9.27843409286104,15.2795553739013,13.3338770363987,8.05212567538907
"lncRNA:CR45252",11.966602968072,3.69588087894787,3.09281136428701,0,8.20546279162997,2.01303141884727
"lncRNA:CR45253",0,0,0,0,0,2.01303141884727
"lncRNA:CR45254",0,1.84794043947393,0,0,0,0
"lncRNA:CR45255",0,0,0,0,0,0
"lncRNA:CR45256",0,0,0,0,0,0
"lncRNA:CR45258",0,0,0,0,1.02568284895375,5.03257854711817
"lncRNA:CR45259",0,0,0,0,0,0
"lncRNA:CR45261",0,0,0,0,0,0
"lncRNA:CR45262",0,0,1.030937121429,0,0,2.01303141884727
"lncRNA:CR45265",0,0,3.09281136428701,0,0,0
"lncRNA:CR45266",0,0,0,0,0,0
"lncRNA:CR45267",3.98886765602399,6.46779153815877,10.30937121429,6.68480547608183,12.308194187445,4.02606283769454
"lncRNA:CR45269",0.997216914005997,0.923970219736966,3.09281136428701,0.954972210868833,4.10273139581499,1.00651570942363
"lncRNA:CR45274",0.997216914005997,0,2.06187424285801,0.954972210868833,1.02568284895375,0
"lncRNA:CR45276",0,0,0,0,0,0
"lncRNA:CR45277",0,0,0,0,0,0
"lncRNA:CR45278",5.98330148403598,10.1636724171066,14.4331197000061,2.8649166326065,7.17977994267623,4.02606283769454
"lncRNA:CR45279",0,0,0,2.8649166326065,2.05136569790749,0
"lncRNA:CR45280",5.98330148403598,1.84794043947393,0,0,0,0
"lncRNA:CR45282",0,0,0,0,0,0
"lncRNA:CR45283",0,0,0,0,0,0
"lncRNA:CR45284",0.997216914005997,0,4.12374848571602,0,0,0
"lncRNA:CR45285",0,0,0,0,0,0
"lncRNA:CR45286",0,0,0,0,0,0
"lncRNA:CR45287",0,0,0,0.954972210868833,0,1.00651570942363
"lncRNA:CR45288",0,0,0,0,0,0
"lncRNA:CR45289",0,0,0,0,0,0
"lncRNA:CR45290",9.97216914005997,12.0116128565806,14.4331197000061,7.63977768695066,13.3338770363987,9.05864138481271
"lncRNA:CR45291",0,3.69588087894787,7.21655985000303,1.90994442173767,3.07704854686124,1.00651570942363
"lncRNA:CR45292",0,0.923970219736966,0,1.90994442173767,0,0
"lncRNA:CR45293",0,0,3.09281136428701,0,0,0
"lncRNA:CR45294",0,0,0,0,0,0
"lncRNA:CR45295",0,0,0,0,0,0
"lncRNA:CR45296",0,0,0,0.954972210868833,0,0
"lncRNA:CR45297",0,0,0,0,0,0
"lncRNA:CR45298",3.98886765602399,0,0,1.90994442173767,3.07704854686124,4.02606283769454
"lncRNA:CR45299",1.99443382801199,0.923970219736966,0,0.954972210868833,1.02568284895375,1.00651570942363
"lncRNA:CR45301",0,0,0,0,0,0
"lncRNA:CR45302",0,0,0,0,0,0
"lncRNA:CR45303",0,0.923970219736966,0,0,0,2.01303141884727
"lncRNA:CR45304",0,0,0,0,0,1.00651570942363
"lncRNA:CR45306",1.99443382801199,1.84794043947393,2.06187424285801,1.90994442173767,0,1.00651570942363
"lncRNA:CR45308",0,0,0,2.8649166326065,0,0
"lncRNA:CR45309",0,0,0,0,0,0
"lncRNA:CR45310",0,0,1.030937121429,0,0,0
"lncRNA:CR45311",0.997216914005997,4.61985109868483,4.12374848571602,0.954972210868833,2.05136569790749,2.01303141884727
"lncRNA:CR45312",2.99165074201799,0.923970219736966,3.09281136428701,1.90994442173767,1.02568284895375,0
"lncRNA:CR45313",0,0,0,0,0,0
"lncRNA:CR45314",0,0,0,3.81988884347533,2.05136569790749,0
"lncRNA:CR45316",0,0,0,0,0,0
"lncRNA:CR45317",0,0,0,0,0,0
"lncRNA:CR45318",0,0,0,0,0,0
"lncRNA:CR45319",0,1.84794043947393,0,0,0,0
"lncRNA:CR45320",5.98330148403598,4.61985109868483,10.30937121429,2.8649166326065,2.05136569790749,5.03257854711817
"lncRNA:CR45321",3.98886765602399,5.5438213184218,1.030937121429,6.68480547608183,6.15409709372248,1.00651570942363
"lncRNA:CR45322",0,0,0,0,0,0
"lncRNA:CR45323",0,0,0,0,0,0
"lncRNA:CR45324",0,0,0,0.954972210868833,0,0
"lncRNA:CR45325",10.969386054066,7.39176175789573,5.15468560714502,5.729833265213,2.05136569790749,1.00651570942363
"lncRNA:CR45327",13.961036796084,10.1636724171066,16.4949939428641,7.63977768695066,6.15409709372248,21.1368298978963
"lncRNA:CR45328",0,0,1.030937121429,0,0,0
"lncRNA:CR45329",0,0,0,0,0,0
"lncRNA:CR45331",0,0,1.030937121429,0.954972210868833,0,0
"lncRNA:CR45332",1.99443382801199,5.5438213184218,1.030937121429,2.8649166326065,2.05136569790749,3.0195471282709
"lncRNA:CR45333",0,0.923970219736966,1.030937121429,0,0,0
"lncRNA:CR45334",5.98330148403598,3.69588087894787,10.30937121429,5.729833265213,2.05136569790749,2.01303141884727
"lncRNA:CR45335",0,0,0,0,0,0
"lncRNA:CR45336",0,0,0,0,0,0
"lncRNA:CR45337",1.99443382801199,0,0,0,0,0
"lncRNA:CR45338",3.98886765602399,0,0,1.90994442173767,0,0
"lncRNA:CR45339",3.98886765602399,0.923970219736966,5.15468560714502,1.90994442173767,0,0
"lncRNA:CR45340",0.997216914005997,0,0,0,0,0
"lncRNA:CR45344",0,0,0,0,0,0
"lncRNA:CR45345",10.969386054066,4.61985109868483,11.3403083357191,9.54972210868833,11.2825113384912,8.05212567538907
"lncRNA:CR45346",1.99443382801199,0,0,0,0,0
"lncRNA:CR45347",0,0,1.030937121429,0,0,0
"lncRNA:CR45348",0,0,0,0,1.02568284895375,0
"lncRNA:CR45349",0,0,0,0,0,0
"lncRNA:CR45351",0.997216914005997,0,0,0,0,0
"lncRNA:CR45352",0,0.923970219736966,0,0,0,1.00651570942363
"lncRNA:CR45353",0.997216914005997,0,0,0,0,0
"lncRNA:CR45354",0,0,0,0,0,0
"lncRNA:CR45355",0,0,0,0,0,0
"lncRNA:CR45356",0,0,0,0,0,0
"lncRNA:CR45357",0,0,0,0,0,0
"lncRNA:CR45358",0,0.923970219736966,0,0,1.02568284895375,0
"lncRNA:CR45359",2.99165074201799,10.1636724171066,4.12374848571602,6.68480547608183,6.15409709372248,6.0390942565418
"lncRNA:CR45360",8.97495222605397,1.84794043947393,9.27843409286104,0.954972210868833,0,3.0195471282709
"lncRNA:CR45361",9.97216914005997,0.923970219736966,8.24749697143204,6.68480547608183,3.07704854686124,5.03257854711817
"lncRNA:CR45362",0,0,1.030937121429,0,0,0
"lncRNA:CR45363",0,3.69588087894787,3.09281136428701,0,0,1.00651570942363
"lncRNA:CR45364",1.99443382801199,0,1.030937121429,0,0,0
"lncRNA:CR45365",0,0,0,0,0,0
"lncRNA:CR45369",0,0,0,0,0,0
"lncRNA:CR45370",0.997216914005997,2.7719106592109,0,0,0,0
"lncRNA:CR45372",11.966602968072,8.3157319776327,3.09281136428701,5.729833265213,4.10273139581499,0
"lncRNA:CR45373",0,0,0,0,0,0
"lncRNA:CR45374",0,0,0,0,0,0
"lncRNA:CR45375",0,1.84794043947393,0,2.8649166326065,6.15409709372248,0
"lncRNA:CR45377",0,0,0,0,0,0
"lncRNA:CR45378",3.98886765602399,0,0,0.954972210868833,0,0
"lncRNA:CR45379",0,0,0,0,0,0
"lncRNA:CR45380",0.997216914005997,0,3.09281136428701,0.954972210868833,1.02568284895375,2.01303141884727
"lncRNA:CR45381",2.99165074201799,0,0,1.90994442173767,4.10273139581499,0
"lncRNA:CR45382",3.98886765602399,3.69588087894787,7.21655985000303,0.954972210868833,2.05136569790749,6.0390942565418
"lncRNA:CR45383",0,0,0,0,0,0
"lncRNA:CR45386",0,0,0,0,0,0
"lncRNA:CR45387",0,0,0,0,1.02568284895375,1.00651570942363
"lncRNA:CR45388",0,0,0,0,0,0
"lncRNA:CR45389",0,0,0,0,0,0
"lncRNA:CR45390",0,0,0,0,0,0
"lncRNA:CR45392",4.98608457002998,5.5438213184218,3.09281136428701,1.90994442173767,4.10273139581499,0
"lncRNA:CR45393",0,0,0,0,0,0
"lncRNA:CR45394",0,0,1.030937121429,0,0,0
"lncRNA:CR45395",0,0,0,0,0,0
"lncRNA:CR45398",0,0,0,0,0,0
"lncRNA:CR45399",0,0,1.030937121429,0,0,0
"lncRNA:CR45400",0,0,0,0,0,0
"lncRNA:CR45401",0,0,0,0,0,1.00651570942363
"lncRNA:CR45402",2.99165074201799,0,0,0,0,0
"lncRNA:CR45403",0,0,0,0,0,0
"lncRNA:CR45404",0.997216914005997,7.39176175789573,3.09281136428701,0,0,1.00651570942363
"lncRNA:CR45405",0,0,0,0,0,0
"lncRNA:CR45406",0,0,0,0,0,0
"lncRNA:CR45407",0,0,0,0,0,0
"lncRNA:CR45408",0.997216914005997,0,5.15468560714502,0,0,0
"lncRNA:CR45409",63.8218824963838,67.4498260407986,53.6087303143083,34.378999591278,52.3098252966411,69.4495839502307
"lncRNA:CR45410",0,0,0,0,0,0
"lncRNA:CR45411",0,1.84794043947393,0,0,0,1.00651570942363
"lncRNA:CR45412",0,0,1.030937121429,0,0,0
