"","CSF1","CSF2","CSF3","WRF1","WRF2","WRF3"
"CG4734",50.8580626143058,50.8183620855332,54.6396674357373,68.757999182556,73.8491651246698,76.4951939161962
"CG4741",59.8330148403598,48.9704216460592,67.0109128928853,67.8030269716871,59.4896052393173,44.2866912146399
"CG4743",200.440599715205,193.109775925026,220.620543985807,223.463497343307,179.494498566906,319.065479887292
"CG4744",4.98608457002998,0,57.7324788000243,0.954972210868833,0,0
"CG4751",234.345974791409,238.384316692137,235.053663685813,238.743052717208,227.701592467732,193.251016209338
"CG4752",1482.86155112692,1356.38828257387,1563.9316132078,1778.15825663777,1618.52753564901,1672.82910906208
"CG4757",0.997216914005997,1.84794043947393,2.06187424285801,0,0,0
"CG4763",0,0,0,0,0,0
"CG4766",195.454515145175,228.220644275031,279.38395990726,183.354664486816,233.855689561454,273.772272963228
"CG4768",0,0,0,0,0,0
"CG4770",0,1.84794043947393,0,0,1.02568284895375,0
"CG4781",169.526875381019,183.870073727656,173.197436400073,207.228969758537,222.573178222963,145.944777866427
"CG4783",0,0,0,0,0,0
"CG4789",448.747611302699,426.874241518479,403.096414478741,390.583634245353,454.37750208651,402.606283769454
"CG4793",5.98330148403598,1.84794043947393,11.3403083357191,11.459666530426,17.4366084322137,22.1433456073199
"CG4806",209.415551941259,184.794043947393,187.630556100079,226.328413975913,194.879741301212,126.820979387378
"CG4815",19.9443382801199,22.1752852736872,22.6806166714381,14.3245831630325,37.9502654112886,36.2345655392508
"CG4820",38.8914596462339,15.7074937355284,25.7734280357251,20.0544164282455,23.5907055259362,24.1563770261672
"CG4822",1.99443382801199,0,0,0.954972210868833,2.05136569790749,2.01303141884727
"CG4829",2.99165074201799,0.923970219736966,6.18562272857403,3.81988884347533,7.17977994267623,6.0390942565418
"CG4830",0.997216914005997,2.7719106592109,3.09281136428701,0.954972210868833,1.02568284895375,0
"CG4835",0,4.61985109868483,4.12374848571602,2.8649166326065,0,0
"CG4836",0,0,0,0,0,0
"CG4839",13.961036796084,23.0992554934242,24.7424909142961,32.4690551695403,28.7191197707049,9.05864138481271
"CG4842",195.454515145175,145.987294718441,115.464957600049,125.101359623817,91.2857735568834,232.505128876859
"CG4849",142.602018702858,179.250222628971,157.733379578638,117.461581936866,168.211987228414,122.794916549683
"CG4853",0.997216914005997,0.923970219736966,1.030937121429,0.954972210868833,0,1.00651570942363
"CG4854",39.8886765602399,21.2513150539502,12.3712454571481,21.9643608499832,16.4109255832599,43.2801755052163
"CG4860",110.691077454666,104.408634830277,91.7534038071814,86.9024711890638,94.3628221037447,164.062060636052
"CG4866",81.7717869484917,68.3737962605355,77.3202841071754,105.046943195572,87.1830421610685,114.742790874294
"CG4872",146.590886358882,187.565954606604,111.341209114333,149.930637106407,145.646964551432,169.09463918317
"CG4880",0,0,0,0,1.02568284895375,0
"CG4882",0,0,0,0,0,0
"CG4884",0,0,0,0,0,0
"CG4887",0,0,0,0,0,0
"CG4891",0,0,12.3712454571481,0,0,0
"CG4892",0,0,10.30937121429,0,0,0
"CG4896",0,0,0,0,0,0
"CG4907",7.97773531204797,1.84794043947393,86.5987182000364,2.8649166326065,0,2.01303141884727
"CG4911",658.163163243958,665.258558210616,676.294751657427,674.210380873396,763.108039621587,593.844268559944
"CG4914",5.98330148403598,4.61985109868483,6.18562272857403,10.5046943195572,15.3852427343062,11.07167280366
"CG4927",44.8747611302699,35.1108683500047,25.7734280357251,42.9737494890975,29.7448026196586,31.2019869921326
"CG4928",840.653858507055,684.661932825092,813.409388807485,1184.16554147735,952.859366678031,522.381653190866
"CG4935",32.9081581621979,33.2629279105308,50.5159189500212,18.1444720065078,35.8988997133811,25.1628927355908
"CG4942",70.8024008944258,95.1689326329076,72.1655985000303,111.731748671653,120.004893327588,98.6385395235161
"CG4945",25.9276397641559,24.9471959328981,43.2993591000182,22.919333060852,28.7191197707049,21.1368298978963
"CG4949",0,0,0,0,0,0
"CG4950",32.9081581621979,60.0580642829028,32.9899878857282,34.378999591278,65.6437023330398,28.1824398638617
"CG4951",33.9053750762039,22.1752852736872,35.0518621285862,16.2345275847702,34.8732168644274,28.1824398638617
"CG4953",221.382154909331,238.384316692137,227.83710383581,190.039469962898,217.444763978194,252.635443065332
"CG4955",0.997216914005997,0.923970219736966,24.7424909142961,0,0,0
"CG4956",0,0,12.3712454571481,0,0,0
"CG4957",271.243000609631,259.635631746088,262.888965964396,293.176468736732,271.805954972743,353.287014007696
"CG4960",0,0,0,0,0,0
"CG4962",18342.8079162263,15842.39338761,17439.332346093,10584.9119852701,13814.922292558,26396.8809953442
"CG4968",498.608457002998,453.669377890851,477.323887221629,507.09024397135,581.562175356774,597.870331397639
"CG4970",0,0,22.6806166714381,0,0,0
"CG4972",1461.91999593279,1448.78530454756,1414.44573060059,1608.17320310311,1547.7554190712,1669.80956193381
"CG4975",3.98886765602399,4.61985109868483,0,0.954972210868833,0,2.01303141884727
"CG4982",0.997216914005997,0,0,0,0,0
"CG4983",0,0,0,0,0,1.00651570942363
"CG4984",0,0,0,0,0,0
"CG4988",0,0,37.1137363714442,0,0,1.00651570942363
"CG4991",6.98051839804198,0.923970219736966,4.12374848571602,1.90994442173767,0,5.03257854711817
"CG4995",0,0,0,0,1.02568284895375,0
"CG4998",158.557489326953,132.127741422386,64.9490386500273,113.641693093391,30.7704854686124,88.5733824292798
"CG5001",0,0,1.030937121429,0,4.10273139581499,5.03257854711817
"CG5002",352.017570644117,544.218459425073,359.797055378723,565.343548834349,509.764375930012,377.443391033863
"CG5003",225.371022565355,244.852108230296,187.630556100079,212.95880302375,264.626175030067,167.081607764323
"CG5004",19.9443382801199,20.3273448342133,30.9281136428701,17.189499795639,18.4622912811674,9.05864138481271
"CG5011",0,0,0,0,0,1.00651570942363
"CG5013",89.7495222605397,58.2101238434289,71.1346613786013,42.9737494890975,69.7464337288548,76.4951939161962
"CG5021",0,0,0,0,0,0
"CG5023",4125.48637324281,3486.13963906757,4612.41268127337,4341.30367060971,6160.2511908162,2377.39010565862
"CG5024",0,0,0,0,0,0
"CG5026",68.8079670664138,60.9820345026398,48.4540447071632,90.7223600325391,84.1059936142072,102.664602361211
"CG5033",226.368239479361,255.93975086714,185.568681857221,286.49166326065,260.523443634252,170.101154892594
"CG5039",48.8636287862938,36.0348385697417,36.0827992500152,48.7035827543105,51.2841424476873,54.3518483088762
"CG5043",9.97216914005997,0.923970219736966,58.7634159214533,0,2.05136569790749,0
"CG5050",0,0,0,0,0,4.02606283769454
"CG5056",179.499044521079,239.308286911874,229.898978078668,244.472885982421,295.396660498679,238.544223133401
"CG5062",4.98608457002998,0,20.6187424285801,0.954972210868833,0,0
"CG5065",16.9526875381019,19.4033746144763,18.5568681857221,32.4690551695403,19.4879741301212,10.0651570942363
"CG5068",19.9443382801199,20.3273448342133,20.6187424285801,28.649166326065,32.8218511665199,47.3062383429108
"CG5070",0.997216914005997,2.7719106592109,1.030937121429,1.90994442173767,2.05136569790749,6.0390942565418
"CG5071",31.9109412481919,12.9355830763175,15.4640568214351,76.3977768695066,33.8475340154736,24.1563770261672
"CG5078",0.997216914005997,0.923970219736966,1.030937121429,0,1.02568284895375,3.0195471282709
"CG5079",4.98608457002998,22.1752852736872,15.4640568214351,19.0994442173767,18.4622912811674,3.0195471282709
"CG5080",6.98051839804198,12.0116128565806,1.030937121429,11.459666530426,8.20546279162997,10.0651570942363
"CG5084",0,0,0,0,0,0
"CG5087",0,0,0,0,0,0
"CG5089",13.961036796084,0,307.219262185843,4.77486105434416,2.05136569790749,3.0195471282709
"CG5096",417.833886968513,595.036821510606,430.931716757324,614.04713158866,512.841424476873,447.899490693517
"CG5098",1.99443382801199,3.69588087894787,3.09281136428701,3.81988884347533,4.10273139581499,4.02606283769454
"CG5103",1.99443382801199,0,46.3921704643052,0,0,1.00651570942363
"CG5104",383.928511892309,394.535283827685,326.807067492995,358.114579075812,420.529968071036,411.664925154266
"CG5107",0.997216914005997,3.69588087894787,2.06187424285801,6.68480547608183,6.15409709372248,2.01303141884727
"CG5111",0.997216914005997,1.84794043947393,13.4021825785771,0.954972210868833,5.12841424476873,4.02606283769454
"CG5112",0,0,0,0,0,0
"CG5114",0,0,0,0,0,0
"CG5116",16.9526875381019,7.39176175789573,15.4640568214351,5.729833265213,24.6163883748899,17.1107670602018
"CG5122",1.99443382801199,1.84794043947393,65.9799757714563,0,0,0
"CG5126",146.590886358882,170.010520431602,174.228373521502,122.236442991211,132.313087515033,166.0750920549
"CG5131",349.025919902099,316.92178536978,349.487684164433,377.214023293189,357.963314284858,568.681375824353
"CG5139",2.99165074201799,0,49.4849818285922,0.954972210868833,0,2.01303141884727
"CG5149",411.850585484477,404.698956244791,419.591408421605,390.583634245353,393.862213998239,405.625830897724
"CG5151",190.468430575145,133.051711642123,142.269322757203,166.165164691177,143.595598853525,100.651570942363
"CG5157",0,2.7719106592109,3.09281136428701,7.63977768695066,1.02568284895375,1.00651570942363
"CG5160",15.9554706240959,9.23970219736966,13.4021825785771,23.8743052717208,7.17977994267623,1.00651570942363
"CG5162",10.969386054066,14.7835235157915,13.4021825785771,14.3245831630325,18.4622912811674,5.03257854711817
"CG5167",783.812494408714,1061.64178247777,745.367538793171,718.139102573362,1059.53038296922,919.955358413201
"CG5171",1.99443382801199,4.61985109868483,0,18.1444720065078,1.02568284895375,3.0195471282709
"CG5172",314.123327911889,300.290321414514,213.403984135804,514.730021658301,687.20750879901,386.502032418675
"CG5174",9.97216914005997,8.3157319776327,6.18562272857403,3.81988884347533,7.17977994267623,2.01303141884727
"CG5177",20.9415551941259,18.4794043947393,23.7115537928671,19.0994442173767,15.3852427343062,32.2085027015563
"CG5180",0,0.923970219736966,0,0.954972210868833,0,0
"CG5181",158.557489326953,125.659949884227,135.0527629072,145.155776052063,178.468815717952,183.185859115101
"CG5188",295.176206545775,333.553249325045,277.322085664402,381.033912136664,286.165514858095,421.730082248503
"CG5191",37.8942427322279,44.3505705473744,27.8353022785831,32.4690551695403,21.5393398280287,35.2280498298272
"CG5194",0,0,0,0,0,0
