"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
7.0395994884737,-1.80854713729022,1.02464472067564,-1.76504802181354,0.0775556952640693,0.26853659485184,"Acp53C14a"
0,NA,NA,NA,NA,NA,"Acp53C14b"
0,NA,NA,NA,NA,NA,"Acp53C14c"
387.979493411817,-3.82435287205813,0.995312967012065,-3.84236215020775,0.000121855856369417,0.00221649629925234,"Acp53Ea"
0.721258828855604,-1.73862102875047,3.00474742758188,-0.578624683323101,0.56284244591187,NA,"Acp54A1"
321.856851349173,-4.53841533547065,0.9539020230426,-4.75773740472292,1.95774945430019e-06,7.30014652286166e-05,"Acp62F"
1.47974396748662,-1.14827401761707,1.86232351355887,-0.616581388387637,0.537510873682827,NA,"Acp63F"
32276.640514561,-0.0782086746351304,0.498418861137744,-0.156913553505184,0.875312978030318,0.953393924503307,"Acp65Aa"
0,NA,NA,NA,NA,NA,"Acp76A"
0,NA,NA,NA,NA,NA,"Acp95EF"
1.77656457014536,-3.27460839807089,2.13283739751316,-1.53532960453948,0.124702885723361,NA,"Acp98AB"
0.650110232435943,2.73641734563924,3.0356944068668,0.90141396955155,0.367368256646223,NA,"Acph-1"
103.690100973534,-1.18612861808125,0.257219423536831,-4.61134933657685,4.00063565663499e-06,0.000132375981880806,"Acsf2"
626.246387162714,0.344201871042467,0.171858134965587,2.00282559281462,0.0451960118298847,0.189648773921305,"Acsf3"
22.0186320585078,-0.922867844820773,0.496718595160841,-1.85792892356273,0.0631791083823009,0.238253259960118,"Acsl"
17.0847473934688,-1.26823838894566,0.578466106357692,-2.19241607244911,0.0283494771385828,0.139446058274257,"Acsx1L"
55.1950819128461,-1.79624504190894,0.45035349950803,-3.9885224470803,6.64861126296779e-05,0.00135701655146258,"Acsx1R"
29.1732433207288,-1.29391517486712,0.489859198924438,-2.64140221865409,0.00825636359774288,0.0584700110154253,"Acsx2"
119.699932019759,-1.27180637618586,0.303429686514718,-4.19143687222631,2.77193319295808e-05,0.000647563670017556,"Acsx3"
40.9295127467276,-1.28496781650354,0.404788813134333,-3.17441533661433,0.00150138683676585,0.0162636261256368,"Acsx4"
6404.74567627915,-0.395183061090805,0.135726069914823,-2.91162236804475,0.00359557040237717,0.0317767138113461,"Act42A"
162730.393370174,-0.661192896471307,0.154022237893356,-4.29284047235512,1.76401752255375e-05,0.000441916017600998,"Act57B"
22.8718973381517,-0.169979560423299,0.499659680818387,-0.340190667665824,0.733712945659383,0.892391774077362,"Act5C"
0.163119485048703,-1.14623640826331,4.0804728567969,-0.280907739982637,0.778781163943345,NA,"Act79B"
41.7606916661854,-0.633498025463929,0.403751208116423,-1.56903066227175,0.116640794557289,0.34571461425647,"Act87E"
169936.849700645,0.0828550100395658,0.144452866090209,0.573578166236065,0.566253290130818,0.799101258779954,"Act88F"
475.807280098698,-0.113768103875771,0.168505832153392,-0.675158256672128,0.499575224411108,0.75242842949599,"Actbeta"
67.1028244162083,-0.387986778184901,0.29916842887168,-1.29688409852671,0.194671068585924,0.465549089773196,"Actn"
894.90952612786,0.258315277346925,0.160347509306865,1.61097156085271,0.107185921133809,0.328123620269112,"Actn3"
1.39750096251596,-4.03444576655345,2.12414858669638,-1.89932370636467,0.0575219277862042,NA,"Acyp"
0.560126407957357,-2.70460076567094,3.5427735994249,-0.763413379311052,0.445216903248883,NA,"Acyp2"
104.292851887467,-0.128471855443579,0.254363609276813,-0.505071679902799,0.613508491523924,0.823247726688504,"Ada"
0,NA,NA,NA,NA,NA,"Ada1-1"
50.9974716994443,0.638854670011534,0.364558897659064,1.7524045472866,0.0797042700913011,0.272665101811985,"Ada1-2"
0,NA,NA,NA,NA,NA,"Ada2a"
0,NA,NA,NA,NA,NA,"Ada2b"
0,NA,NA,NA,NA,NA,"Ada3"
15.8257993525707,-0.36983821263553,0.587932516312211,-0.629048746878857,0.529317143196193,0.773919857707303,"AdamTS-A"
2.97224237618731,0.162796183819861,1.26818145518919,0.128369787425707,0.897856339453329,NA,"AdamTS-B"
23.250593455227,0.953524435628115,0.521010756082198,1.83014347496058,0.0672284874824775,0.24607150023242,"Adar"
4.77282996444499,0.506305467429297,1.04038262159242,0.486653137914148,0.626504159866451,0.83182112159754,"Adat1"
11.1094819049691,0.707675333516971,0.715605569986129,0.988918145970675,0.322703191567359,0.61546916904948,"Adck1"
25.0860608971475,0.862929272815693,0.64915937131151,1.32930265039893,0.183748140213881,0.452601173621335,"Adck5"
0,NA,NA,NA,NA,NA,"Adf1"
0,NA,NA,NA,NA,NA,"Adgf-A"
0.794655690934329,1.68974736905078,2.65902258833279,0.635476876527871,0.525117443173912,NA,"Adgf-A2"
392.871783613524,0.1906678806447,0.204180063826601,0.933822220795388,0.350395605250313,0.641443616484477,"Adgf-B"
19.0884617605947,-0.0373989452295163,0.58224696975357,-0.0642320993879023,0.94878541854346,0.98418903414892,"Adgf-C"
396.804824327316,-0.398544047228439,0.209510246994038,-1.9022651777017,0.0571364956934272,0.222912807141963,"Adgf-D"
718.725971493662,0.215403096967068,0.163966707375755,1.31370020423377,0.188947112214927,0.458681116109084,"Adgf-E"
63.0149679283237,-0.656604246711222,0.307847170811918,-2.13289030715952,0.0329337256660896,0.154770950233998,"Adh"
0,NA,NA,NA,NA,NA,"Adhr"
451.923531115538,-0.201807308010521,0.164112938948261,-1.22968554035915,0.218814883590224,0.498334577497586,"Adi1"
111.288643764255,0.287142681992963,0.250137543502184,1.14793916168148,0.250993679990926,0.536696896231148,"AdipoR"
1230.92267127238,0.147298766406281,0.147926829418038,0.995754231911631,0.31936957290732,0.611672858422849,"Adk1"
11.9852553370429,-1.14051567578731,0.669749730281805,-1.70289829800666,0.0885871026093001,0.290643641217315,"Adk2"
2266.64375199945,0.722821295289974,0.17235251836795,4.19385398098359,2.74254560494032e-05,0.000644249190723268,"Adk3"
0,NA,NA,NA,NA,NA,"AdoR"
754.928884592613,-0.0789290460722611,0.154892754178159,-0.509572229450295,0.610351183577731,0.821854822886959,"Adsl"
1909.05042877854,-0.33671222565449,0.191916994725696,-1.75446799870823,0.0793503486607705,0.272126505223265,"Adss"
39.0331293232876,0.333735683728061,0.412120231713555,0.809801747272685,0.418054128226874,0.697203149277907,"Aduk"
1.35057001810928,0.594846956800706,2.0229671324672,0.294046772809024,0.768722162825122,NA,"Ae2"
167.926185216604,-0.226959562021569,0.222678186074758,-1.01922674161435,0.30809533391146,0.600112245971124,"Aef1"
457.578762472121,-0.0969841573658288,0.182688047775403,-0.530873029444495,0.595506768627031,0.815428016404539,"Afg3l2"
68.2850291159503,-0.119295539718169,0.311926998830645,-0.382446983317845,0.702129846499054,0.877128035288251,"Afti"
0.140050748821213,0.777316943379177,4.0804728567969,0.19049678080431,0.848919865546755,NA,"Ag5r"
133.193014974421,0.610173571916739,1.20576198753774,0.506048107523077,0.612822878172814,0.823149557554785,"Ag5r2"
42.8966997387084,-0.540736339449325,0.428436085948118,-1.26211670114736,0.206906796466156,0.481891066096469,"AgmNAT"
0.490682246793391,0.690616272683549,3.20345750839139,0.215584652168631,0.829311520286637,NA,"Agpat1"
0,NA,NA,NA,NA,NA,"Agpat2"
12.4081847809142,-0.820192916493041,0.628490822873014,-1.30501971809819,0.191886133618199,0.462234048355254,"Agpat3"
0.3649504366741,-2.08873911160402,3.83840640399937,-0.544168306260559,0.586325659460716,NA,"Agpat4"
1.47856011360718,0.172850516371003,1.74482969622262,0.0990644053945246,0.92108713340949,NA,"Agps"
1428.22654233822,-0.705097395495287,0.159756831375477,-4.41356647740525,1.01681475772834e-05,0.000284339834388444,"Agxt"
22.4134552180183,-0.54914990903658,0.538916167885898,-1.01898948623276,0.308207957940413,0.600135800809862,"Ahcy"
890.609823515063,-0.257877287437379,0.143433676012613,-1.79788522895211,0.0721951973551003,0.256761716198715,"AhcyL1"
0.724125690604578,2.91075590254548,2.93179603924091,0.992823465065845,0.320795992605319,NA,"AhcyL2"
52.1723635657479,0.27296266730334,0.384306271165511,0.710273778451515,0.477534377032433,0.73874194755536,"Ak1"
0.505283814390076,-1.04708935695047,3.17174619555481,-0.330130247627621,0.741301548950306,NA,"Ak2"
0,NA,NA,NA,NA,NA,"Ak3"
71.0966927580039,-0.453218938439197,0.30724900532925,-1.47508675562196,0.140189220716558,0.3868871320373,"Ak6"
9.28873631603464,0.260936610839585,0.728234688746004,0.358313899175703,0.720108417685018,0.883652932093502,"Akap200"
