"","CSM1","CSM2","CSM3","WRM1","WRM2","WRM3"
"5SrRNA:CR33410",0,0,0,0,0,0
"5SrRNA:CR33411",0,0,0,0,0,0
"5SrRNA:CR33412",0,0,0,0,0,0
"5SrRNA:CR33413",0,0,0,0,0,0
"5SrRNA:CR33414",0,0,0,0,0,0
"5SrRNA:CR33415",0,0,0,0,0,0
"5SrRNA:CR33417",0,0,0,0,0,0
"5SrRNA:CR33418",0,0,0,0,0,0
"5SrRNA:CR33419",0,0,0,0,0,0
"5SrRNA:CR33420",0,0,0,0,0,0
"5SrRNA:CR33421",0,0,0,0,0,0
"5SrRNA:CR33422",0,0,0,0,0,0
"5SrRNA:CR33423",0,0,0,0,0,0
"5SrRNA:CR33424",0,0,0,0,0,0
"5SrRNA:CR33425",0,0,0,0,0,0
"5SrRNA:CR33426",0,0,0,0,0,0
"5SrRNA:CR33427",0,0,0,0,0,0
"5SrRNA:CR33428",0,0,0,0,0,0
"5SrRNA:CR33429",0,0,0,0,0,0
"5SrRNA:CR33430",0,0,0,0,0,0
"5SrRNA:CR33431",0,0,0,0,0,0
"5SrRNA:CR33432",0,0,0,0,0,0
"5SrRNA:CR33433",0,0,0,0,0,0
"5SrRNA:CR33434",0,0,0,0,0,0
"5SrRNA:CR33435",0,0,0,0,0,0
"5SrRNA:CR33436",0,0,0,0,0,0
"5SrRNA:CR33437",0,0,0,0,0,0
"5SrRNA:CR33438",0,0,0,0,0,0
"5SrRNA:CR33439",0,0,0,0,0,0
"5SrRNA:CR33440",0,0,0,0,0,0
"5SrRNA:CR33441",0,0,0,0,0,0
"5SrRNA:CR33442",0,0,0,0,0,0
"5SrRNA:CR33443",0,0,0,0,0,0
"5SrRNA:CR33444",0,0,0,0,0,0
"5SrRNA:CR33445",0,0,0,0,0,0
"5SrRNA:CR33446",0,0,0,0,0,0
"5SrRNA:CR33447",0,0,0,0,0,0
"5SrRNA:CR33448",0,0,0,0,0,0
"5SrRNA:CR33449",0,0,0,0,0,0
"5SrRNA:CR33450",0,0,0,0,0,0
"5SrRNA:CR33451",0,0,0,0,0,0
"5SrRNA:CR33452",0,0,0,0,0,0
"7B2",0,0,0,0,0,0
"7SLRNA:CR32864",10.6347397792843,5.9012170315101,3.36121797170912,6.41669882477933,10.7658860132144,5.60126407957357
"7SLRNA:CR42652",11.6015343046737,8.85182554726516,2.52091347878184,6.41669882477933,3.91486764116886,7.841769711403
"825-Oak",63.8084386757056,105.238370395264,135.289023361292,517.613705198866,141.913951992371,373.0441876996
"AANATL2",0,0,2.52091347878184,0,0.978716910292216,0
"AANATL3",2.90038357616843,2.95060851575505,0.840304492927279,17.1111968660782,14.6807536543832,29.1265732137826
"AANATL4",3.86717810155791,0.983536171918351,6.72243594341823,0,0.978716910292216,0
"AANATL5",0,0,0,0,0,0
"AANATL6",0,0,1.68060898585456,0,0,0
"AANATL7",10.6347397792843,8.85182554726516,0,0,0.978716910292216,3.36075844774414
"ABCB7",5.80076715233687,0.983536171918351,7.56274043634551,5.34724902064944,6.85101837204551,14.5632866068913
"ACC",11.6015343046737,14.7530425787753,20.1673078302547,17.1111968660782,30.3402242190587,16.8037922387207
"ACOX1",1188.19047170367,1301.21835544798,1072.22853297521,1269.43691750218,1677.52078424086,1275.96795732686
"ACXA",0,0,0,0,0,0
"ACXB",153.720329536927,113.10665977061,184.026683951074,121.917277670807,107.658860132144,151.234130148486
"ACXC",0,0,0,0,0,0
"ACXD",0,0,0,0,0,0
"ACXE",69.6092058280424,66.8804596904479,76.4677088563824,65.2364380519232,50.8932793351952,60.4936520593946
"ADD1",195.292494128675,179.00358328914,210.07612323182,265.223551424212,241.743076842177,257.658147660384
"AGBE",490.164824372465,569.467443540725,412.589506027294,607.447488745777,622.463954945849,611.658037489434
"AGO1",122.782904724464,120.974949145957,156.296635684474,175.389767877302,144.850102723248,138.911349173425
"AGO2",0,0,0,0,0,0
"AGO3",0.966794525389478,1.9670723438367,1.68060898585456,0,0,0
"AIF",0,0,0,0,0,0
"AIMP1",315.17501527697,325.550472904974,247.04952092062,333.668338888525,411.061102322731,327.113822247097
"AIMP2",10.6347397792843,16.720114922612,19.3270033373274,12.8333976495587,10.7658860132144,15.683539422806
"AIMP3",442.791892628381,460.294928457788,389.06098022533,460.932865579982,516.76252863429,486.189722106986
"ALiX",1340.94400671521,1387.76953857679,1382.30089086537,1340.02060457475,1504.28789111914,1413.75905368437
"AMPKalpha",0,0,0,0,0,0
"AMPdeam",31.9042193378528,43.2755915644074,45.3764426180731,26.7362451032472,27.404073488182,57.1328936116504
"AOX1",372.215892274949,359.974238922116,355.448800508239,1128.26954335703,927.823630957021,1175.14520389454
"AOX2",30.9374248124633,14.7530425787753,15.125480872691,12.8333976495587,15.6594705646755,17.9240450546354
"AOX3",0.966794525389478,0,0,3.20834941238967,0,1.12025281591471
"AOX4",16.4355069316211,21.6377957822037,13.4448718868365,11.7639478454288,24.4679227573054,22.4050563182943
"AP-1-2beta",792.771510819372,719.948477844233,804.171399731406,969.990972345809,1052.12067856413,933.170595656957
"AP-1gamma",0,0,1.68060898585456,0,0,0
"AP-1mu",560.740824725897,654.051554325703,607.540148386423,588.197392271439,719.356929064779,681.113712076146
"AP-1sigma",354.813590817939,381.61203470432,331.079970213348,321.904391043096,413.997253053607,422.335311599847
"AP-2alpha",487.264440796297,434.722987987911,546.197920402731,552.905548735152,506.975359531368,562.366913589187
"AP-2mu",0,0,0,0,0,0
"AP-2sigma",678.689756823414,722.899086359988,560.483096782495,749.684312695052,877.909068532118,807.702280274509
"APC10",88.945096335832,91.4688639884066,78.1483178422369,94.1115827634302,84.1696542851306,94.101236536836
"APC4",0,0,0,0,0,0
"APC7",0,0,0,0,0,0
"APP-BP1",59.9412605741476,51.1438809397542,61.3422279836914,36.3612933404162,22.510488936721,42.5696070047591
"AQP",3.86717810155791,4.91768085959175,5.04182695756367,3.20834941238967,1.95743382058443,10.0822753432324
"ARY",0,0,0,0,0,0
"ASPP",4.83397262694739,0.983536171918351,10.9239584080546,4.27779921651955,4.89358455146108,13.4430337909766
"ATP6",130134.410295525,98789.3237159949,98690.4014763372,193490.2058122,169527.470899356,105878.454390547
"ATP6AP2",3029.93404257062,3211.24560131342,3048.62470034017,4499.17532597444,4526.5657101015,4477.65050521111
"ATP7",153.720329536927,134.744455552814,153.775722205692,167.903619248393,215.317720264288,192.683484337331
"ATP8",9.66794525389478,15.7365787506936,2.52091347878184,39.5696427528059,49.914562424903,11.2025281591471
"ATP8A",77.3435620311583,64.9133873466112,68.0646639271096,95.1810325675601,80.2547866439617,106.424017511898
"ATP8B",0,0,0,0,0,0
"ATPCL",15.4687124062317,21.6377957822037,4.20152246463639,16.0417470619483,12.7233198337988,15.683539422806
"ATPsynB",18496.7128597515,19010.7706670098,15860.7473040024,18961.3450272229,17333.0764812751,19074.5446965798
"ATPsynC",0,0,0,0,0,0
"ATPsynCF6",0,0,0.840304492927279,1.06944980412989,0,1.12025281591471
"ATPsynCF6L",479.530084593181,468.163217833135,451.243512701949,300.515394960499,283.827903984743,303.588513112888
"ATPsynD",0,0,0,0,0,0
"ATPsynE",4.83397262694739,7.86828937534681,6.72243594341823,3.20834941238967,3.91486764116886,3.36075844774414
"ATPsynF",0,0,0,0,0,0
"ATPsynG",8.7011507285053,13.7695064068569,2.52091347878184,0,0,0
"ATPsynGL",664.187838942571,723.882622531906,686.528770721587,459.863415775852,404.210083950685,539.961857270892
"ATPsynO",20019.4142372399,21226.6776623418,17749.7518041029,18798.7886569952,16848.6116106805,20488.3037502642
"ATPsynbeta",306.473864548465,251.785260011098,299.148399482111,333.668338888525,240.764359931885,305.829018744717
"ATPsynbetaL",171.122630993938,210.476740790527,207.555209753038,180.737016897951,196.722098968735,222.930310367028
"ATPsyndelta",9.66794525389478,2.95060851575505,4.20152246463639,13.9028474536886,9.78716910292216,6.72151689548829
"ATPsynepsilonL",0,0,0,0,0,0
"ATPsyngamma",6.76756167772635,3.9341446876734,6.72243594341823,3.20834941238967,3.91486764116886,2.24050563182943
"ATbp",80.2439456073267,68.8475320342846,89.9125807432188,77.000385897352,66.5527498998707,62.734157691224
"Aasdh",0,0,0,0,0,0
"Aatf",407.02049518897,397.348613455014,357.969713987021,302.654294568758,334.721183319938,395.449244017894
"Abca3",33.8378083886317,29.5060851575505,35.2927887029457,33.1529439280265,24.4679227573054,38.0885957411003
"Abcd1",18.3690959824001,7.86828937534681,15.125480872691,13.9028474536886,14.6807536543832,7.841769711403
"Abcd3",1.93358905077896,3.9341446876734,6.72243594341823,6.41669882477933,16.6381874749677,6.72151689548829
"Abd-B",5.80076715233687,3.9341446876734,8.40304492927279,7.48614862890922,1.95743382058443,5.60126407957357
"Abi",0.966794525389478,0,0,0,0.978716910292216,1.12025281591471
"Abl",0,0,0,0,0,0
"Abp1",456.327015983834,493.735158303012,394.943111675821,440.613319301514,513.826377903413,467.145424236436
"Ac13E",18.3690959824001,29.5060851575505,15.125480872691,21.3889960825978,30.3402242190587,24.6455619501237
"Ac3",436.024330950655,269.488911105628,424.353768928276,452.377267146943,481.52871986377,425.696070047591
"Ac76E",16.4355069316211,5.9012170315101,10.9239584080546,8.55559843303911,10.7658860132144,3.36075844774414
"Ac78C",0,4.91768085959175,0,3.20834941238967,0.978716910292216,2.24050563182943
"AcCoAS",139.218411656085,118.024340630202,193.270033373274,164.695269836003,128.21191524828,228.531574446602
"Acadvl",23.2030686093475,18.6871872664487,25.2091347878184,29.9445945156369,29.3615073087665,35.8480901092709
"Acam",0,0,0,0,0,0
"Acat1",0.966794525389478,0,0,0,0.978716910292216,0
"Acat2",629.38323602855,624.545469168153,601.658016935932,599.961340116868,738.931267270623,630.702335359984
"Acbp1",0,0,0,0,0,0
"Acbp2",2.90038357616843,0.983536171918351,1.68060898585456,0,0,1.12025281591471
"Acbp3",0,0,0,0,0,0
"Acbp4",1.93358905077896,3.9341446876734,5.88213145049095,2.13889960825978,3.91486764116886,7.841769711403
"Acbp5",116.982137572127,104.254834223345,35.2927887029457,188.22316552686,312.210694383217,104.183511880068
"Acbp6",0,0,3.36121797170912,0,2.93615073087665,0
"Ace",825.642524682614,752.405171517538,942.821641064407,1131.47789276942,929.781064777605,834.588347856462
"Acer",19.3358905077896,23.6048681260404,21.007612323182,8.55559843303911,12.7233198337988,10.0822753432324
"Acf",454.393426933055,396.365077283095,434.437422843403,355.057334971123,380.720878103672,357.360648276794
"Achl",16.4355069316211,2.95060851575505,5.04182695756367,8.55559843303911,4.89358455146108,38.0885957411003
"Ack",797.60548344632,860.594150428557,878.958499601934,958.22702450038,841.696542851306,852.512392911098
"Ack-like",97.6462470643373,59.012170315101,73.9467953776005,78.0698357014819,95.9142572086372,71.6961802185417
"Acn",13.5351233554527,6.88475320342846,10.9239584080546,1.06944980412989,0.978716910292216,4.48101126365886
"Acox3",16.4355069316211,31.4731575013872,23.5285258019638,21.3889960825978,25.4466396675976,19.0442978705501
"Acox57D-d",42.538959117137,49.1768085959175,42.0152246463639,71.6531368767025,84.1696542851306,50.4113767161621
"Acox57D-p",20.302685033179,22.6213319541221,6.72243594341823,13.9028474536886,22.510488936721,24.6455619501237
"Acp1",3138.21502941425,4585.24563348335,3388.10771548279,3205.14106297728,5854.68455736804,3141.18889582486
"Acp24A4",2.90038357616843,2.95060851575505,0,1.06944980412989,0.978716910292216,13.4430337909766
"Acp26Aa",8.7011507285053,0,5.04182695756367,260.945752207693,19.5743382058443,330.474580694841
"Acp26Ab",0,0,0,0,0,0
"Acp29AB",9.66794525389478,3.9341446876734,8.40304492927279,137.959024732756,60.6804484381174,124.348062566533
"Acp32CD",0,0,0,0,0,0
"Acp33A",6.76756167772635,0,1.68060898585456,104.806080804729,11.7446029235066,168.037922387207
"Acp36DE",0,0,0,0,0,0
"Acp53C14a",7.73435620311583,0,1.68060898585456,19.250096474338,6.85101837204551,6.72151689548829
"Acp53C14b",0,0,0,0,0,0
"Acp53C14c",0,0,0,0,0,0
"Acp53Ea",93.7790689627794,5.9012170315101,53.7794875473458,830.962497808923,369.954992090458,973.499697029887
"Acp54A1",0.966794525389478,0,0,0,0,3.36075844774414
"Acp62F",52.2069043710318,3.9341446876734,23.5285258019638,618.141986787076,318.08299584497,915.246550602322
"Acp63F",1.93358905077896,0,0.840304492927279,1.06944980412989,3.91486764116886,1.12025281591471
"Acp65Aa",21657.1641632497,43273.6244920636,29275.3682290935,20497.0749459534,54434.2771166325,24522.3341403731
"Acp76A",0,0,0,0,0,0
"Acp95EF",0,0,0,0,0,0
"Acp98AB",0,0.983536171918351,0,8.55559843303911,0,1.12025281591471
"Acph-1",1.93358905077896,1.9670723438367,0,0,0,0
"Acsf2",74.4431784549898,61.9627788308561,53.7794875473458,134.750675320366,144.850102723248,152.354382964401
"Acsf3",657.420277264845,674.705813935989,768.87861102846,621.350336199465,449.231061824127,585.892222723396
"Acsl",21.2694795585685,11.8024340630202,12.6045673939092,27.8056949073771,28.3827903984743,30.2468260296973
"Acsx1L",9.66794525389478,13.7695064068569,6.72243594341823,29.9445945156369,16.6381874749677,25.7658147660384
"Acsx1R",30.9374248124633,25.5719404698771,17.6463943514729,150.792422382314,40.1273933219809,66.0949161389681
"Acsx2",16.4355069316211,14.7530425787753,19.3270033373274,27.8056949073771,28.3827903984743,68.3354217707976
"Acsx3",64.775233201095,81.6335022692231,63.8631414624732,118.708928258418,136.041650530618,253.177136396725
"Acsx4",20.302685033179,35.4073021890606,15.9657853656183,57.750289423014,48.9358455146108,67.2151689548829
"Act42A",5805.60112496382,5998.58711253002,4795.61774113598,7056.229807649,7415.73802928412,7356.70024211193
"Act57B",103528.224956807,148255.291946456,126455.74253164,181851.383593855,215537.931569103,200753.78562318
"Act5C",18.3690959824001,28.5225489856322,17.6463943514729,25.6667952991173,15.6594705646755,31.367078845612
"Act79B",0,0,0,0,0.978716910292216,0
"Act87E",18.3690959824001,40.3249830486524,39.4943111675821,41.7085423610657,63.616599168994,47.050618268418
"Act88F",202537.652301943,169662.940264431,152245.527724071,176620.704601855,151403.591154565,167150.682157003
"Actbeta",467.928550288507,389.480324079667,513.426045178567,497.294158920398,512.847660993121,473.866941131924
"Actn",56.0740824725897,63.9298511746928,54.6197920402731,67.375337660183,90.0419557468839,70.575927402627
"Actn3",949.392223932468,950.095942073127,1024.33117687835,942.185277438432,681.186969563382,822.2655668814
"Acyp",0,0,0,3.20834941238967,2.93615073087665,2.24050563182943
"Acyp2",0,0,0,0,0,3.36075844774414
"Ada",113.114959470569,99.3371533637534,86.5513627715097,101.597731392339,100.807841760098,124.348062566533
"Ada1-1",0,0,0,0,0,0
"Ada1-2",68.642411302653,61.9627788308561,55.4600965332004,36.3612933404162,26.4253565778898,57.1328936116504
"Ada2a",0,0,0,0,0,0
"Ada2b",0,0,0,0,0,0
"Ada3",0,0,0,0,0,0
"AdamTS-A",7.73435620311583,17.7036510945303,15.9657853656183,12.8333976495587,20.5530551161365,20.1645506864649
"AdamTS-B",5.80076715233687,1.9670723438367,1.68060898585456,3.20834941238967,2.93615073087665,2.24050563182943
"Adar",18.3690959824001,31.4731575013872,42.0152246463639,22.4584458867277,11.7446029235066,13.4430337909766
"Adat1",4.83397262694739,6.88475320342846,5.04182695756367,6.41669882477933,0.978716910292216,4.48101126365886
"Adck1",9.66794525389478,21.6377957822037,10.0836539151273,4.27779921651955,9.78716910292216,11.2025281591471
"Adck5",24.169863134737,31.4731575013872,41.1749201534367,4.27779921651955,6.85101837204551,42.5696070047591
"Adf1",0,0,0,0,0,0
"Adgf-A",0,0,0,0,0,0
"Adgf-A2",0,1.9670723438367,1.68060898585456,0,0,1.12025281591471
"Adgf-B",426.35638569676,352.10594954677,477.292951982694,456.655066363462,289.700205446496,355.120142644964
"Adgf-C",16.4355069316211,13.7695064068569,26.0494392807456,13.9028474536886,10.7658860132144,33.6075844774414
"Adgf-D",383.817426579623,359.974238922116,283.182614116493,489.808010291489,330.806315678769,533.240340375404
"Adgf-E",746.365373600677,705.195435265458,864.67332322217,762.517710344611,595.059881457667,638.544105071387
"Adh",53.1736988964213,41.3085192205707,52.0988785614913,70.5836870725726,72.425051361624,88.4999724572624
"Adhr",0,0,0,0,0,0
"Adi1",420.555618544423,455.377247598196,385.699762253621,451.307817342813,523.613547006335,474.987193947839
"AdipoR",133.417644503748,133.760919380896,99.9962346583462,93.0421329593003,98.8504079395138,108.664523143727
"Adk1",1293.57107497112,1233.35435958561,1353.73053810585,1330.39555633758,1045.26966019209,1129.21483844203
"Adk2",4.83397262694739,11.8024340630202,5.88213145049095,14.9722972578184,17.6169043852599,16.8037922387207
"Adk3",3028.00045351985,2231.64357408274,3209.12285848928,1499.3686253901,1999.518647727,1632.20835278774
"AdoR",0,0,0,0,0,0
"Adsl",751.199346227625,804.532588629211,647.874764046932,744.337063674402,837.781675210137,743.84786976737
"Adss",1948.0909686598,1552.02007928716,1561.28574785888,1917.52349880489,1657.94644603501,2817.43583202551
"Aduk",32.8710138632423,65.8969235185295,31.9315707312366,31.0140443197668,33.2763749499353,39.208848557015
"Ae2",1.93358905077896,2.95060851575505,0,0,0.978716910292216,2.24050563182943
"Aef1",145.019178808422,136.711527896651,182.34607496522,166.834169444263,207.48798498195,169.158175203122
"Afg3l2",503.699947727918,356.040094234443,466.36899357464,484.46076127084,421.826988335945,513.075789688939
"Afti",57.0408769979792,72.781676721958,66.384054941255,87.6948839386509,51.8719962454874,73.9366858503711
"Ag5r",0,0,0.840304492927279,0,0,0
"Ag5r2",225.263124415748,223.262711025466,34.4524842100184,33.1529439280265,258.381264317145,24.6455619501237
"AgmNAT",34.8046029140212,44.2591277363258,26.0494392807456,73.7920364849623,53.8294300660719,24.6455619501237
"Agpat1",0,0.983536171918351,0.840304492927279,0,0,1.12025281591471
"Agpat2",0,0,0,0,0,0
"Agpat3",9.66794525389478,8.85182554726516,8.40304492927279,16.0417470619483,14.6807536543832,16.8037922387207
"Agpat4",0,0,0,1.06944980412989,0,1.12025281591471
"Agps",2.90038357616843,0.983536171918351,0.840304492927279,1.06944980412989,1.95743382058443,1.12025281591471
"Agxt",1156.28625236582,1172.37511692667,930.217073670498,1961.37094077422,1839.00907443907,1510.10079585303
"Ahcy",13.5351233554527,14.7530425787753,26.0494392807456,16.0417470619483,21.5317720264288,42.5696070047591
"AhcyL1",865.281100223583,739.6192012826,828.540230026297,951.810325675601,959.142572086372,999.265511795925
"AhcyL2",0,0.983536171918351,3.36121797170912,0,0,0
"Ak1",63.8084386757056,55.0780256274276,52.0988785614913,48.125241185845,24.4679227573054,69.4556745867123
"Ak2",0,0.983536171918351,0,1.06944980412989,0.978716910292216,0
"Ak3",0,0,0,0,0,0
"Ak6",56.0740824725897,60.9792426589377,63.0228369695459,57.750289423014,96.8929741189294,91.8607309050066
"Akap200",6.76756167772635,11.8024340630202,11.7642629009819,7.48614862890922,7.82973528233773,10.0822753432324
"Akh",51.2401098456423,57.0450979712643,40.3346156605094,32.0834941238967,38.1699595013964,62.734157691224
"AkhR",29.0038357616843,27.5390128137138,17.6463943514729,22.4584458867277,17.6169043852599,25.7658147660384
"Akr1B",0,0,0,0,0,0
"Akt",81.2107401327162,86.5511831288149,99.1559301654189,84.4865345262612,92.9781064777605,96.3417421686654
"AlaRS",5.80076715233687,2.95060851575505,4.20152246463639,2.13889960825978,0,3.36075844774414
"AlaRS-m",257.167343753601,283.258417512485,274.77956918722,348.640636146344,343.529635512568,322.632810983438
"Aladin",0,0,0,0,0,0
"Alas",3198.15628998839,2987.98289028795,2841.06949058713,3601.90694030946,3348.19055010967,3846.94816985113
"Ald1",5635.44528849527,5016.03447678359,5288.87647848429,5240.30404023645,4305.37568837546,5364.89073541557
"Ald2",0,0,0,0,0,0
"Aldh",45.4393426933055,92.452400160325,61.3422279836914,39.5696427528059,24.4679227573054,51.5316295320769
"Aldh-III",4.83397262694739,0.983536171918351,3.36121797170912,6.41669882477933,5.8723014617533,11.2025281591471
"Aldh7A1",721.228715940551,827.153920583333,578.129491133968,1018.11621353165,992.418947036307,886.119977388539
"Alg-2",719.295126889772,870.42951214774,720.140950438678,815.990200551105,1022.75917125537,856.993404174757
"Alg1",233.964275144254,223.262711025466,248.730129906475,281.265298486161,271.104584150944,276.702445530934
"Alg10",270.702467109054,215.394421650119,222.680690625729,232.070607496186,255.445113586268,216.20879347154
"Alg11",3.86717810155791,3.9341446876734,4.20152246463639,5.34724902064944,5.8723014617533,1.12025281591471
"Alg12",471.795728390065,502.586983850277,536.954570980531,564.669496580581,640.080859331109,663.189667021511
"Alg13",45.4393426933055,43.2755915644074,47.0570516039276,49.1946909899749,45.0209778734419,47.050618268418
"Alg14",55.1072879472003,91.4688639884066,62.1825324766186,47.0557913817151,59.7017315278252,67.2151689548829
"Alg2",166.28865836699,227.196855713139,136.969632347146,243.834555341615,267.189716509775,221.810057551113
"Alg3",216.561973687243,226.213319541221,219.31947265402,222.445559259017,257.402547406853,201.645506864649
"Alg7",215.595179161854,216.377957822037,195.790946852056,282.334748290291,217.275154084872,257.658147660384
"Alg9",103.447014216674,111.139587426774,116.802324516892,143.306273753405,176.169043852599,127.708821014277
"Alh",0,0,0,0,0,0
"Alk",82.1775346581056,64.9133873466112,98.3156256724916,86.625434134521,69.4889006307473,77.2974442981153
"AlkB",0,0,0,0,0,0
"Alms1a",0,0,0.840304492927279,0,0,0
"Alms1b",0,0,0,0,0,0
"Alp1",0,0,0,0,0,0
"Alp10",0,2.95060851575505,0,0,0.978716910292216,1.12025281591471
"Alp11",268.768878058275,285.225489856322,221.000081639874,223.515009063147,175.190326942307,175.87969209861
"Alp12",9.66794525389478,5.9012170315101,13.4448718868365,6.41669882477933,23.4892058470132,14.5632866068913
"Alp13",15.4687124062317,18.6871872664487,21.8479168161093,55.6113898147542,32.2976580396431,36.9683429251856
"Alp2",0.966794525389478,0,0.840304492927279,0,1.95743382058443,2.24050563182943
"Alp4",41.5721645917476,48.1932724239992,44.5361381251458,69.5142372684428,24.4679227573054,73.9366858503711
"Alp5",7.73435620311583,0,1.68060898585456,3.20834941238967,0,8.96202252731772
"Alp6",0,0,0,0,0,0
"Alp7",0,0.983536171918351,1.68060898585456,0,0.978716910292216,5.60126407957357
"Alp8",0,0,0,0,0,0
"Alp9",0,0,0,0,0,0
"Alr",35.7713974394107,47.2097362520808,24.3688302948911,19.250096474338,17.6169043852599,35.8480901092709
"Als2",253.300165652043,263.587694074118,274.77956918722,311.209893001798,280.891753253866,306.949271560632
"Ama",2.90038357616843,0,5.88213145049095,0,0,0
"Amacr",2.90038357616843,0,0.840304492927279,0,0.978716910292216,1.12025281591471
"Amnionless",0,1.9670723438367,0.840304492927279,0,2.93615073087665,0
"Amph",58.0076715233687,24.5884042979588,51.258574068564,67.375337660183,62.6378822587018,69.4556745867123
"Amt",19.3358905077896,12.7859702349386,29.4106572524548,37.4307431445461,18.5956212955521,44.8101126365886
"Amun",4.83397262694739,0.983536171918351,0.840304492927279,1.06944980412989,0,1.12025281591471
"Amy-d",5.80076715233687,13.7695064068569,8.40304492927279,38.500192948676,39.1486764116886,58.2531464275651
"Amy-p",0,0,0,0,0,0
"Amyrel",0.966794525389478,0.983536171918351,3.36121797170912,0,0,0
"Ance",0,0,0,0,0,0
"Ance-2",253.300165652043,382.595570876238,361.33093195873,1325.04830731693,1335.94858254887,1076.56295609404
"Ance-3",1.93358905077896,0,5.88213145049095,2.13889960825978,2.93615073087665,0
"Ance-4",6.76756167772635,6.88475320342846,10.0836539151273,18.1806466702081,15.6594705646755,13.4430337909766
"Ance-5",117.948932097516,184.90480032065,72.266186391746,82.3476349180014,184.977496045229,109.784775959642
"Andorra",147.91956238459,143.596281100079,164.699680613747,147.584072969925,130.169349068865,122.107556934704
"Ank",67.6756167772635,78.6828937534681,64.7034459554005,50.2641407941048,58.723014617533,69.4556745867123
"Ank2",1.93358905077896,1.9670723438367,0.840304492927279,1.06944980412989,0,0
"Ankle2",2.90038357616843,0.983536171918351,0,2.13889960825978,1.95743382058443,1.12025281591471
"Ankrd49",172.089425519327,164.250540710365,134.448718868365,155.070221598834,148.764970364417,127.708821014277
"Anp",0,0,0,0,0,0
"Ant2",0,0,0,0,0,0
"Antdh",78.3103565565477,90.4853278164883,121.003846981528,96.25048237169,118.424746145358,215.088540655625
"Antp",0,0,1.68060898585456,3.20834941238967,1.95743382058443,1.12025281591471
"AnxB10",0.966794525389478,2.95060851575505,4.20152246463639,0,0,3.36075844774414
"AnxB11",5.80076715233687,4.91768085959175,3.36121797170912,1.06944980412989,0.978716910292216,4.48101126365886
"AnxB9",359.647563444886,407.183975174197,360.490627465803,443.821668713904,407.146234681562,603.816267778031
"Aos1",271.669261634443,263.587694074118,261.334697300384,278.056949073771,303.402242190587,244.215113869408
"Apc",2.90038357616843,6.88475320342846,2.52091347878184,2.13889960825978,3.91486764116886,0
"Apc2",0,0,0,0,0,0
"ApepP",0,0,0,0,0,0
"Apl",54.1404934218108,77.6993575815497,110.079888573474,34.2223937321564,26.4253565778898,54.892387979821
"Aplip1",0,0,0,0,0,0
"Apoltp",877.849429053646,942.22765269778,896.604893953407,684.447874643129,880.845219262994,653.107391678279
"Appl",0,1.9670723438367,1.68060898585456,2.13889960825978,0,4.48101126365886
"Aprt",0.966794525389478,2.95060851575505,0,0,0,2.24050563182943
"Aps",50.2733153202529,48.1932724239992,54.6197920402731,53.4724902064944,57.7442977072407,88.4999724572624
"Apt1",21.2694795585685,24.5884042979588,23.5285258019638,20.3195462784679,38.1699595013964,42.5696070047591
"Aptx",0,0,0,0,0,1.12025281591471
"Arc1",4415.35059745375,5164.54843874326,4099.84562099219,12000.2962521415,10577.9723664383,13206.6604468186
"Arc2",68.642411302653,57.0450979712643,55.4600965332004,70.5836870725726,112.552444683605,123.227809750619
"Arc42",701.892825432761,756.339316205212,576.448882148113,735.781465241363,873.994200890949,741.607364135541
"Archease",145.985973333811,150.481034303508,163.019071627892,224.584458867277,232.934624649547,212.848035023796
"Arf1",54.1404934218108,33.4402298452239,36.133093195873,20.3195462784679,35.2338087705198,47.050618268418
"Arf4",13.5351233554527,5.9012170315101,7.56274043634551,10.6944980412989,0,4.48101126365886
"Arf6",22.236274083958,26.5554766417955,22.6882213090365,16.0417470619483,14.6807536543832,15.683539422806
"ArfGAP1",4.83397262694739,1.9670723438367,1.68060898585456,6.41669882477933,2.93615073087665,1.12025281591471
"ArfGAP3",3.86717810155791,0,10.0836539151273,9.625048237169,11.7446029235066,8.96202252731772
"Arfip",408.954084239749,364.891919781708,363.851845437512,344.362836929824,338.636050961107,336.075844774414
"Arfrp1",138.251617130695,162.283468366528,135.289023361292,112.292229433638,114.509878504189,109.784775959642
"ArgRS",477.596495542402,539.961358383175,455.445035166585,543.280500497983,686.080554114843,583.651717091566
"ArgRS-m",6.76756167772635,6.88475320342846,11.7642629009819,5.34724902064944,3.91486764116886,12.3227809750619
"Argk1",33.8378083886317,24.5884042979588,26.0494392807456,24.5973454949874,21.5317720264288,30.2468260296973
"Argk2",923.288771746952,852.72586105321,1099.11827674888,976.407671170588,772.207642220558,802.101016194935
"Argl",2.90038357616843,10.8188978911019,10.9239584080546,2.13889960825978,4.89358455146108,7.841769711403
"Arglu1",197.226083179454,203.591987587099,287.384136581129,298.376495352239,296.551223818541,296.866996217399
"Argp",23.2030686093475,27.5390128137138,16.8060898585456,23.5278956908575,19.5743382058443,25.7658147660384
"Arl1",302.606686446907,419.969945409136,361.33093195873,413.877074198267,471.741550760848,384.246715858747
"Arl2",284.237590464507,301.945604778934,242.007693963056,256.667952991173,306.338392921464,245.335366685322
"Arl4",0,0,0,2.13889960825978,1.95743382058443,0
"Arl5",328.710138632423,338.336443139913,285.703527595275,349.710085950474,387.571896475717,374.164440515515
"Arl6",0,0,0,0,0,0
