"","CSF1","CSF2","CSF3","WTF1","WTF2","WTF3","CSM1","CSM2","CSM3","WTM1","WTM2","WTM3"
"CG11912",6715.25869891638,6245.11471520216,4468.08148427331,3829.43856558402,4614.54713744291,2918.89555732854,1944.22379055824,2381.14107221433,606.699843893495,1334.6733555541,2338.1546986881,1265.88568198363
"CG11920",116.674378938702,100.712753951329,104.12464926433,109.821804249916,128.210356119218,112.729759455447,100.546630640506,110.156051254855,119.323237995674,126.195076887327,125.275764517404,137.79109635751
"CG11927",162.546356982977,145.987294718441,153.609631092922,151.840581528144,170.263352926322,189.224953371643,489.198029847076,458.327856113951,440.319554293894,429.918821260215,417.912120694776,388.727727122406
"CG11929",0,0,0,0,0,0,0,0,0,0,0,0
"CG11951",180.496261435085,297.518410755303,180.413996250076,123.191415202079,191.802692754351,186.205406243372,227.196713466527,286.20902602824,215.958254682311,110.153329825379,207.48798498195,145.632866068913
"CG11961",15.9554706240959,11.0876426368436,10.30937121429,19.0994442173767,11.2825113384912,12.0781885130836,11.6015343046737,16.720114922612,14.2851763797637,10.6944980412989,23.4892058470132,15.683539422806
"CG11964",247.309794673487,267.027393503983,200.001801557227,233.968191662864,221.547495374009,214.387846107234,218.495562738022,181.954191804895,208.395514245965,236.348406712705,304.380959100879,218.449299103369
"CG11970",0.997216914005997,0,0,0.954972210868833,0,0,0,5.9012170315101,1.68060898585456,2.13889960825978,0,0
"CG11975",39.8886765602399,27.719106592109,44.3302962214472,31.5140829586715,35.8988997133811,54.3518483088762,46.406137218695,23.6048681260404,31.9315707312366,35.2918435362863,30.3402242190587,23.525309134209
"CG11977",0.997216914005997,1.84794043947393,1.030937121429,0,8.20546279162997,0,0.966794525389478,0.983536171918351,1.68060898585456,25.6667952991173,6.85101837204551,28.0063203978679
"CG11980",0,0,0,0,0,0,0,0,0,0,0,0
"CG11983",0.997216914005997,0,5.15468560714502,0,0,1.00651570942363,13.5351233554527,9.83536171918351,17.6463943514729,10.6944980412989,4.89358455146108,7.841769711403
"CG11986",85.7606546045157,85.0052602158009,111.341209114333,85.947498978195,68.720750879901,94.6124766858216,182.724165298611,187.855408836405,145.372677276419,220.306659650757,186.934929865813,202.765759680563
"CG11997",50.8580626143058,72.0696771394834,74.2274727428884,10.5046943195572,28.7191197707049,20.1303141884727,30.9374248124633,53.1109532835909,39.4943111675821,16.0417470619483,12.7233198337988,32.4873316615267
"CG11999",200.440599715205,186.641984386867,169.073687914357,190.039469962898,222.573178222963,228.479066039165,331.610522208591,294.077315403587,246.209216427693,300.515394960499,352.338087705198,321.512558167523
"CG12003",21.9387721081319,60.0580642829028,18.5568681857221,30.5591107478026,38.9759482602424,21.1368298978963,22.236274083958,16.720114922612,21.007612323182,12.8333976495587,22.510488936721,17.9240450546354
"CG12009",10.969386054066,3.69588087894787,5.15468560714502,13.3696109521637,2.05136569790749,10.0651570942363,50.2733153202529,79.6664299253864,77.3080133493096,8.55559843303911,38.1699595013964,17.9240450546354
"CG12010",72.7968347224378,98.8648135118554,71.1346613786013,58.2533048629988,77.9518965204847,64.4170054031126,72.5095894042109,75.732285237713,78.1483178422369,75.9309360932221,74.3824851822084,68.3354217707976
"CG12011",3.98886765602399,0,1.030937121429,1.90994442173767,0,1.00651570942363,4.83397262694739,1.9670723438367,4.20152246463639,1.06944980412989,0.978716910292216,4.48101126365886
"CG12012",7.97773531204797,3.69588087894787,0,0.954972210868833,7.17977994267623,4.02606283769454,1.93358905077896,0.983536171918351,0.840304492927279,3.20834941238967,8.80845219262994,4.48101126365886
"CG12016",2.99165074201799,5.5438213184218,4.12374848571602,0,0,1.00651570942363,0,0.983536171918351,0,1.06944980412989,0.978716910292216,1.12025281591471
"CG12017",3.98886765602399,0,0,0.954972210868833,0,2.01303141884727,18.3690959824001,19.670723438367,12.6045673939092,0,2.93615073087665,1.12025281591471
"CG12020",0,0,34.0209250071572,0,0,0,714.461154262824,709.129579953131,675.604812313532,541.141600889724,491.315888966692,515.316295320769
"CG12024",0,0,0,0,0,0,0,0,0,0,0,0
"CG12025",154.56862167093,158.922877794758,161.857128064354,155.66047037162,145.646964551432,192.244500499914,213.661590111075,190.80601735216,190.749119894492,168.973069052522,169.318025480553,166.917669571292
"CG12035",0,3.69588087894787,37.1137363714442,2.8649166326065,1.02568284895375,7.04560996596544,800.505867022488,681.590567139417,777.281655957733,693.003473076168,557.868638866563,618.379554384922
"CG12054",464.703081926794,415.786598881635,444.333899335901,511.865105025694,488.225036101983,310.006838502479,460.194194085392,400.299221970769,449.562903716094,527.238753436035,465.869249299095,485.069469291071
"CG12056",129.63819882078,120.116128565806,124.74339169291,107.911859828178,98.4655534995597,148.964324994698,126.650082826022,126.876166177467,115.121715531037,142.236823949275,153.658554915878,160.196152675804
"CG12057",0,0,0,0,2.05136569790749,0,0,0,0,0,0,0
"CG12061",0,0,0,0,0,0,47.3729317440844,23.6048681260404,33.6121797170912,17.1111968660782,21.5317720264288,36.9683429251856
"CG12065",4.98608457002998,0.923970219736966,4.12374848571602,0,0,2.01303141884727,0,5.9012170315101,4.20152246463639,3.20834941238967,3.91486764116886,4.48101126365886
"CG12069",0,0,0,0,0,0,12.5683288300632,5.9012170315101,8.40304492927279,33.1529439280265,9.78716910292216,8.96202252731772
"CG12071",0,0,0,0,0,0,0,0,0,0,0,0
"CG12075",0,0,0,1.90994442173767,1.02568284895375,0,0,0,0,0,0,0
"CG12078",0,0,0,0,0,0,0,0,0,0,0,0
"CG1208",30.9137243341859,77.6134984579052,43.2993591000182,88.8124156108015,77.9518965204847,25.1628927355908,48.3397262694739,31.4731575013872,42.8555291392912,21.3889960825978,21.5317720264288,21.2848035023796
"CG12081",0,0,0,0.954972210868833,0,3.0195471282709,0,0,0,0,0,3.36075844774414
"CG12084",62.8246655823778,61.9060047223768,56.7015416785953,61.1182214956053,85.131676463161,79.5147410444671,56.0740824725897,56.061561799346,54.6197920402731,72.7225866808324,65.5740329895785,63.8544105071387
"CG12091",0,0.923970219736966,0,0,2.05136569790749,1.00651570942363,0,2.95060851575505,0,0,0,2.24050563182943
"CG12093",400.881199430411,424.102330859268,344.332998557288,347.609884756255,358.988997133811,431.795239342739,339.344878411707,407.183975174197,319.315707312366,393.557527919799,467.826683119679,361.841659540453
"CG12096",1.99443382801199,3.69588087894787,3.09281136428701,0,0,0,0,0,0,0,0,0
"CG12099",0,0,0,0,0,0,0,0,0,0,0,0
"CG12104",27.9220735921679,12.9355830763175,29.8971765214411,19.0994442173767,23.5907055259362,33.2150184109799,41.5721645917476,27.5390128137138,37.8137021817275,31.0140443197668,18.5956212955521,24.6455619501237
"CG12105",67.8107501524078,107.180545489488,71.1346613786013,127.011304045555,74.8748479736235,22.1433456073199,42.538959117137,27.5390128137138,33.6121797170912,23.5278956908575,22.510488936721,38.0885957411003
"CG12106",50.8580626143058,32.3389576907938,37.1137363714442,38.1988884347533,44.1043625050111,44.2866912146399,29.0038357616843,41.3085192205707,37.8137021817275,53.4724902064944,38.1699595013964,38.0885957411003
"CG12107",660.15759707197,597.808732169817,578.355725121672,656.065908866888,613.35834367434,832.388491693345,883.650196205983,945.178261213535,844.506015391915,1025.60236216056,1039.39735873033,1027.27183219379
"CG12111",0,0,0,0,0,0,0,0,0,2.13889960825978,0,0
"CG12112",0,0,0,0,0,0,0,0,0,0,0,0
"CG12115",0,0.923970219736966,1.030937121429,2.8649166326065,4.10273139581499,4.02606283769454,3.86717810155791,2.95060851575505,2.52091347878184,5.34724902064944,4.89358455146108,5.60126407957357
"CG12116",2218.80763366334,2267.42291923452,1678.36563368642,1681.70606334001,1647.24665541972,2289.82323893877,1507.2326650822,1356.29638107541,1215.92060126577,1487.60467754468,1585.52139467339,1218.83506371521
"CG12118",0,0,0,0,0,0,0,0,0,0,0,0
"CG12121",568.413640983418,645.85518359614,630.933518314551,695.21976951251,660.539754726213,655.241726834786,621.648879825435,621.594860652398,673.924203327678,725.086967200064,736.973833450039,742.727616951456
"CG12123",95.7328237445757,89.6251113144857,101.031837900042,89.7673878216703,114.87647908282,137.892652191038,277.47002878678,298.01146009126,244.528607441838,244.904005145744,187.913646776105,207.246770944222
"CG12126",0,0,17.5259310642931,0,0,0,412.821262341307,408.167511346116,384.019153267766,344.362836929824,275.998168702405,325.993569431182
"CG12128",13.961036796084,21.2513150539502,13.4021825785771,18.1444720065078,12.308194187445,11.07167280366,18.3690959824001,12.7859702349386,16.8060898585456,6.41669882477933,15.6594705646755,13.4430337909766
"CG12129",178.501827607073,127.507890323701,116.495894721478,154.705498160751,157.955158738877,235.52467600513,216.561973687243,283.258417512485,219.31947265402,280.195848682031,298.508657639126,237.493596973919
"CG1213",8.97495222605397,12.0116128565806,0,8.5947498978195,13.3338770363987,3.0195471282709,0,1.9670723438367,0,0,0,0
"CG12133",0,0,0,3.81988884347533,0,0,4.83397262694739,2.95060851575505,0.840304492927279,3.20834941238967,1.95743382058443,3.36075844774414
"CG12134",0,0,0,0,0,0,0,0,0,0,0,0
"CG12147",0,0,28.8662394000121,0,0,1.00651570942363,617.781701723877,557.665009477705,628.547760709605,449.168917734553,358.210389166951,468.265677052351
"CG12155",220.384937995325,251.319899768455,239.177412171529,214.868747445487,224.62454392087,156.009934960663,165.321863841601,181.954191804895,209.235818738892,224.584458867277,222.168738636333,213.96828783971
"CG12158",17.9499044521079,27.719106592109,27.8353022785831,15.2795553739013,37.9502654112886,25.1628927355908,7.73435620311583,16.720114922612,12.6045673939092,14.9722972578184,17.6169043852599,11.2025281591471
"CG12159",53.8497133563238,28.643076811846,30.9281136428701,32.4690551695403,48.2070939008261,49.3192697617581,60.9080550995371,78.6828937534681,49.5779650827095,41.7085423610657,54.8081469763641,35.8480901092709
"CG12164",0,0.923970219736966,0,1.90994442173767,1.02568284895375,0,0,0,0,1.06944980412989,2.93615073087665,0
"CG12170",420.825537710531,483.236424922434,424.74609402875,409.683078462729,382.579702659747,472.055867719684,408.954084239749,405.216902830361,363.011540944584,449.168917734553,447.273628003543,461.544160156862
"CG12171",372.959125838243,356.652504818469,336.085501585856,487.990799753974,543.611909945486,376.436875324439,274.569645210612,310.797430326199,239.486780484274,469.488464013021,532.421999198965,468.265677052351
"CG12177",20.9415551941259,20.3273448342133,25.7734280357251,18.1444720065078,15.3852427343062,53.3453325994526,25.1366576601264,19.670723438367,21.8479168161093,19.250096474338,19.5743382058443,23.525309134209
"CG12182",0,0,0,0,0,3.0195471282709,0,0,0,0,0,0
"CG12194",0,0,0,0,0,0,0,0,0.840304492927279,0,0,2.24050563182943
"CG12204",93.7383899165637,41.5786598881635,72.1655985000303,81.1726379238508,96.4141878016522,75.4886782067725,20.302685033179,36.390838360979,17.6463943514729,18.1806466702081,19.5743382058443,30.2468260296973
"CG12206",6.98051839804198,12.9355830763175,13.4021825785771,11.459666530426,6.15409709372248,17.1107670602018,5.80076715233687,7.86828937534681,15.125480872691,1.06944980412989,3.91486764116886,11.2025281591471
"CG12209",1.99443382801199,1.84794043947393,22.6806166714381,0,1.02568284895375,1.00651570942363,538.504550641939,433.739451815993,473.931734010985,517.613705198866,370.93370900075,432.41758694308
"CG12213",0,0.923970219736966,0,0.954972210868833,0,3.0195471282709,3.86717810155791,0,0,3.20834941238967,5.8723014617533,3.36075844774414
"CG12219",105.704992884636,113.648337027647,103.0937121429,106.956887617309,121.030576176542,144.938262157003,158.554302163874,157.365787506936,122.684455967383,145.445173361665,172.25417621143,163.556911123548
"CG12224",220.384937995325,195.881686584237,192.785241707224,69.7129713934248,62.5666537861785,76.4951939161962,160.487891214653,159.332859850773,128.566587417874,106.944980412989,117.446029235066,68.3354217707976
"CG12229",14.95825371009,11.0876426368436,110.310271992904,13.3696109521637,10.2568284895375,5.03257854711817,2377.34773793273,2225.74235705123,2682.25194142387,2359.20626791053,1880.11518467135,1999.65127640777
"CG12231",0,0,4.12374848571602,0,0,0,115.048548521348,146.546889615834,109.239584080546,79.1392855056118,64.5953160792862,70.575927402627
"CG12236",155.565838584936,116.420247686858,158.764316700067,113.641693093391,91.2857735568834,112.729759455447,101.513425165895,94.4194725041617,115.121715531037,129.403426299717,154.63727182617,129.949326646107
"CG12237",675.11585078206,669.878409309301,694.851619843149,638.876409071249,634.897683502369,685.437198117495,583.943893335245,569.467443540725,539.475484459313,678.031175818349,719.356929064779,694.556745867123
"CG12239",410.853368570471,412.090718002687,442.272025093043,418.277828360549,321.038731722523,349.260951170001,507.567125829476,414.068728377626,539.475484459313,574.29454481775,511.868944082829,514.196042504854
"CG12241",313.126110997883,310.453993831621,286.600519757263,249.247747036765,258.472077936344,242.570285971096,391.551782782739,350.138877202933,415.110419506076,430.988271064345,437.48645890062,420.094805968018
"CG12253",57.8385810123478,48.9704216460592,80.4130954714624,51.568499386917,37.9502654112886,51.3323011806053,84.1111237088846,95.40300867608,88.2319717573643,77.000385897352,95.9142572086372,90.7404780890919
"CG12256",0,0,1.030937121429,0,0,0,1.93358905077896,0,0,0,3.91486764116886,1.12025281591471
"CG12259",91.7439560885517,77.6134984579052,84.5368439571784,120.326498569473,90.2600907079297,110.7167280366,72.5095894042109,93.4359363322433,80.6692313210188,108.014430217119,142.892668902664,115.386040039216
"CG12268",1.99443382801199,0.923970219736966,1.030937121429,0,3.07704854686124,5.03257854711817,0.966794525389478,0,6.72243594341823,0,0,0
"CG1227",3.98886765602399,2.7719106592109,2.06187424285801,5.729833265213,3.07704854686124,6.0390942565418,4.83397262694739,6.88475320342846,3.36121797170912,0,0.978716910292216,0
"CG12278",0.997216914005997,0,0,2.8649166326065,0,0,0,0,0,1.06944980412989,0.978716910292216,0
"CG12279",222.379371823337,193.109775925026,171.135562157215,201.499136493324,225.650226769824,292.896071442277,329.676933157812,377.677890016647,350.406973550675,397.835327136319,351.359370794905,343.917614485817
"CG12288",68.8079670664138,42.5026301079005,48.4540447071632,60.1632492847365,37.9502654112886,52.338816890029,32.8710138632423,33.4402298452239,36.133093195873,70.5836870725726,54.8081469763641,40.3291013729297
"CG12289",0,0,13.4021825785771,0,0,0,440.858303577602,344.237660171423,410.068592548512,509.058106765827,326.8914480376,399.930255281553
"CG12290",202.435033543217,177.402282189498,172.166499278644,230.148302819389,230.778641014593,168.088123473747,165.321863841601,172.118830085711,147.893590755201,206.403812197069,241.743076842177,170.278428019037
"CG12299",119.66602968072,166.314639552654,151.547756850064,143.245831630325,192.828375603304,96.6255081046689,133.417644503748,148.513961959671,161.338462642038,137.959024732756,145.82881963354,163.556911123548
"CG12301",134.62428339081,119.192158346069,105.155586385759,143.245831630325,112.825113384912,105.684149489482,106.347397792843,91.4688639884066,128.566587417874,124.056177279067,110.59501086302,140.031601989339
"CG12307",1.99443382801199,0,57.7324788000243,0.954972210868833,0,0,1406.68603444169,1435.96281100079,1651.1983286021,1525.03542068922,1230.24715623732,1433.92360437083
"CG1231",60.8302317543658,32.3389576907938,51.5468560714503,30.5591107478026,20.5136569790749,40.2606283769454,58.9744660487582,60.9792426589377,39.4943111675821,42.7779921651955,41.1061102322731,61.6139048753093
"CG12310",3.98886765602399,3.69588087894787,0,1.90994442173767,3.07704854686124,2.01303141884727,0.966794525389478,6.88475320342846,5.88213145049095,1.06944980412989,0,2.24050563182943
"CG12316",0,7.39176175789573,5.15468560714502,5.729833265213,4.10273139581499,0,2.90038357616843,11.8024340630202,6.72243594341823,10.6944980412989,3.91486764116886,6.72151689548829
"CG12320",2.99165074201799,4.61985109868483,5.15468560714502,2.8649166326065,6.15409709372248,5.03257854711817,21.2694795585685,9.83536171918351,13.4448718868365,7.48614862890922,9.78716910292216,14.5632866068913
"CG12321",389.911813376345,440.733794814533,390.725169021593,446.926994686614,593.870369544219,489.166634779886,568.475180929013,545.862575414685,551.239747360295,628.836484828375,570.591958700362,646.38587478279
"CG12325",0,0,0,0,0,0,0,0,0.840304492927279,0,4.89358455146108,0
"CG1233",0,0,0,0,0,0,0,0,0,0,0,0
"CG12341",289.192905061739,307.68208317241,275.260211421544,288.401607682388,312.833268930893,255.654990193603,271.669261634443,248.834651495343,263.855610779166,339.015587909175,363.103973718412,311.430282824291
"CG12343",195.454515145175,140.443473400019,117.526831842907,169.985053534652,208.213618337611,183.185859115101,334.51090578476,326.534009076892,352.08758253653,378.585230661981,309.27454365234,325.993569431182
"CG12347",0,0,0,0,0,0,10.6347397792843,20.6542596102854,14.2851763797637,6.41669882477933,14.6807536543832,10.0822753432324
"CG12355",9.97216914005997,11.0876426368436,7.21655985000303,21.0093886391143,9.23114564058372,1.00651570942363,16.4355069316211,17.7036510945303,13.4448718868365,22.4584458867277,21.5317720264288,26.8860675819531
"CG1236",1802.96818052284,1685.32168080023,1761.87154052217,1230.00420759906,1351.84999492104,1659.74440483957,1608.74609024809,1577.59201975703,1252.89399895457,1589.20240893701,1881.09390158164,1531.38559935541
"CG12362",0,0,0,0,0,0,0,0,0,0,0,0
"CG12374",59.8330148403598,76.6895282381682,13.4021825785771,48.7035827543105,59.4896052393173,10.0651570942363,5.80076715233687,0,5.04182695756367,3.20834941238967,0.978716910292216,13.4430337909766
"CG12375",451.739262044717,476.768633384275,329.899878857282,440.242189210532,482.070939008261,507.283917549512,393.485371833518,438.657132675584,309.232053397239,455.585616559333,490.3371720564,379.765704595088
"CG12376",0,0,6.18562272857403,0,0,0,104.413808742064,106.221906567182,142.01145930471,59.8891890312738,72.425051361624,79.5379499299447
"CG12379",81.7717869484917,89.6251113144857,46.3921704643052,42.9737494890975,53.3355081455948,36.2345655392508,64.775233201095,100.320689535672,78.1483178422369,52.4030404023645,54.8081469763641,67.2151689548829
"CG12384",1137.82449888084,1008.05150973303,1032.99899567186,843.240462197179,1108.763159719,1102.13470181888,890.41775788371,983.536171918351,762.996479577969,1066.2414547175,1235.14074078878,1129.21483844203
"CG1239",0,0,0,0,0,0,0,0,0,0,0,0
"CG12391",282.212386663697,308.606053392147,261.858028842967,224.418469554176,211.290666884472,229.485581748589,220.429151788801,225.229783369302,191.58942438742,286.61254750681,315.146845114094,319.272052535694
"CG12395",0.997216914005997,0,9.27843409286104,0,1.02568284895375,0,333.54411125937,337.352906967994,348.726364564821,180.737016897951,144.850102723248,152.354382964401
"CG12398",9.97216914005997,9.23970219736966,10.30937121429,11.459666530426,8.20546279162997,7.04560996596544,9.66794525389478,2.95060851575505,2.52091347878184,6.41669882477933,11.7446029235066,8.96202252731772
"CG12402",0,0,0,0,0,0,0,0,0,0,0,0
"CG12420",1.99443382801199,0,3.09281136428701,1.90994442173767,1.02568284895375,4.02606283769454,4.83397262694739,1.9670723438367,0.840304492927279,0,0,1.12025281591471
"CG12426",0,0,3.09281136428701,0,0,0,145.019178808422,153.431642819263,171.422116557165,82.3476349180014,91.9993895674683,85.1392140095183
"CG12438",1.99443382801199,0,35.0518621285862,0,0,0,439.891509052213,537.994286039338,431.076204871694,336.876688300915,317.104278934678,339.436603222158
"CG12439",0,0,0,0,0,0,0,0,0,0,0,0
"CG12446",1.99443382801199,0,4.12374848571602,0,0,0,141.152000706864,97.3700810199167,142.851763797637,140.097924341015,94.935540298345,100.822753432324
"CG12448",0.997216914005997,0,46.3921704643052,2.8649166326065,0,0,1261.66685563327,1104.51112106431,1229.36547315261,790.323405251988,683.144403383967,767.373178901579
"CG1246",1.99443382801199,0,0,0,1.02568284895375,0,0,0,0,0,2.93615073087665,0
"CG12464",0,0,11.3403083357191,0,0,1.00651570942363,296.80591929457,365.875455953626,381.498239788985,164.695269836003,185.956212955521,213.96828783971
"CG12470",7.97773531204797,9.23970219736966,114.43402047862,6.68480547608183,17.4366084322137,6.0390942565418,2042.83683214797,1971.00648852438,2162.94376479482,1668.34169444263,1345.7357516518,1487.69573953474
"CG12477",0,0.923970219736966,5.15468560714502,0.954972210868833,0,0,97.6462470643373,82.6170384411415,123.52476046031,97.3199321758199,91.9993895674683,90.7404780890919
"CG12479",0,0,7.21655985000303,0,0,0,105.380603267453,124.909093833631,129.406891910801,66.3058878560531,78.2973528233773,97.4619949845802
"CG12480",0,0,0,0,0,0,0,0,0,0,0,0
"CG12481",0.997216914005997,2.7719106592109,2.06187424285801,0,6.15409709372248,0,0,1.9670723438367,0,2.13889960825978,0.978716910292216,0
"CG12483",32.9081581621979,40.6546896684265,36.0827992500152,30.5591107478026,48.2070939008261,10.0651570942363,20.302685033179,9.83536171918351,8.40304492927279,13.9028474536886,21.5317720264288,45.9303654525033
"CG12490",0,0.923970219736966,2.06187424285801,0,1.02568284895375,0,0,0,0,0,0.978716910292216,0
"CG12491",0,0,0,0,0,0,0,0,0,0,0,0
"CG12493",0,0,0,0,0,0,0,0,0,0,0,0
"CG12496",0,0,0,0,0,0,0,0,0,0,0,0
"CG12498",0.997216914005997,0,8.24749697143204,0,0,1.00651570942363,271.669261634443,212.443813134364,205.874600767183,136.889574928626,103.743992490975,138.911349173425
"CG12499",207.421118113247,215.285061198713,188.661493221508,257.842496934585,209.239301186564,266.726662997263,160.487891214653,128.843238521304,159.657853656183,208.542711805328,181.06262840406,210.607529391966
"CG12502",0,0,0,0,0,0,0,0,0,0,0,0
"CG12506",0,0,1.030937121429,0,0,0,9.66794525389478,6.88475320342846,8.40304492927279,8.55559843303911,3.91486764116886,7.841769711403
"CG12507",7.97773531204797,7.39176175789573,14.4331197000061,7.63977768695066,3.07704854686124,25.1628927355908,24.169863134737,26.5554766417955,15.125480872691,16.0417470619483,62.6378822587018,25.7658147660384
"CG12511",0,0,0,0,0,0,0,2.95060851575505,2.52091347878184,0,0.978716910292216,1.12025281591471
"CG12516",0,0,16.4949939428641,0,0,0,545.272112319666,538.977822211256,580.65040461275,427.779921651955,360.167822987535,370.80368206777
"CG12517",0,0,0,0,0,0,0,0,0,0,0,0
"CG12519",0,0,0,0,0,0,0,0,0,0,0,0
"CG12520",0,0,0,0,0,0,0,0,0,0,0,0
"CG12521",0,0,10.30937121429,0,0,0,420.555618544423,457.344319942033,458.806253138294,396.765877332189,325.912731127308,350.639131381306
"CG12522",0,0,1.030937121429,0,0,0,6.76756167772635,6.88475320342846,4.20152246463639,5.34724902064944,0,2.24050563182943
"CG12523",0,0,0,0,0,0,0,0,0,0,0,0
"CG12531",0,0,0,0,0,0,0,0,0,0,0,0
"CG12535",2.99165074201799,0,2.06187424285801,0.954972210868833,1.02568284895375,3.0195471282709,6.76756167772635,1.9670723438367,2.52091347878184,3.20834941238967,1.95743382058443,2.24050563182943
"CG12538",0,0,0,0,0,0,2.90038357616843,0.983536171918351,3.36121797170912,0,1.95743382058443,0
"CG12539",96.7300406585817,68.3737962605355,121.650580328623,68.757999182556,360.014679982765,100.651570942363,29.0038357616843,12.7859702349386,16.8060898585456,48.125241185845,17.6169043852599,120.987304118789
"CG12540",1.99443382801199,0,0,1.90994442173767,0,3.0195471282709,0.966794525389478,0,0,2.13889960825978,0,1.12025281591471
"CG12541",267.254132953607,292.898559656618,278.353022785831,289.356579893256,283.088466311234,381.469453871557,124.716493775243,171.135293913793,180.665465979365,217.098310238367,215.317720264288,208.367023760137
"CG12546",0,0,1.030937121429,2.8649166326065,0,0,7.73435620311583,7.86828937534681,9.24334942220007,0,0,1.12025281591471
"CG12547",61.8274486683718,57.2861536236919,76.2893469857464,53.4784438086546,67.6950680309473,84.5473195915853,65.7420277264845,64.9133873466112,41.1749201534367,51.3335905982347,43.0635440528575,44.8101126365886
"CG12560",0,0,0,0,0,1.00651570942363,0,0,0,0,0,0
"CG12567",12.963819882078,5.5438213184218,6.18562272857403,9.54972210868833,4.10273139581499,6.0390942565418,8.7011507285053,4.91768085959175,5.88213145049095,5.34724902064944,8.80845219262994,5.60126407957357
"CG12576",3.98886765602399,1.84794043947393,2.06187424285801,2.8649166326065,10.2568284895375,4.02606283769454,5.80076715233687,0,3.36121797170912,1.06944980412989,0.978716910292216,3.36075844774414
"CG12581",148.585320186894,115.496277467121,181.444933371505,118.416554147735,147.69833024934,139.905683609885,82.1775346581056,130.810310865141,135.289023361292,111.222779629508,110.59501086302,104.183511880068
"CG12589",0,0,1.030937121429,0,1.02568284895375,0,93.7790689627794,102.287761879508,85.7110582785824,50.2641407941048,41.1061102322731,53.7721351639063
"CG12590",0,0,0,0,0,0,10.6347397792843,6.88475320342846,8.40304492927279,3.20834941238967,3.91486764116886,2.24050563182943
"CG12592",8.97495222605397,2.7719106592109,3.09281136428701,0,0,4.02606283769454,96.6794525389478,23.6048681260404,25.2091347878184,38.500192948676,24.4679227573054,47.050618268418
"CG12594",0,0,0,0,0,0,0,0,0,0,0,0
"CG12605",170.524092295025,107.180545489488,184.537744735792,165.210192480308,104.619650593282,117.762338002565,253.300165652043,209.493204618609,278.981091651857,298.376495352239,222.168738636333,231.892332894346
"CG12607",0,1.84794043947393,0,2.8649166326065,0,0,0,0,0.840304492927279,0,0,1.12025281591471
"CG12608",138.613151046834,173.70640131055,152.578693971493,151.840581528144,161.032207285738,182.179343405678,153.720329536927,130.810310865141,139.490545825928,187.15371572273,181.06262840406,154.594888596231
"CG12609",1.99443382801199,0,17.5259310642931,0,0,1.00651570942363,524.002632761097,530.125996663991,591.574363020804,448.099467930423,362.12525680812,405.531519361127
"CG12617",0,0,0,0,0,0,0.966794525389478,9.83536171918351,0,5.34724902064944,1.95743382058443,5.60126407957357
"CG12620",0,0,5.15468560714502,0,0,0,116.982137572127,131.793847037059,114.28141103811,97.3199321758199,73.4037682719162,64.9746633230534
"CG12637",0,1.84794043947393,10.30937121429,0,0,0,432.157152849097,419.969945409136,424.353768928276,349.710085950474,274.04073488182,265.499917371787
"CG12640",0,0,0,0,0,0,0,0.983536171918351,0,0,0,0
"CG12643",1329.29014636999,1257.52346906201,1261.8670366291,1725.63478503998,1483.13739958712,2320.01871022148,1549.77162419933,1730.04012640438,1389.86363130172,1395.6319943895,2026.92272121518,1605.32228520579
"CG12645",0,0,0,0,0,0,0,0,0,0,0,0
"CG1265",638.218824963838,722.544711834308,639.181015285983,431.647439312712,568.228298320376,488.160119070462,576.209537132129,614.710107448969,499.981173291731,577.50289423014,463.91181547851,607.177026225775
"CG12655",194.457298231169,148.759205377652,123.712454571481,68.757999182556,114.87647908282,176.140249149136,90.878685386611,109.172515082937,109.239584080546,196.7787639599,199.658249699612,211.727782207881
"CG12659",140.607584874846,94.2449624131706,150.516819728635,148.975664895538,155.903793040969,114.742790874294,112.148164945179,76.7158214096314,94.9544077007825,85.5559843303911,117.446029235066,128.829073830192
"CG12661",0,0,0,0,0,0,7.73435620311583,5.9012170315101,5.04182695756367,9.625048237169,0.978716910292216,1.12025281591471
"CG12662",0,0,0,0,1.02568284895375,0,0,0,0,0,0,0
"CG12672",15.9554706240959,5.5438213184218,8.24749697143204,11.459666530426,13.3338770363987,23.1498613167436,10.6347397792843,10.8188978911019,10.9239584080546,13.9028474536886,10.7658860132144,17.9240450546354
"CG12674",0,0,0,0,0,0,0,0,0,0,0,0
"CG12679",0,0,14.4331197000061,0,0,0,515.301482032592,406.200439002279,432.756813857549,393.557527919799,357.231672256659,383.126463042832
"CG12680",0,0,0,0,0,0,1.93358905077896,5.9012170315101,5.04182695756367,1.06944980412989,0,3.36075844774414
"CG12682",0,0,1.030937121429,0,0,0,161.454685740043,150.481034303508,153.775722205692,112.292229433638,107.658860132144,142.272107621169
"CG12684",0.997216914005997,0.923970219736966,23.7115537928671,0,0,0,609.080550995371,604.874745729786,687.369075214514,434.196620476735,431.614157438867,441.379609470397
"CG12689",1.99443382801199,0,54.6396674357373,0,0,1.00651570942363,1360.279897223,1244.17325747671,1213.39968778699,836.309746829573,720.335645975071,707.9997796581
"CG12691",0.997216914005997,0.923970219736966,4.12374848571602,0.954972210868833,0,0,135.351233554527,144.579817271998,142.851763797637,106.944980412989,91.0206726571761,97.4619949845802
"CG12692",0,0,0,0,0,0,0,0.983536171918351,0,0,0,0
