"","CSF1","CSF2","CSF3","WTF1","WTF2","WTF3","CSM1","CSM2","CSM3","WTM1","WTM2","WTM3"
"CG7950",0,0,0,0,0,0,0,0,0,0,0,0
"CG7953",0,0,0,0,0,0,0,0,0,0,0,0
"CG7963",0,0,0,0.954972210868833,0,2.01303141884727,0,1.9670723438367,1.68060898585456,2.13889960825978,0.978716910292216,0
"CG7966",842.648292335067,982.180343580395,818.56407441463,1006.54071025575,1170.30413065622,1331.62028356747,547.205701370445,585.204022291419,410.908897041439,1055.5469566762,1085.39705351407,843.55037038378
"CG7968",13.961036796084,17.5554341750024,3.09281136428701,4.77486105434416,3.07704854686124,3.0195471282709,1.93358905077896,0,0,0,0,0
"CG7970",2.99165074201799,1.84794043947393,0,0,2.05136569790749,1.00651570942363,1.93358905077896,4.91768085959175,3.36121797170912,1.06944980412989,0.978716910292216,4.48101126365886
"CG7974",0,0,0,0,0,0,0,0,0,0,0,0
"CG7985",2.99165074201799,0,2.06187424285801,1.90994442173767,4.10273139581499,0,1.93358905077896,2.95060851575505,0,6.41669882477933,3.91486764116886,3.36075844774414
"CG7987",2.99165074201799,0.923970219736966,6.18562272857403,7.63977768695066,8.20546279162997,1.00651570942363,2.90038357616843,6.88475320342846,4.20152246463639,0,6.85101837204551,1.12025281591471
"CG7988",87.7550884325277,116.420247686858,116.495894721478,119.371526358604,104.619650593282,122.794916549683,105.380603267453,117.040804458284,99.1559301654189,95.1810325675601,130.169349068865,142.272107621169
"CG7990",0,0.923970219736966,0,0,0,0,3.86717810155791,4.91768085959175,3.36121797170912,2.13889960825978,0,8.96202252731772
"CG7991",1.99443382801199,10.1636724171066,7.21655985000303,12.4146387412948,4.10273139581499,2.01303141884727,5.80076715233687,4.91768085959175,8.40304492927279,5.34724902064944,8.80845219262994,5.60126407957357
"CG7992",158.557489326953,207.893299440817,169.073687914357,241.607969349815,267.703223576928,98.6385395235161,66.708822251874,88.5182554726516,33.6121797170912,72.7225866808324,116.467312324774,91.8607309050066
"CG7997",0.997216914005997,2.7719106592109,2.06187424285801,6.68480547608183,4.10273139581499,13.0847042225072,6.76756167772635,2.95060851575505,5.04182695756367,6.41669882477933,2.93615073087665,11.2025281591471
"CG8001",0,0,0,0,0,0,0,0,0,0,0,0
"CG8003",0,0,1.030937121429,2.8649166326065,2.05136569790749,5.03257854711817,4.83397262694739,2.95060851575505,2.52091347878184,2.13889960825978,4.89358455146108,0
"CG8004",584.369111607514,486.932305801381,491.757006921635,477.486105434416,542.586227096532,595.857299978791,562.674413776676,547.829647758521,447.88229473024,582.850143250789,647.910594613447,495.151744634304
"CG8006",0.997216914005997,0.923970219736966,29.8971765214411,0.954972210868833,1.02568284895375,4.02606283769454,837.244058987288,748.471026829865,783.163787408224,848.073694675002,675.314668101629,851.392140095183
"CG8008",0,0,0,0,0,0,0,0,0,0,0,0
"CG8010",219.387721081319,199.577567463185,177.321184885789,162.345275847702,236.932738108315,138.899167900461,200.126466755622,226.213319541221,211.756732217674,158.278571011224,190.849797506982,190.442978705501
"CG8012",109.69386054066,153.379056476336,185.568681857221,156.615442582489,250.266615144714,160.035997798358,32.8710138632423,9.83536171918351,14.2851763797637,79.1392855056118,26.4253565778898,126.588568198363
"CG8026",0,0,3.09281136428701,5.729833265213,1.02568284895375,0,0,3.9341446876734,0.840304492927279,0,0,1.12025281591471
"CG8028",0,1.84794043947393,0,0,0,0,0,0,0,0,0,2.24050563182943
"CG8031",467.694732668812,431.494092617163,413.405785693031,387.718717612746,489.250718950937,487.153603361039,433.123947374486,497.669302990686,410.068592548512,406.390925569358,537.315583750427,421.215058783933
"CG8032",27.9220735921679,29.5670470315829,46.3921704643052,37.2439162238845,43.0786796560574,41.267144086369,38.6717810155791,19.670723438367,49.5779650827095,31.0140443197668,42.0848271425653,35.8480901092709
"CG8034",170.524092295025,221.752852736872,193.816178828653,302.72619084542,330.269877363106,219.420424654352,136.318028079916,125.892630005549,135.289023361292,166.834169444263,125.275764517404,198.284748416904
"CG8036",0,0.923970219736966,5.15468560714502,1.90994442173767,1.02568284895375,3.0195471282709,55.1072879472003,88.5182554726516,115.962020023964,47.0557913817151,31.3189411293509,60.4936520593946
"CG8042",449.744828216705,520.195233711912,540.211051628799,442.15213363227,555.920104132931,381.469453871557,2137.58269563614,2123.45459517172,2308.31644207124,2439.41500322028,1965.26355586677,2081.42973196954
"CG8043",163.543573896983,180.174192848708,218.558669742949,201.499136493324,161.032207285738,180.16631198683,1741.19694022645,1577.59201975703,1641.11467468698,1683.31399170044,1462.20306397657,1376.79071075918
"CG8046",0.997216914005997,4.61985109868483,2.06187424285801,1.90994442173767,1.02568284895375,1.00651570942363,4.83397262694739,0,3.36121797170912,4.27779921651955,4.89358455146108,1.12025281591471
"CG8051",4.98608457002998,13.8595532960545,4.12374848571602,21.0093886391143,15.3852427343062,2.01303141884727,4.83397262694739,1.9670723438367,1.68060898585456,2.13889960825978,6.85101837204551,0
"CG8060",147.588103272888,172.782431090813,143.300259878632,197.679247649848,157.955158738877,163.055544926629,193.358905077896,195.723698211752,199.152164823765,175.389767877302,212.381569533411,194.92398996916
"CG8064",210.412768855265,172.782431090813,173.197436400073,178.579803432472,144.621281702478,176.140249149136,135.351233554527,152.448106647344,152.095113219837,174.320318073172,177.147760762891,205.006265312393
"CG8065",0,0,2.06187424285801,0.954972210868833,0,0,23.2030686093475,8.85182554726516,12.6045673939092,31.0140443197668,15.6594705646755,17.9240450546354
"CG8066",26.9248566781619,41.5786598881635,42.2684219785892,66.8480547608183,86.1573593121147,84.5473195915853,24.169863134737,22.6213319541221,23.5285258019638,60.9586388354037,59.7017315278252,67.2151689548829
"CG8067",0,0,0,0,0,0,0.966794525389478,0.983536171918351,0,0,0,0
"CG8072",0,0.923970219736966,16.4949939428641,0.954972210868833,5.12841424476873,0,141.152000706864,153.431642819263,161.338462642038,252.390153774654,209.445418802534,230.772080078431
"CG8079",5.98330148403598,5.5438213184218,4.12374848571602,2.8649166326065,3.07704854686124,10.0651570942363,9.66794525389478,6.88475320342846,14.2851763797637,4.27779921651955,5.8723014617533,6.72151689548829
"CG8086",0,0,0,0,0,0,0,0,0,0,0,0
"CG8087",0,0,0,0,0,0,0,0,0,0,0,0
"CG8089",34.9025919902099,27.719106592109,22.6806166714381,42.9737494890975,45.1300453539648,28.1824398638617,19.3358905077896,13.7695064068569,28.5703527595275,28.875144711507,27.404073488182,31.367078845612
"CG8093",0,0,0,0,0,0,0,0,1.68060898585456,0,0,0
"CG8097",0.997216914005997,0.923970219736966,2.06187424285801,0,3.07704854686124,4.02606283769454,27.0702467109054,37.3743745328973,26.0494392807456,18.1806466702081,24.4679227573054,22.4050563182943
"CG8100",0,0,0,0,0,0,0,0,0,0,0,0
"CG8112",0,0,0,0,0,0,0,0,0,0,0,0
"CG8117",0,0,0,0,0,0,12.5683288300632,11.8024340630202,11.7642629009819,11.7639478454288,16.6381874749677,12.3227809750619
"CG8119",0,0,0,0,0,0,0,0,0,0,0,0
"CG8128",32.9081581621979,75.7655580184312,47.4231075857342,90.7223600325391,86.1573593121147,12.0781885130836,15.4687124062317,26.5554766417955,27.7300482666002,26.7362451032472,14.6807536543832,13.4430337909766
"CG8132",271.243000609631,295.670470315829,248.45584626439,296.996357580207,300.525074743448,283.837430057465,259.10093280438,241.949898291914,168.060898585456,254.529053382914,259.359981227437,291.265732137826
"CG8135",0,0,0,0,0,0,0,0,0,0,0,0
"CG8136",0,0,0,0,0,0,0,0,0,0,0,0
"CG8138",0.997216914005997,0,28.8662394000121,0,0,1.00651570942363,787.937538192425,788.796009878517,779.802569436515,611.725287962296,533.400716109258,634.063093807728
"CG8141",1.99443382801199,0,20.6187424285801,0,0,0,340.311672937096,369.8096006413,309.232053397239,319.765491434837,224.126172456917,264.379664555873
"CG8142",36.8970258182219,70.2217367000095,53.6087303143083,51.568499386917,51.2841424476873,67.4365525313835,76.3767675057688,85.5676469568965,66.384054941255,60.9586388354037,78.2973528233773,72.8164330344564
"CG8149",301.159508029811,269.799304163194,278.353022785831,297.951329791076,292.319611951818,303.967744245937,296.80591929457,356.040094234443,278.140787158929,357.196234579383,398.337782488932,406.651772177041
"CG8152",66.8135332384018,60.9820345026398,75.2584098643174,68.757999182556,55.3868738435023,61.3974582748417,64.775233201095,71.7981405500396,78.1483178422369,69.5142372684428,65.5740329895785,90.7404780890919
"CG8155",306.145592599841,340.021040863204,402.065477357312,353.339718021468,325.141463118338,292.896071442277,345.145645564044,388.496787907749,397.464025154603,436.335520084995,413.997253053607,414.493541888444
"CG8157",6.98051839804198,3.69588087894787,5.15468560714502,4.77486105434416,2.05136569790749,1.00651570942363,0,0,3.36121797170912,0,0.978716910292216,0
"CG8159",43.8775442162639,39.7307194486896,60.8252901643113,49.6585549651793,32.8218511665199,51.3323011806053,48.3397262694739,52.1274171116726,43.6958336322185,31.0140443197668,40.1273933219809,44.8101126365886
"CG8160",13.961036796084,7.39176175789573,10.30937121429,2.8649166326065,3.07704854686124,0,86.0447127596636,45.2426639082441,48.7376605897822,12.8333976495587,8.80845219262994,12.3227809750619
"CG8170",5.98330148403598,2.7719106592109,2.06187424285801,10.5046943195572,0,0,11.6015343046737,1.9670723438367,15.9657853656183,3.20834941238967,20.5530551161365,4.48101126365886
"CG8172",8.97495222605397,0,3.09281136428701,8.5947498978195,0,6.0390942565418,12.5683288300632,32.4566936733056,15.9657853656183,1.06944980412989,8.80845219262994,5.60126407957357
"CG8173",53.8497133563238,71.1457069197464,71.1346613786013,74.487832447769,76.926213671531,70.4560996596544,122.782904724464,129.826774693222,161.338462642038,120.847827866677,107.658860132144,95.2214893527507
"CG8176",0,0,0,0,0,0,0,0,0,0,0,0
"CG8180",26.9248566781619,32.3389576907938,35.0518621285862,23.8743052717208,22.5650226769824,45.2932069240635,30.9374248124633,57.0450979712643,26.8897437736729,21.3889960825978,42.0848271425653,30.2468260296973
"CG8187",210.412768855265,223.600793176346,225.775229592952,200.544164282455,221.547495374009,281.824398638617,226.229918941138,187.855408836405,180.665465979365,245.973454949874,269.147150330359,235.25309134209
"CG8188",13.961036796084,11.0876426368436,13.4021825785771,5.729833265213,10.2568284895375,5.03257854711817,11.6015343046737,10.8188978911019,7.56274043634551,7.48614862890922,5.8723014617533,11.2025281591471
"CG8191",77.7829192924678,85.9292304355379,74.2274727428884,66.8480547608183,61.5409709372248,113.736275164871,59.9412605741476,68.8475320342846,64.7034459554005,63.0975384436634,102.765275580683,85.1392140095183
"CG8192",990.236395607955,522.967144371123,587.634159214533,619.776964853873,361.040362831719,959.209471080723,3094.70927577172,3170.92061826476,3049.4650048331,644.878231890323,3528.27446160344,897.322505547686
"CG8195",286.201254319721,332.629279105308,317.528633400134,239.698024928077,249.24093229576,274.778788672652,288.104768566064,317.682183529627,299.148399482111,336.876688300915,397.35906557864,364.082165172282
"CG8197",0,0,0,0,0,0,0,0,0,0,0,0
"CG8202",159.55470624096,154.303026696073,154.640568214351,135.606053943374,165.134938681553,163.055544926629,177.890192671664,171.135293913793,145.372677276419,157.209121207094,146.807536543832,170.278428019037
"CG8204",0,0,5.15468560714502,0,0,0,98.6130415897268,81.6335022692231,77.3080133493096,57.750289423014,37.1912425911042,35.8480901092709
"CG8206",7.97773531204797,6.46779153815877,5.15468560714502,1.90994442173767,4.10273139581499,6.0390942565418,5.80076715233687,3.9341446876734,2.52091347878184,4.27779921651955,4.89358455146108,2.24050563182943
"CG8209",524.536096767154,574.709476676393,469.076390250197,428.782522680106,610.281295127479,579.753048628013,616.814907198487,583.236949947582,485.695996911967,614.933637374686,766.335340758805,762.89216763792
"CG8219",11.966602968072,3.69588087894787,45.3612333428762,3.81988884347533,10.2568284895375,9.05864138481271,703.82641448354,633.397294715418,657.958417962059,379.65468046611,449.231061824127,399.930255281553
"CG8229",74.7912685504498,76.6895282381682,64.9490386500273,84.0375545564573,86.1573593121147,84.5473195915853,78.3103565565477,71.7981405500396,50.4182695756367,84.4865345262612,65.5740329895785,86.259466825433
"CG8230",403.872850172429,478.616573823749,437.117339485898,480.351022067023,503.61027883629,471.049352010261,610.047345520761,543.895503070848,601.658016935932,649.156031106842,600.932182919421,632.942840991814
"CG8236",0.997216914005997,10.1636724171066,41.2374848571602,0,7.17977994267623,1.00651570942363,536.57096159116,624.545469168153,602.498321428859,501.571958136918,413.997253053607,457.063148893203
"CG8237",177.504610693067,213.437120759239,158.764316700067,152.795553739013,182.571547113767,176.140249149136,514.334687507202,511.438809397542,516.787263150276,520.822054611256,475.656418402017,505.234019977536
"CG8243",601.321799145616,633.843570739559,544.334800114515,430.692467101844,495.40481604466,539.492420251068,668.055017044129,677.656422451744,661.319635933768,681.239525230739,688.037987935428,582.531464275652
"CG8245",412.847802398483,252.243869988192,437.117339485898,216.778691867225,168.211987228414,201.303141884727,1208.49315673685,995.338605981371,1257.93582591214,887.643337427808,863.228314877734,911.885792154578
"CG8248",0,0,0,0,0,0,0,0,0,0,0,0
"CG8249",56.8413640983418,90.5490815342227,55.6706045571663,99.3171099303586,74.8748479736235,103.671118070634,42.538959117137,41.3085192205707,40.3346156605094,85.5559843303911,70.4676175410395,89.6202252731772
"CG8252",2.99165074201799,1.84794043947393,30.9281136428701,7.63977768695066,2.05136569790749,2.01303141884727,546.238906845055,488.81747744342,464.688384588785,512.266456178217,445.316194182958,471.626435500095
"CG8260",0,0,0,0,0,0,0,0,0,0,0,0
"CG8272",0,0,0,0,0,0,0,0,0,0,0,0
"CG8281",110.691077454666,76.6895282381682,106.186523507188,85.947498978195,114.87647908282,68.4430682408071,106.347397792843,135.727991724732,98.3156256724916,117.639478454288,111.573727773313,107.544270327813
"CG8289",0,0,0,0,0,0,0,0,0,0,0,0
"CG8292",7.97773531204797,22.1752852736872,74.2274727428884,20.0544164282455,42.0529968071036,12.0781885130836,1193.99123885601,1096.64283168896,1141.97380588817,1007.42171549036,829.951939927799,924.208573129639
"CG8298",53.8497133563238,61.9060047223768,43.2993591000182,62.0731937064741,47.1814110518723,74.4821624973489,56.0740824725897,54.0944894555093,69.7452729129641,82.3476349180014,84.1696542851306,75.0569386662859
"CG8299",16.9526875381019,12.0116128565806,6.18562272857403,6.68480547608183,19.4879741301212,9.05864138481271,19.3358905077896,34.4237660171423,18.4866988444001,17.1111968660782,7.82973528233773,16.8037922387207
"CG8300",673.121416954048,545.14242964481,813.409388807485,847.060351040655,988.758266391412,800.179988991789,401.219728036633,325.550472904974,285.703527595275,485.530211074969,459.018230927049,720.322560633161
"CG8301",184.485129091109,135.823622301334,207.21836140723,156.615442582489,111.799430535958,151.983872122969,331.610522208591,220.312102509711,318.475402819439,155.070221598834,329.827598768477,228.531574446602
"CG8303",0,0.923970219736966,0,0,0,0,0,0,0,0,0,2.24050563182943
"CG8306",744.92103476248,852.82451281722,685.573185750288,712.409269308149,883.112932949176,788.101800478705,443.75868715377,630.446686199663,560.483096782495,788.184505643728,956.206421355495,636.303599439558
"CG8312",61.8274486683718,70.2217367000095,76.2893469857464,63.028165917343,52.3098252966411,54.3518483088762,41.5721645917476,51.1438809397542,64.7034459554005,51.3335905982347,93.9568233880527,70.575927402627
"CG8314",358.000872128153,404.698956244791,377.322986443016,401.08832856491,523.098252966411,524.394684609713,365.448330597223,318.665719701546,304.190226439675,435.266070280865,548.081469763641,522.037812216257
"CG8319",120.663246594726,123.812009444754,80.4130954714624,106.00191540644,128.210356119218,119.775369421412,131.484055452969,155.398715163099,126.885978432019,111.222779629508,126.254481427696,146.753118884828
"CG8320",216.396070339301,203.273448342133,189.692430342937,201.499136493324,219.496129676102,313.02638563075,184.65775434939,271.455983449465,179.825161486438,231.001157692056,323.955297306723,252.056883580811
"CG8321",66.8135332384018,58.2101238434289,34.0209250071572,77.3527490803755,49.2327767497798,54.3518483088762,71.5427948788214,67.8639958623662,64.7034459554005,60.9586388354037,47.9571286043186,59.3733992434799
"CG8323",733.951648708414,808.473942269846,697.944431207436,593.037742949545,592.844686695266,592.83775285052,442.791892628381,505.537592366032,495.779650827095,462.002315384112,532.421999198965,535.480846007233
"CG8326",119.66602968072,108.104515709225,101.031837900042,127.011304045555,108.722381989097,129.840526515649,105.380603267453,125.892630005549,86.5513627715097,161.486920423613,143.871385812956,105.303764695983
"CG8329",0,0,0,4.77486105434416,3.07704854686124,4.02606283769454,0,1.9670723438367,0,0,0.978716910292216,0
"CG8343",1.99443382801199,0.923970219736966,1.030937121429,1.90994442173767,2.05136569790749,0,3.86717810155791,1.9670723438367,2.52091347878184,0,1.95743382058443,2.24050563182943
"CG8349",1.99443382801199,0,34.0209250071572,3.81988884347533,0,0,680.623345874193,642.249120262683,778.962264943587,716.531368767025,566.677091059193,603.816267778031
"CG8353",26.9248566781619,20.3273448342133,30.9281136428701,16.2345275847702,21.5393398280287,32.2085027015563,25.1366576601264,20.6542596102854,29.4106572524548,35.2918435362863,25.4466396675976,30.2468260296973
"CG8360",0,0,0,0,0,0,0,0,0,0,0.978716910292216,3.36075844774414
"CG8366",85.7606546045157,75.7655580184312,118.557768964336,81.1726379238508,125.133307572357,110.7167280366,169.189041943159,181.954191804895,181.505770472292,146.514623165795,205.530551161365,183.721461810013
"CG8369",61.8274486683718,68.3737962605355,70.1037242571723,45.838666121704,65.6437023330398,75.4886782067725,43.5057536425265,76.7158214096314,58.8213145049095,68.4447874643129,72.425051361624,67.2151689548829
"CG8372",0,0,0,0,0,0,0,0,0,0,0,0
"CG8379",0,0,0,0,0,0,0,0,0,0,0,0
"CG8388",83.7662207765037,105.332605050014,121.650580328623,100.272082141227,100.516919197467,87.5668667198562,468.895344813897,461.278464629707,405.867070083876,448.099467930423,384.635745744841,358.480901092709
"CG8389",1.99443382801199,3.69588087894787,1.030937121429,4.77486105434416,7.17977994267623,4.02606283769454,3.86717810155791,5.9012170315101,5.04182695756367,3.20834941238967,0.978716910292216,0
"CG8399",2.99165074201799,0,0,0,0,2.01303141884727,0,0.983536171918351,0,0,0,0
"CG8401",6.98051839804198,14.7835235157915,19.5878053071511,9.54972210868833,5.12841424476873,15.0977356413545,20.302685033179,7.86828937534681,23.5285258019638,18.1806466702081,20.5530551161365,14.5632866068913
"CG8405",383.928511892309,427.798211738216,315.466759157276,475.576161012679,428.735430862666,378.449906743286,318.075398853138,409.151047518034,438.63894530804,399.974226744578,318.08299584497,471.626435500095
"CG8407",0,0,1.030937121429,0,1.02568284895375,4.02606283769454,0.966794525389478,1.9670723438367,0,0,3.91486764116886,2.24050563182943
"CG8414",178.501827607073,202.349478122396,161.857128064354,215.823719656356,172.314718624229,170.101154892594,149.853151435369,170.151757741875,133.608414375437,173.250868269042,165.403157839384,175.87969209861
"CG8419",56.8413640983418,65.6018856013246,61.8562272857403,76.3977768695066,98.4655534995597,47.3062383429108,41.5721645917476,44.2591277363258,68.0646639271096,74.8614862890922,66.5527498998707,79.5379499299447
"CG8420",0.997216914005997,0,18.5568681857221,1.90994442173767,0,4.02606283769454,211.728001060296,235.065145088486,263.855610779166,248.112354558134,138.977801261495,257.658147660384
"CG8435",98.7244744865937,74.8415877986943,119.588706085765,102.182026562965,83.0803107652535,95.6189923952452,106.347397792843,115.073732114447,94.1141032078552,155.070221598834,153.658554915878,145.632866068913
"CG8441",0,0,1.030937121429,0,0,0,0,0,0,0,0,0
"CG8460",133.627066476804,154.303026696073,111.341209114333,127.966276256424,186.674278509582,161.042513507781,131.484055452969,131.793847037059,155.456331191547,196.7787639599,158.552139467339,179.240450546354
"CG8461",32.9081581621979,18.4794043947393,16.4949939428641,36.2889440130156,40.0016311091961,38.2475969580981,49.3065207948634,58.0286341431827,31.9315707312366,47.0557913817151,59.7017315278252,38.0885957411003
"CG8468",12.963819882078,9.23970219736966,13.4021825785771,22.919333060852,16.4109255832599,17.1107670602018,31.9042193378528,10.8188978911019,26.0494392807456,11.7639478454288,29.3615073087665,12.3227809750619
"CG8475",95.7328237445757,104.408634830277,86.5987182000364,53.4784438086546,100.516919197467,75.4886782067725,122.782904724464,79.6664299253864,97.4753211795643,68.4447874643129,88.0845219262994,106.424017511898
"CG8476",2.99165074201799,0,31.9590507642992,2.8649166326065,0,0,1005.46630640506,887.149627070352,1056.26274760959,854.490393499781,679.229535742798,666.550425469255
"CG8478",0,0,0,0,0,0,0,0.983536171918351,0,0,0.978716910292216,7.841769711403
"CG8483",6804.01100426292,12758.180794128,6206.24147100261,10721.4730114244,11146.0955195804,985.378879525738,454.393426933055,223.262711025466,229.403126569147,216.028860434238,330.806315678769,794.259246483532
"CG8490",0,0,0,0,0,0,0,0,0,0,0,0
"CG8492",191.465647489151,172.782431090813,184.537744735792,130.83119288903,149.749695947247,195.264047628185,105.380603267453,90.4853278164883,150.414504233983,247.042904754004,249.572812124515,235.25309134209
"CG8500",10.969386054066,4.61985109868483,7.21655985000303,1.90994442173767,6.15409709372248,4.02606283769454,6.76756167772635,2.95060851575505,4.20152246463639,7.48614862890922,7.82973528233773,3.36075844774414
"CG8501",24.9304228501499,17.5554341750024,19.5878053071511,17.189499795639,37.9502654112886,34.2215341204036,17.4023014570106,11.8024340630202,4.20152246463639,8.55559843303911,14.6807536543832,15.683539422806
"CG8507",768.854240698623,810.32188270932,637.119141043125,585.397965262595,656.437023330398,638.130959774584,664.187838942571,691.425928858601,590.734058527877,694.072922880298,772.207642220558,712.480790921758
"CG8508",0.997216914005997,0,34.0209250071572,0,0,0,801.472661547877,901.902669649128,915.931897290734,737.920364849623,609.74063511205,673.271942364743
"CG8509",1.99443382801199,1.84794043947393,22.6806166714381,0,0,0,245.565809448927,239.982825948078,301.669312960893,155.070221598834,140.935235082079,169.158175203122
"CG8516",184.485129091109,201.425507902659,205.156487164372,172.849970167259,192.828375603304,195.264047628185,183.690959824001,174.085902429548,185.707292936929,176.459217681432,229.019757008379,213.96828783971
"CG8517",1.99443382801199,0,102.062775021471,0,0,1.00651570942363,2428.58784777837,2289.67220822592,2686.45346388851,2175.26090160019,1664.79746440706,1842.8158821797
"CG8519",108.696643626654,90.5490815342227,102.062775021471,98.3621377194898,124.107624723403,99.6450552329398,93.7790689627794,133.760919380896,99.9962346583462,130.472876103846,117.446029235066,189.322725889587
"CG8520",0,0,0,0.954972210868833,0,0,1.93358905077896,9.83536171918351,4.20152246463639,4.27779921651955,1.95743382058443,2.24050563182943
"CG8526",0,0,0,0,0,0,0,0,0,0,0,0
"CG8531",1259.48496238957,1423.83810861467,1290.73327602911,1033.27993216008,1156.97025361983,1257.13812107012,2366.71299815344,2164.76311439229,2325.12253192978,2177.39980120845,2064.11396380628,2022.05633272606
"CG8534",563.427556413388,632.919600519822,436.086402364469,728.64379689292,1024.65716610479,508.290433258935,121.816110199074,82.6170384411415,110.079888573474,349.710085950474,313.189411293509,435.778345390824
"CG8539",0,0,0,0,0,0,0,0,0,0,0,0
"CG8541",9.97216914005997,1.84794043947393,2.06187424285801,44.8836939108351,8.20546279162997,48.3127540523344,24.169863134737,29.5060851575505,23.5285258019638,25.6667952991173,136.041650530618,31.367078845612
"CG8543",7.97773531204797,1.84794043947393,3.09281136428701,11.459666530426,2.05136569790749,11.07167280366,21.2694795585685,8.85182554726516,9.24334942220007,16.0417470619483,61.6591653484096,14.5632866068913
"CG8545",420.825537710531,368.66411767505,352.58049552872,481.305994277892,394.887896847192,344.228372622883,187.558137925559,193.756625867915,210.916427724747,335.807238496785,370.93370900075,329.354327878926
"CG8547",2.99165074201799,4.61985109868483,6.18562272857403,4.77486105434416,11.2825113384912,13.0847042225072,1.93358905077896,4.91768085959175,5.88213145049095,3.20834941238967,4.89358455146108,5.60126407957357
"CG8560",0,0,1.030937121429,0,0,0,81.2107401327162,88.5182554726516,67.2243594341823,35.2918435362863,23.4892058470132,40.3291013729297
"CG8562",870.570365927235,1178.06203016463,869.079993364651,1092.48820923394,1520.06198214945,1088.04348188695,275.536439736001,387.51325173583,48.7376605897822,732.573115828974,788.845829695526,405.531519361127
"CG8563",1.99443382801199,3.69588087894787,0,0.954972210868833,2.05136569790749,7.04560996596544,0,0.983536171918351,0,5.34724902064944,0.978716910292216,3.36075844774414
"CG8564",0,0,0,0,1.02568284895375,1.00651570942363,6.76756167772635,8.85182554726516,7.56274043634551,9.625048237169,4.89358455146108,11.2025281591471
"CG8565",3.98886765602399,0,151.547756850064,0,1.02568284895375,4.02606283769454,3574.2393603649,3021.42312013317,3786.41204513032,2462.94289891113,2269.64451496765,2409.66380703255
"CG8568",199.443382801199,102.560694390803,121.650580328623,93.5872766651456,36.9245825623349,148.964324994698,1743.13052927723,1486.12315576863,1273.06130678483,162.556370227743,976.759476471632,151.234130148486
"CG8569",144.59645253087,161.694788453969,160.826190942925,150.885609317276,127.184673270265,128.834010806225,205.927233907959,224.246247197384,216.798559175238,221.376109454887,167.360591659969,200.525254048734
"CG8578",0.997216914005997,10.1636724171066,4.12374848571602,6.68480547608183,4.10273139581499,4.02606283769454,9.66794525389478,11.8024340630202,21.007612323182,8.55559843303911,17.6169043852599,20.1645506864649
"CG8584",0,0,16.4949939428641,0,0,0,391.551782782739,412.101656033789,377.296717324348,486.599660879099,315.146845114094,353.99988982905
"CG8586",34.9025919902099,36.0348385697417,35.0518621285862,34.378999591278,37.9502654112886,51.3323011806053,41.5721645917476,59.012170315101,42.0152246463639,35.2918435362863,52.8507131557797,26.8860675819531
"CG8607",47.8664118722878,45.2745407671114,40.2065477357312,58.2533048629988,30.7704854686124,50.3257854711817,38.6717810155791,38.3579107048157,41.1749201534367,33.1529439280265,31.3189411293509,66.0949161389681
"CG8611",5.98330148403598,7.39176175789573,10.30937121429,0,4.10273139581499,1.00651570942363,2.90038357616843,2.95060851575505,0.840304492927279,2.13889960825978,4.89358455146108,2.24050563182943
"CG8613",799.76796503281,778.906895238263,825.780634264633,723.868935838575,828.751741954627,728.717373622711,775.369209362362,789.779546050436,731.064908846733,829.893048004794,776.122509861727,873.797196413477
"CG8617",152.574187842917,125.659949884227,181.444933371505,127.966276256424,165.134938681553,165.068576345476,484.364057220129,518.323562600971,419.311941970712,486.599660879099,411.061102322731,342.797361669903
"CG8620",0,0,0,0,0,0,0,0,0,0,0,0
"CG8630",4857.44358812321,5315.60067414677,5333.03772915224,5234.20268777207,6404.36370886719,6372.25095636103,2379.28132698351,2748.98360051179,2735.19112447829,5551.51393323825,6487.9143983271,6173.71326850599
"CG8635",0,0,0,0,0,0,0.966794525389478,0,0,0,0,1.12025281591471
"CG8641",51.8552795283118,44.3505705473744,42.2684219785892,73.5328602369001,61.5409709372248,52.338816890029,74.4431784549898,59.012170315101,81.509535813946,89.8337835469106,68.5101837204551,88.4999724572624
"CG8642",22.9359890221379,135.823622301334,7.21655985000303,125.101359623817,124.107624723403,14.0912199319309,2.90038357616843,0,0.840304492927279,0,0,0
"CG8646",173.515743037043,168.162579992128,206.187424285801,129.876220678161,150.775378796201,242.570285971096,90.878685386611,140.645672584324,126.045673939092,164.695269836003,187.913646776105,180.360703362269
"CG8654",10.969386054066,11.0876426368436,24.7424909142961,7.63977768695066,16.4109255832599,9.05864138481271,47.3729317440844,42.2920553924891,59.6616189978368,22.4584458867277,25.4466396675976,34.7278372933561
"CG8661",4.98608457002998,12.9355830763175,13.4021825785771,35.3339718021468,21.5393398280287,1.00651570942363,0,0,0,1.06944980412989,0,3.36075844774414
"CG8664",0,0,0,0,0,0,0,0,0,0,0,0
"CG8665",88.7523053465337,139.519503180282,92.7843409286104,196.72427543898,168.211987228414,149.970840704121,197.226083179454,168.184685398038,252.091347878184,274.848599661381,225.10488936721,212.848035023796
"CG8668",0,0,0,0,1.02568284895375,0,0,0,0,1.06944980412989,2.93615073087665,0
"CG8671",37.8942427322279,42.5026301079005,39.1756106143022,3.81988884347533,7.17977994267623,3.0195471282709,13.5351233554527,13.7695064068569,26.8897437736729,10.6944980412989,5.8723014617533,8.96202252731772
