892	14 May 26	21:00:00	1	0	1	0	Ct	0	1	7	0	0	0	0	0	1	3	0	0	0	0	0	29	0	0	11	39	0	2	7	0	0	1	0	0	0	0	0	17	5	0
893	14 May 26	21:05:00	1	0	1	0	Ct	0	1	21	0	0	0	0	0	0	4	0	0	0	7	0	1	0	0	43	18	0	0	0	0	0	0	0	0	0	0	0	24	9	0
894	14 May 26	21:10:00	1	0	1	0	Ct	0	1	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	28	0	0	10	0	0	0	0	0	0	0	0	0	0	0
895	14 May 26	21:15:00	1	0	1	0	Ct	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	3	0	0	0	0	0	0	0	0	0	0	0
896	14 May 26	21:20:00	1	0	1	0	Ct	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	13	0	2	0	0	0	0	0	0	0	0	0	0	0
897	14 May 26	21:25:00	1	0	1	0	Ct	0	1	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	34	0	24	0	0	0	0	0	0	0	0	0	0	0
898	14 May 26	21:30:00	1	0	1	0	Ct	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	2	0	0	0	0	0	0	0	0	0	0	0
899	14 May 26	21:35:00	1	0	1	0	Ct	0	1	1	0	0	0	11	0	0	0	0	0	0	0	0	0	0	3	0	6	2	0	0	0	3	0	0	0	0	0	0	0	0	0
900	14 May 26	21:40:00	1	0	1	0	Ct	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
901	14 May 26	21:45:00	1	0	1	0	Ct	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	7	4	1	0	2	0	0	0	0	0	0	0	0	0	0	0
902	14 May 26	21:50:00	1	0	1	0	Ct	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	52	0	0	14	4	9	0	1	0	0	0	0	0	0	0	0	0	0	0
903	14 May 26	21:55:00	1	0	1	0	Ct	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	35	12	4	0	4	0	0	0	0	0	0	0	0	0	0	0
904	14 May 26	22:00:00	1	0	1	0	Ct	0	1	6	0	0	4	0	0	0	0	0	5	0	0	0	0	0	0	7	10	0	0	3	0	0	0	0	0	0	0	0	0	0	0
905	14 May 26	22:05:00	1	0	1	0	Ct	0	1	6	0	0	4	0	0	1	0	0	5	0	9	0	0	0	0	10	4	8	0	10	0	0	0	2	14	0	26	3	0	1	0
906	14 May 26	22:10:00	1	0	1	0	Ct	0	0	15	0	0	0	0	0	0	0	0	5	0	28	0	0	0	0	24	5	0	0	1	0	0	0	0	8	0	0	1	0	3	0
907	14 May 26	22:15:00	1	0	1	0	Ct	0	0	1	0	0	0	0	0	1	0	0	16	0	35	0	0	0	0	19	10	3	0	18	0	0	0	0	0	0	0	1	0	5	0
908	14 May 26	22:20:00	1	0	1	0	Ct	0	0	9	0	0	2	0	0	0	0	0	4	15	0	0	4	0	0	24	17	14	0	0	0	2	0	0	0	0	0	0	0	0	0
909	14 May 26	22:25:00	1	0	1	0	Ct	0	0	0	0	0	1	7	0	0	2	0	9	4	0	0	0	0	0	18	11	2	2	0	0	0	0	0	0	0	0	0	0	0	0
910	14 May 26	22:30:00	1	0	1	0	Ct	0	0	0	0	0	0	0	0	0	5	0	15	0	0	0	23	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
911	14 May 26	22:35:00	1	0	1	0	Ct	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	18	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0
912	14 May 26	22:40:00	1	0	1	0	Ct	0	0	0	0	0	5	0	0	0	6	0	0	0	0	0	0	0	0	8	18	2	0	0	0	1	0	2	0	0	0	0	0	0	0
913	14 May 26	22:45:00	1	0	1	0	Ct	0	0	0	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	18	3	5	0	0	0	3	1	0	0	0	0	0	0	0	0
914	14 May 26	22:50:00	1	0	1	0	Ct	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	4	0	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
915	14 May 26	22:55:00	1	0	1	0	Ct	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	15	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
916	14 May 26	23:00:00	1	0	1	0	Ct	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	32	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
917	14 May 26	23:05:00	1	0	1	0	Ct	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	15	0	0	0	0	2	0	0	0	0	0	0	0	0	0
918	14 May 26	23:10:00	1	0	1	0	Ct	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	14	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	0
