file,relative_path,session,condition,series,settings_group,tmrm_gain,tmrm_offset,mtg_gain,mtg_offset,tmrm_threshold,mtg_threshold,mask_pixels,mask_fraction,tmrm_mean_in_mask,mtg_mean_in_mask,tmrm_integrated_raw,mtg_integrated_raw,tmrm_background_median,mtg_background_median,tmrm_integrated_bg_corrected,mtg_integrated_bg_corrected,tmrm_mtg_ratio_raw,tmrm_mtg_ratio_bg_corrected,tmrm_mtg_highpass_correlation,tmrm_mtg_mask_dice,mtg_enrichment_in_tmrm_mask,estimated_shift_x_px,estimated_shift_y_px,estimated_shift_magnitude_px,tmrm_saturated_fraction,mtg_saturated_fraction,qc_auto_flags,qc_include,settings_has_WR_and_CS,group_WR_mean_ratio,normalized_to_group_WR_mean,primary_analysis_include,primary_exclusion_reason
TMRM MTG CS WR ZZ.lif - 7.10.26 WR_Series041.tif,905_-99 1143_-51/TMRM MTG CS WR ZZ.lif - 7.10.26 WR_Series041.tif,7.10.26 WR,WR,Series041,905_-99 1143_-51,905,-99,1143,-51,52,26,72854,0.06947898864746094,102.5069591237269,51.61528536525105,7468042.0,3760380.0,0.0,9.0,7468042.0,3105080.0,1.9859806721661108,2.4051045383693817,0.9114630222320557,0.5847234723035382,4.590104255147169,0,0,0.0,0.0002155303955078125,0.0,,Yes,Yes,1.4422844977544238,1.3769687431697415,Yes,
TMRM MTG CS WR ZZ.lif - 7.16.26 CS_Series001.tif,905_-99 1143_-51/TMRM MTG CS WR ZZ.lif - 7.16.26 CS_Series001.tif,7.16.26 CS,CS,Series001,905_-99 1143_-51,905,-99,1143,-51,86,43,172832,0.164825439453125,165.66804179781522,74.040218246621,28632739.0,12796519.0,0.0,11.0,28632739.0,10897541.0,2.237541240707727,2.62744953196322,0.9213240742683411,0.7931521048231189,4.804436904332307,0,0,0.0,0.0027904510498046875,0.0,,Yes,Yes,1.4422844977544238,1.5513868756070555,Yes,
TMRM MTG CS WR ZZ.lif - 7.16.26 CS_Series003.tif,905_-99 1143_-51/TMRM MTG CS WR ZZ.lif - 7.16.26 CS_Series003.tif,7.16.26 CS,CS,Series003,905_-99 1143_-51,905,-99,1143,-51,37,20,122155,0.11649608612060547,72.0708444189759,35.57571118660718,8803814.0,4345751.0,0.0,7.0,8803814.0,3493395.0,2.025844094611035,2.5201312763085766,0.877583920955658,0.6097405184942103,3.6782908897090167,0,0,0.0,0.0,0.0,,Yes,Yes,1.4422844977544238,1.4046078272110594,Yes,
TMRM MTG CS WR ZZ.lif - 7.16.26 CS_Series004.tif,905_-99 1143_-51/TMRM MTG CS WR ZZ.lif - 7.16.26 CS_Series004.tif,7.16.26 CS,CS,Series004,905_-99 1143_-51,905,-99,1143,-51,103,85,267744,0.255340576171875,193.00698801840565,136.63205898171387,51676463.0,36582414.0,2.0,25.0,51140975.0,29889089.0,1.412603963204834,1.7110248826921424,0.8823964595794678,0.8960646344172248,4.357685743246831,-4,0,4.0,0.014073371887207031,0.0002593994140625,TMRM_saturation,No,Yes,1.4422844977544238,0.9794211651059127,No,TMRM_saturation
TMRM MTG CS WR ZZ.lif - 7.16.26 CS_Series005.tif,905_-99 1143_-51/TMRM MTG CS WR ZZ.lif - 7.16.26 CS_Series005.tif,7.16.26 CS,CS,Series005,905_-99 1143_-51,905,-99,1143,-51,27,14,78901,0.07524585723876953,54.111861700105194,27.24736061646874,4269480.0,2149844.0,0.0,5.0,4269480.0,1757794.0,1.9859487479091507,2.428885296001693,0.8348835110664368,0.43879451197041397,3.6213560785605092,0,0,0.0,0.0,0.0,,Yes,Yes,1.4422844977544238,1.376946608662292,Yes,
TMRM MTG CS WR ZZ.lif - 7.16.26 CS_Series006.tif,905_-99 1143_-51/TMRM MTG CS WR ZZ.lif - 7.16.26 CS_Series006.tif,7.16.26 CS,CS,Series006,905_-99 1143_-51,905,-99,1143,-51,107,82,305019,0.29088878631591797,201.77423045777476,129.45424711247497,61544974.0,39486005.0,3.0,24.0,60629917.0,32165847.0,1.5586528442165775,1.8849159171838379,0.8845233917236328,0.9071744465918118,4.513812824744675,-4,0,4.0,0.016745567321777344,0.0,TMRM_saturation,No,Yes,1.4422844977544238,1.0806833510609968,No,TMRM_saturation
TMRM MTG CS WR ZZ.lif - 7.16.26 CS_Series008.tif,905_-99 1143_-51/TMRM MTG CS WR ZZ.lif - 7.16.26 CS_Series008.tif,7.16.26 CS,CS,Series008,905_-99 1143_-51,905,-99,1143,-51,109,63,239770,0.22866249084472656,204.29576677649413,98.69605455227926,48983996.0,23664353.0,3.0,17.0,48264686.0,19588738.0,2.069948669207225,2.4638997162553298,0.9384751915931702,0.8781408278479955,4.812208055500761,0,0,0.0,0.027256011962890625,2.6702880859375e-05,TMRM_saturation,No,Yes,1.4422844977544238,1.4351874906996835,No,TMRM_saturation
TMRM MTG CS WR ZZ.lif - 7.16.26 CS_Series008_2.tif,905_-99 1143_-51/TMRM MTG CS WR ZZ.lif - 7.16.26 CS_Series008_2.tif,7.16.26 CS,CS,Series008_2,905_-99 1143_-51,905,-99,1143,-51,29,16,67099,0.06399059295654297,57.7844081133847,32.34963263237902,3877276.0,2170628.0,0.0,5.0,3877276.0,1836018.0,1.786246192346178,2.1117853964394686,0.8622143268585205,0.4793736583715601,4.336772253101532,0,0,0.0,0.0,0.0,,Yes,Yes,1.4422844977544238,1.238483943443397,Yes,
TMRM MTG CS WR ZZ.lif - 7.16.26 CS_Series010_2.tif,905_-99 1143_-51/TMRM MTG CS WR ZZ.lif - 7.16.26 CS_Series010_2.tif,7.16.26 CS,CS,Series010_2,905_-99 1143_-51,905,-99,1143,-51,23,14,84943,0.0810079574584961,46.713266543446785,27.05261175140977,3967965.0,2297930.0,0.0,5.0,3967965.0,1875779.0,1.7267562545421313,2.115369134636863,0.8220944404602051,0.4916590284142988,3.930848448252471,0,0,0.0,0.0,0.0,,Yes,Yes,1.4422844977544238,1.197236923249621,Yes,
TMRM MTG CS WR ZZ.lif - 7.16.26 CS_Series012_2.tif,905_-99 1143_-51/TMRM MTG CS WR ZZ.lif - 7.16.26 CS_Series012_2.tif,7.16.26 CS,CS,Series012_2,905_-99 1143_-51,905,-99,1143,-51,54,26,281571,0.2685270309448242,102.35611266785287,39.88199423946358,28820513.0,11229613.0,0.0,10.0,28820513.0,8421292.0,2.5664742854450995,3.422338638774193,0.9291632175445557,0.773545289407029,3.2673912101091442,0,0,0.0,0.000194549560546875,0.0,,Yes,Yes,1.4422844977544238,1.7794507875810852,Yes,
TMRM MTG CS WR ZZ.lif - 7.16.26 CS_Series014_2.tif,905_-99 1143_-51/TMRM MTG CS WR ZZ.lif - 7.16.26 CS_Series014_2.tif,7.16.26 CS,CS,Series014_2,905_-99 1143_-51,905,-99,1143,-51,52,23,238206,0.2271709442138672,99.25773490172372,38.39569532253596,23643788.0,9146085.0,0.0,9.0,23643788.0,7007597.0,2.5851266416176975,3.374022221882908,0.9075323343276978,0.7523565847204104,3.4916290056071326,0,0,0.0,0.00013065338134765625,0.0,,Yes,Yes,1.4422844977544238,1.792383295835621,Yes,
TMRM MTG CS WR ZZ.lif - 7.16.26 CS_Series018.tif,905_-99 1143_-51/TMRM MTG CS WR ZZ.lif - 7.16.26 CS_Series018.tif,7.16.26 CS,CS,Series018,905_-99 1143_-51,905,-99,1143,-51,22,12,74014,0.07058525085449219,46.69753019698976,23.85732428999919,3456271.0,1765776.0,0.0,2.0,3456271.0,1618871.0,1.9573666195485724,2.1349885197770546,0.8789236545562744,0.5269652709328077,5.433995428685059,0,0,0.0,1.1444091796875e-05,0.0,,Yes,Yes,1.4422844977544238,1.3571293476398796,Yes,
TMRM MTG CS WR ZZ.lif - 7.16.26 CS_Series020.tif,905_-99 1143_-51/TMRM MTG CS WR ZZ.lif - 7.16.26 CS_Series020.tif,7.16.26 CS,CS,Series020,905_-99 1143_-51,905,-99,1143,-51,38,18,221975,0.21169185638427734,72.09811915756279,30.250190336749633,16003980.0,6714786.0,0.0,7.0,16003980.0,5170956.0,2.383393901160811,3.0949750877787396,0.898686945438385,0.6742226216267614,3.188079905690308,0,0,0.0,7.62939453125e-06,0.0,,Yes,Yes,1.4422844977544238,1.6525130131202652,Yes,
TMRM MTG CS WR ZZ.lif - 7.16.26 CS_Series022.tif,905_-99 1143_-51/TMRM MTG CS WR ZZ.lif - 7.16.26 CS_Series022.tif,7.16.26 CS,CS,Series022,905_-99 1143_-51,905,-99,1143,-51,27,17,234759,0.22388362884521484,51.55664319578802,25.72356331386656,12103386.0,6038838.0,0.0,8.0,12103386.0,4193717.0,2.0042574415806484,2.8860760036979127,0.8841932415962219,0.6364196128162086,2.6754326338712895,0,0,0.0,8.58306884765625e-06,0.0,,Yes,Yes,1.4422844977544238,1.3896408404175409,Yes,
TMRM MTG CS WR ZZ.lif - 7.16.26 CS_Series024_2.tif,905_-99 1143_-51/TMRM MTG CS WR ZZ.lif - 7.16.26 CS_Series024_2.tif,7.16.26 CS,CS,Series024_2,905_-99 1143_-51,905,-99,1143,-51,26,17,237630,0.2266216278076172,50.407153978874724,26.4414004965703,11978252.0,6283270.0,0.0,8.0,11978252.0,4412609.0,1.9063723188721795,2.7145509606674874,0.8878347873687744,0.6428660645142872,2.6992996334967576,0,0,0.0,1.049041748046875e-05,0.0,,Yes,Yes,1.4422844977544238,1.3217727305814635,Yes,
TMRM MTG CS WR ZZ.lif - 7.16.26 CS_Series026_2.tif,905_-99 1143_-51/TMRM MTG CS WR ZZ.lif - 7.16.26 CS_Series026_2.tif,7.16.26 CS,CS,Series026_2,905_-99 1143_-51,905,-99,1143,-51,31,20,327545,0.31237125396728516,55.8325604115465,28.077442794119893,18287676.0,9196626.0,1.0,10.0,17960992.0,5972324.0,1.9885201377113737,3.0073706650878282,0.8533257246017456,0.660223990227115,2.2248759189532348,0,0,0.0,1.049041748046875e-05,0.0,,Yes,Yes,1.4422844977544238,1.378729467596314,Yes,
TMRM MTG CS WR ZZ.lif - 7.16.26 CS_Series028_2.tif,905_-99 1143_-51/TMRM MTG CS WR ZZ.lif - 7.16.26 CS_Series028_2.tif,7.16.26 CS,CS,Series028_2,905_-99 1143_-51,905,-99,1143,-51,34,23,240546,0.2294025421142578,63.97552235331288,35.68161183307974,15389056.0,8583069.0,0.0,10.0,15389056.0,6188636.0,1.7929549442046895,2.4866636202226147,0.8689647912979126,0.6921079586559605,2.787309808952553,0,0,0.0,3.814697265625e-06,0.0,,Yes,Yes,1.4422844977544238,1.2431354195349424,Yes,
TMRM MTG CS WR ZZ.lif - 7.16.26 CS_Series030.tif,905_-99 1143_-51/TMRM MTG CS WR ZZ.lif - 7.16.26 CS_Series030.tif,7.16.26 CS,CS,Series030,905_-99 1143_-51,905,-99,1143,-51,25,16,67164,0.06405258178710938,50.14740039306771,31.61028229408612,3368100.0,2123073.0,0.0,6.0,3368100.0,1721902.0,1.5864268444843865,1.9560346639936534,0.7630758285522461,0.4590574114979377,3.9254014127431343,0,0,0.0,0.0,0.0,,Yes,Yes,1.4422844977544238,1.0999403009284134,Yes,
TMRM MTG CS WR ZZ.lif - 7.16.26 CS_Series030_2.tif,905_-99 1143_-51/TMRM MTG CS WR ZZ.lif - 7.16.26 CS_Series030_2.tif,7.16.26 CS,CS,Series030_2,905_-99 1143_-51,905,-99,1143,-51,36,23,242500,0.23126602172851562,68.09941443298969,35.73,16514108.0,8664525.0,0.0,10.0,16514108.0,6250357.0,1.9059449883288466,2.6421063628845523,0.7678694128990173,0.7018344192436912,2.7767516326774984,0,0,0.0,0.0,0.0,,Yes,Yes,1.4422844977544238,1.3214764433066588,Yes,
TMRM MTG CS WR ZZ.lif - 7.16.26 CS_Series032.tif,905_-99 1143_-51/TMRM MTG CS WR ZZ.lif - 7.16.26 CS_Series032.tif,7.16.26 CS,CS,Series032,905_-99 1143_-51,905,-99,1143,-51,36,12,36757,0.03505420684814453,77.15539897162445,29.751176646625133,2836001.0,1093564.0,0.0,5.0,2836001.0,910631.0,2.5933562187489714,3.11432512181114,0.88182532787323,0.27860737802525176,4.466775452446867,0,0,0.0,0.00011920928955078125,0.0,,Yes,Yes,1.4422844977544238,1.7980892277402396,Yes,
TMRM MTG CS WR ZZ.lif - 7.16.26 CS_Series034.tif,905_-99 1143_-51/TMRM MTG CS WR ZZ.lif - 7.16.26 CS_Series034.tif,7.16.26 CS,CS,Series034,905_-99 1143_-51,905,-99,1143,-51,39,13,44212,0.042163848876953125,81.42404776983625,29.955125305346964,3599920.0,1324376.0,0.0,5.0,3599920.0,1104480.0,2.718200873467958,3.259379979718963,0.8855686783790588,0.3079347379995509,4.055653763061809,0,0,0.0,4.1961669921875e-05,0.0,,Yes,Yes,1.4422844977544238,1.8846495803706427,Yes,
TMRM MTG CS WR ZZ.lif - 7.16.26 CS_Series036.tif,905_-99 1143_-51/TMRM MTG CS WR ZZ.lif - 7.16.26 CS_Series036.tif,7.16.26 CS,CS,Series036,905_-99 1143_-51,905,-99,1143,-51,41,13,39993,0.038140296936035156,85.85574975620733,30.442552446678167,3433629.0,1217489.0,0.0,5.0,3433629.0,1018447.0,2.8202546388509466,3.371436117932499,0.888677716255188,0.2968514881525915,4.27288384057318,0,0,0.0,3.24249267578125e-05,0.0,,Yes,Yes,1.4422844977544238,1.9554079956083312,Yes,
TMRM MTG CS WR ZZ.lif - 7.16.26 CS_Series038.tif,905_-99 1143_-51/TMRM MTG CS WR ZZ.lif - 7.16.26 CS_Series038.tif,7.16.26 CS,CS,Series038,905_-99 1143_-51,905,-99,1143,-51,30,15,99029,0.09444141387939453,57.92910157630593,26.925304708721686,5736661.0,2666386.0,0.0,8.0,5736661.0,1887353.0,2.151474317671935,3.039527316829443,0.8100202679634094,0.4284533287257938,2.788533502882191,0,0,0.0,0.0,0.0,,Yes,Yes,1.4422844977544238,1.4917128493176552,Yes,
TMRM MTG CS WR ZZ.lif - 7.16.26 CS_Series040.tif,905_-99 1143_-51/TMRM MTG CS WR ZZ.lif - 7.16.26 CS_Series040.tif,7.16.26 CS,CS,Series040,905_-99 1143_-51,905,-99,1143,-51,30,16,85262,0.08131217956542969,57.43141141422908,29.360606131688208,4896717.0,2503344.0,0.0,10.0,4896717.0,1663332.0,1.9560703602860814,2.9439203959281732,0.7860217094421387,0.381414165134481,2.6733872716821443,0,0,0.0,0.0,0.0,,Yes,Yes,1.4422844977544238,1.3562305934311853,Yes,
TMRM MTG CS WR ZZ.lif - 7.16.26 CS_Series042.tif,905_-99 1143_-51/TMRM MTG CS WR ZZ.lif - 7.16.26 CS_Series042.tif,7.16.26 CS,CS,Series042,905_-99 1143_-51,905,-99,1143,-51,28,16,103001,0.09822940826416016,53.513266861486784,27.772176969155637,5511920.0,2860562.0,0.0,9.0,5511920.0,1948982.0,1.9268661193150156,2.8281020553293974,0.7725002765655518,0.4266231681159048,2.5997171506932224,0,0,0.0,0.0,0.0,,Yes,Yes,1.4422844977544238,1.3359819940622428,Yes,
TMRM MTG CS WR ZZ.lif - 7.16.26 CS_Series044.tif,905_-99 1143_-51/TMRM MTG CS WR ZZ.lif - 7.16.26 CS_Series044.tif,7.16.26 CS,CS,Series044,905_-99 1143_-51,905,-99,1143,-51,32,10,15613,0.014889717102050781,65.56139114840197,32.53154422596554,1023610.0,507915.0,0.0,5.0,1023610.0,430128.0,2.01531752360139,2.3797799724733104,0.7203261256217957,0.1324881281060188,5.4283931483314865,0,0,0.0,0.0,0.0,,Yes,Yes,1.4422844977544238,1.3973092872724864,Yes,
TMRM MTG CS WR ZZ.lif - 7.16.26 CS_Series048.tif,905_-99 1143_-51/TMRM MTG CS WR ZZ.lif - 7.16.26 CS_Series048.tif,7.16.26 CS,CS,Series048,905_-99 1143_-51,905,-99,1143,-51,91,26,81666,0.07788276672363281,180.56084539465627,48.87563980114123,14745682.0,3991478.0,0.0,4.0,14745682.0,3664990.0,3.6942911873747017,4.023389422617797,0.9645359516143799,0.7727899761726907,7.73595233466998,0,0,0.0,0.006748199462890625,0.0,,Yes,Yes,1.4422844977544238,2.5614164148103633,Yes,
TMRM MTG CS WR ZZ.lif - 7.16.26 CS_Series054.tif,905_-99 1143_-51/TMRM MTG CS WR ZZ.lif - 7.16.26 CS_Series054.tif,7.16.26 CS,CS,Series054,905_-99 1143_-51,905,-99,1143,-51,38,16,117078,0.11165428161621094,76.23322912929842,29.71378909786638,8925234.0,3478831.0,0.0,5.0,8925234.0,2896079.0,2.565584243672659,3.0818337483197107,0.9121385216712952,0.5986351942293774,4.102887746522984,0,0,0.0,4.9591064453125e-05,0.0,,Yes,Yes,1.4422844977544238,1.778833682028175,Yes,
TMRM MTG CS WR ZZ.lif - 7.16.26 CS_Series056.tif,905_-99 1143_-51/TMRM MTG CS WR ZZ.lif - 7.16.26 CS_Series056.tif,7.16.26 CS,CS,Series056,905_-99 1143_-51,905,-99,1143,-51,39,16,116992,0.111572265625,78.87008513402625,29.903309628008753,9227169.0,3498448.0,0.0,5.0,9227169.0,2916162.0,2.637503544428844,3.1641482880580707,0.9192501902580261,0.6002099336221437,4.065043865423164,0,0,0.0,3.814697265625e-05,0.0,,Yes,Yes,1.4422844977544238,1.8286985324568945,Yes,
TMRM MTG CS WR ZZ.lif - 7.16.26 CS_Series059.tif,905_-99 1143_-51/TMRM MTG CS WR ZZ.lif - 7.16.26 CS_Series059.tif,7.16.26 CS,CS,Series059,905_-99 1143_-51,905,-99,1143,-51,45,16,63921,0.060959815979003906,92.63312526399774,31.85538398961218,5921202.0,2036228.0,0.0,5.0,5921202.0,1717861.0,2.907926813696698,3.4468458158139685,0.9172755479812622,0.5136537461944012,4.763001156531096,0,0,0.0,5.14984130859375e-05,0.0,,Yes,Yes,1.4422844977544238,2.016195014384622,Yes,
TMRM MTG CS WR ZZ.lif - 7.10.26 WR_Series049.tif,913_-91 1201_-100/TMRM MTG CS WR ZZ.lif - 7.10.26 WR_Series049.tif,7.10.26 WR,WR,Series049,913_-91 1201_-100,913,-91,1201,-100,40,23,105002,0.10013771057128906,76.26474733814594,41.16335879316584,8007951.0,4322235.0,0.0,10.0,8007951.0,3278705.0,1.8527338286789126,2.4424127818757713,0.9110909700393677,0.5759287029167883,3.58798551139569,0,0,0.0,0.0,0.0,,Yes,No,2.319495790804703,0.7987657645354654,No,unmatched acquisition setting
TMRM MTG CS WR ZZ.lif - 7.10.26 WR_Series052.tif,913_-91 1201_-100/TMRM MTG CS WR ZZ.lif - 7.10.26 WR_Series052.tif,7.10.26 WR,WR,Series052,913_-91 1201_-100,913,-91,1201,-100,46,29,116918,0.11150169372558594,89.33554285909783,52.200088951230775,10444933.0,6103130.0,0.0,7.0,10444933.0,5285416.0,1.7114059507170911,1.9761799260455564,0.9219628572463989,0.7393971162631546,5.183099689619756,0,0,0.0,0.0,0.0,,Yes,No,2.319495790804703,0.7378353336538511,No,unmatched acquisition setting
TMRM MTG CS WR ZZ.lif - 7.10.26 WR_Series054.tif,913_-91 1201_-100/TMRM MTG CS WR ZZ.lif - 7.10.26 WR_Series054.tif,7.10.26 WR,WR,Series054,913_-91 1201_-100,913,-91,1201,-100,42,13,46964,0.044788360595703125,90.06737075206541,28.243207563239928,4229924.0,1326414.0,0.0,4.0,4229924.0,1140747.0,3.188992275413257,3.7080299137319668,0.9276618957519531,0.39809347440003645,5.279995149771147,0,0,0.0,6.198883056640625e-05,0.0,,Yes,No,2.319495790804703,1.3748644373727876,No,unmatched acquisition setting
TMRM MTG CS WR ZZ.lif - 7.10.26 WR_Series056.tif,913_-91 1201_-100/TMRM MTG CS WR ZZ.lif - 7.10.26 WR_Series056.tif,7.10.26 WR,WR,Series056,913_-91 1201_-100,913,-91,1201,-100,34,14,62219,0.05933666229248047,67.47262090358251,29.860010607692185,4198079.0,1857860.0,0.0,4.0,4198079.0,1610937.0,2.2596315115240113,2.605985833089686,0.9101049304008484,0.4500501368140179,4.8056951919392015,0,0,0.0,1.71661376953125e-05,0.0,,Yes,No,2.319495790804703,0.9741908221959209,No,unmatched acquisition setting
TMRM MTG CS WR ZZ.lif - 7.10.26 WR_Series058.tif,913_-91 1201_-100/TMRM MTG CS WR ZZ.lif - 7.10.26 WR_Series058.tif,7.10.26 WR,WR,Series058,913_-91 1201_-100,913,-91,1201,-100,27,16,74433,0.0709848403930664,53.27303749680921,30.578466540378596,3965272.0,2276047.0,0.0,4.0,3965272.0,1980685.0,1.742174919937945,2.001970025521474,0.8626471161842346,0.5081686502288072,4.5918662515199875,0,0,0.0,0.0,0.0,,Yes,No,2.319495790804703,0.7511007033703355,No,unmatched acquisition setting
TMRM MTG CS WR ZZ.lif - 7.10.26 WR_Series060.tif,913_-91 1201_-100/TMRM MTG CS WR ZZ.lif - 7.10.26 WR_Series060.tif,7.10.26 WR,WR,Series060,913_-91 1201_-100,913,-91,1201,-100,48,15,40432,0.0385589599609375,94.90918084685397,34.20463988919668,3837368.0,1382962.0,0.0,4.0,3837368.0,1222189.0,2.7747457992338185,3.139750071388304,0.8806253671646118,0.42834200393122224,6.075357828151048,0,0,0.0,0.0008697509765625,0.0,,Yes,No,2.319495790804703,1.1962711078131234,No,unmatched acquisition setting
TMRM MTG CS WR ZZ.lif - 7.10.26 WR_Series062.tif,913_-91 1201_-100/TMRM MTG CS WR ZZ.lif - 7.10.26 WR_Series062.tif,7.10.26 WR,WR,Series062,913_-91 1201_-100,913,-91,1201,-100,40,14,47587,0.04538249969482422,79.17733834870869,31.297329102485975,3767812.0,1489346.0,0.0,4.0,3767812.0,1300237.0,2.529843300347938,2.897788633918278,0.9219553470611572,0.4264256500674757,5.5618983146450045,0,0,0.0,0.0,0.0,,Yes,No,2.319495790804703,1.0906867390650703,No,unmatched acquisition setting
TMRM MTG CS WR ZZ.lif - 7.10.26 WR_Series064.tif,913_-91 1201_-100/TMRM MTG CS WR ZZ.lif - 7.10.26 WR_Series064.tif,7.10.26 WR,WR,Series064,913_-91 1201_-100,913,-91,1201,-100,38,14,48881,0.046616554260253906,75.9065076410057,30.897956261123955,3710386.0,1510323.0,0.0,3.0,3710386.0,1363958.0,2.4566837689686247,2.7203081033286947,0.9303172826766968,0.5356002174059078,6.48730942690631,0,0,0.0,0.0,0.0,,Yes,No,2.319495790804703,1.0591456034142348,No,unmatched acquisition setting
TMRM MTG CS WR ZZ.lif - 7.10.26 WR_Series066.tif,913_-91 1201_-100/TMRM MTG CS WR ZZ.lif - 7.10.26 WR_Series066.tif,7.10.26 WR,WR,Series066,913_-91 1201_-100,913,-91,1201,-100,37,16,52557,0.05012226104736328,73.81869208668684,33.779306276994504,3879689.0,1775339.0,0.0,0.0,3879689.0,1775339.0,2.1853229157924203,2.1853229157924203,0.8921973705291748,0.3966211863347468,5.644032914331183,0,0,0.0,0.0,0.0,,Yes,No,2.319495790804703,0.9421542925215941,No,unmatched acquisition setting
TMRM MTG CS WR ZZ.lif - 7.10.26 WR_Series069.tif,913_-91 1201_-100/TMRM MTG CS WR ZZ.lif - 7.10.26 WR_Series069.tif,7.10.26 WR,WR,Series069,913_-91 1201_-100,913,-91,1201,-100,42,15,48486,0.04623985290527344,89.87687167429773,30.99913377057295,4357770.0,1503024.0,0.0,0.0,4357770.0,1503024.0,2.899334940759429,2.899334940759429,0.9042662382125854,0.3474684875958761,5.303297042092104,0,0,0.0,9.918212890625e-05,9.5367431640625e-07,,Yes,No,2.319495790804703,1.2499849977108872,No,unmatched acquisition setting
TMRM MTG CS WR ZZ.lif - 7.10.26 WR_Series071.tif,913_-91 1201_-100/TMRM MTG CS WR ZZ.lif - 7.10.26 WR_Series071.tif,7.10.26 WR,WR,Series071,913_-91 1201_-100,913,-91,1201,-100,32,15,60633,0.057824134826660156,63.83091715732357,29.771444592878467,3870260.0,1805132.0,0.0,0.0,3870260.0,1805132.0,2.144031572206354,2.144031572206354,0.885623574256897,0.39140809407321575,4.89280007249949,0,0,0.0,0.0,0.0,,Yes,No,2.319495790804703,0.9243524306903462,No,unmatched acquisition setting
TMRM MTG CS WR ZZ.lif - 7.10.26 WR_Series073.tif,913_-91 1201_-100/TMRM MTG CS WR ZZ.lif - 7.10.26 WR_Series073.tif,7.10.26 WR,WR,Series073,913_-91 1201_-100,913,-91,1201,-100,31,16,67011,0.06390666961669922,62.260360239363685,29.80321141305159,4172129.0,1997143.0,0.0,0.0,4172129.0,1997143.0,2.0890487060766305,2.0890487060766305,0.8652406334877014,0.42653677409235674,4.954039951087856,0,0,0.0,0.0,0.0,,Yes,No,2.319495790804703,0.9006477676563822,No,unmatched acquisition setting
TMRM MTG CS WR ZZ.lif - 7.10.26 WR_Series044.tif,913_-91 1201_-91/TMRM MTG CS WR ZZ.lif - 7.10.26 WR_Series044.tif,7.10.26 WR,WR,Series044,913_-91 1201_-91,913,-91,1201,-91,50,28,120417,0.1148386001586914,95.69804927875632,47.98324156888147,11523672.0,5777998.0,0.0,10.0,11523672.0,4577240.0,1.9944056747683194,2.5176027475072313,0.9349075555801392,0.6516111516356845,3.8711933001536405,0,0,0.0,7.62939453125e-05,0.0,,Yes,No,1.8930690761961282,1.0535303227158588,No,unmatched acquisition setting
TMRM MTG CS WR ZZ.lif - 7.10.26 WR_Series047.tif,913_-91 1201_-91/TMRM MTG CS WR ZZ.lif - 7.10.26 WR_Series047.tif,7.10.26 WR,WR,Series047,913_-91 1201_-91,913,-91,1201,-91,42,25,110402,0.10528755187988281,80.19728809260702,44.75963297766345,8853941.0,4941553.0,0.0,11.0,8853941.0,3732369.0,1.7917324776239372,2.372204088073821,0.9038293957710266,0.5795211140671971,3.3983668112763232,0,0,0.0,0.0,0.0,,Yes,No,1.8930690761961282,0.9464696772841414,No,unmatched acquisition setting
TMRM MTG CS WR ZZ.lif - 7.10.26 WR_Series076.tif,913_-91 1209_-100/TMRM MTG CS WR ZZ.lif - 7.10.26 WR_Series076.tif,7.10.26 WR,WR,Series076,913_-91 1209_-100,913,-91,1209,-100,37,17,74593,0.0711374282836914,76.09220704355637,30.571930341989194,5675946.0,2280452.0,0.0,0.0,5675946.0,2280452.0,2.4889565752754277,2.4889565752754277,0.9042176008224487,0.42477100058196543,4.782911301909638,0,0,0.0,0.0001087188720703125,0.0,,Yes,No,2.128847750915353,1.1691566830954616,No,unmatched acquisition setting
TMRM MTG CS WR ZZ.lif - 7.10.26 WR_Series078.tif,913_-91 1209_-100/TMRM MTG CS WR ZZ.lif - 7.10.26 WR_Series078.tif,7.10.26 WR,WR,Series078,913_-91 1209_-100,913,-91,1209,-100,30,17,120825,0.11522769927978516,58.19513345747983,28.072965032071178,7031427.0,3391916.0,0.0,4.0,7031427.0,2938955.0,2.072995616636733,2.3924922293808515,0.8753495812416077,0.46511290772233066,3.4772695860648537,0,0,0.0,1.9073486328125e-06,0.0,,Yes,No,2.128847750915353,0.973764148115052,No,unmatched acquisition setting
TMRM MTG CS WR ZZ.lif - 7.10.26 WR_Series080.tif,913_-91 1209_-100/TMRM MTG CS WR ZZ.lif - 7.10.26 WR_Series080.tif,7.10.26 WR,WR,Series080,913_-91 1209_-100,913,-91,1209,-100,25,16,90799,0.0865926742553711,49.07014394431657,26.893776363175807,4455520.0,2441928.0,0.0,3.0,4455520.0,2189837.0,1.8245910608338984,2.034635454602329,0.805309534072876,0.40194677679264607,3.580704805324582,0,0,0.0,0.0,0.0,,Yes,No,2.128847750915353,0.8570791687894864,No,unmatched acquisition setting
