,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene
PH4alphaNE2,105.048785967232,-3.07324729436018,0.334774370392678,-9.18005548260871,4.30869371283675e-20,1.39242618486508e-17,PH4alphaNE2
CG31419,53.0842583425908,-5.07353231719918,0.564765198219181,-8.98343653822341,2.62438849761694e-19,8.20756338206331e-17,CG31419
CG8630,4346.09960867416,-1.2117119143733,0.134958491667834,-8.97840439233433,2.74721708298181e-19,8.32320925609646e-17,CG8630
CG6149,67.1438346985476,-4.55079591143289,0.511690560306597,-8.89364835791796,5.91346225965035e-19,1.73730353355485e-16,CG6149
CG42564,106.290661612137,-2.57415929363823,0.289647010159813,-8.88722894884341,6.26518238178641e-19,1.78649832915939e-16,CG42564
CG31106,365.367355925954,-2.0046014923359,0.228343763366098,-8.77887559872597,1.6511703746874e-18,4.57374193788409e-16,CG31106
CG34002,75.6883024929433,-3.12493161639261,0.361616977716671,-8.64155116865398,5.54549025308184e-18,1.49343133343412e-15,CG34002
asRNA:CR44370,101.819451169847,2.56462218580978,0.297137351875786,8.63109995973135,6.07647496605059e-18,1.59220067015839e-15,asRNA:CR44370
CG34296,84.5763859632079,3.17937922094268,0.372865811161806,8.52687247199231,1.50357470902926e-17,3.78741870837006e-15,CG34296
CG34109,259.268383298523,-2.18465742985476,0.256254457306644,-8.52534411622161,1.52356193529069e-17,3.78741870837006e-15,CG34109
LysP,571.638360284464,-1.9440908940616,0.228876449421458,-8.49406262188951,1.99536709821614e-17,4.83627100430138e-15,LysP
ry,992.996958707157,-1.27206626035099,0.149829759788913,-8.49007741948686,2.06499488839027e-17,4.88295742510822e-15,ry
CG17560,112.51751480457,-3.02338053113785,0.361120401456695,-8.37222300081102,5.65413156718369e-17,1.30516203675823e-14,CG17560
CG12896,201.844761373754,1.89616482000599,0.227761544864395,8.32521934787074,8.4172732303688e-17,1.8978014876378e-14,CG12896
Acp29AB,57.4987784347079,-3.86540752174739,0.465768076135138,-8.29899625973052,1.04994674551525e-16,2.31346220403871e-14,Acp29AB
CG6071,147.425332657336,-2.42705912995319,0.294965448491365,-8.22828281199261,1.89916267148933e-16,4.09164046668645e-14,CG6071
lectin-46Cb,292.134178199268,-1.95714484301311,0.238680744064353,-8.19984389895076,2.40699382202803e-16,5.07300110968734e-14,lectin-46Cb
CG8534,235.531813308083,-1.80246747948975,0.221307514205473,-8.14462846397639,3.80448257494663e-16,7.84775714129948e-14,CG8534
CG11878,94.4148139016119,-3.07355907971146,0.380027301606309,-8.08773229375906,6.0785825716403e-16,1.22774704233443e-13,CG11878
PH4alphaSG1,59.3347770496633,-3.07169533652618,0.381239732915068,-8.05712277951493,7.81111837874817e-16,1.54548556493803e-13,PH4alphaSG1
lncRNA:CR43684,62.640665990918,-3.86063711135885,0.492587344875432,-7.83746710410344,4.59725331832502e-15,8.91407418423221e-13,lncRNA:CR43684
PGRP-SC2,106.770083262782,-2.23348752870735,0.285131401129312,-7.83318680391298,4.75656778880682e-15,9.0421421004867e-13,PGRP-SC2
Cyp304a1,535.56983271358,-1.43666384891022,0.187101089409716,-7.67854347317134,1.60907554139107e-14,2.999997571882e-12,Cyp304a1
CG32199,105.980098241192,-2.22797411257762,0.290696291738295,-7.66426740174381,1.7985483025869e-14,3.28998599878867e-12,CG32199
Drsl5,646.129211319785,1.53212093677976,0.200332752595585,7.64788042359047,2.04319072305361e-14,3.66828408518606e-12,Drsl5
ImpE2,219.958761190316,2.07284250446818,0.275057746152651,7.53602664699287,4.84507619395858e-14,8.54054794553245e-12,ImpE2
Erasp,182.852792341822,-1.57589571058426,0.210092600510176,-7.50095770511411,6.33532318495974e-14,1.09680282639615e-11,Erasp
Cpr47Ec,61.3583542283916,3.66044470389138,0.493016312221821,7.42459146512874,1.13128545223245e-13,1.92417762445502e-11,Cpr47Ec
CG18233,49.882364477439,-3.13848783112085,0.423604456848582,-7.40900569004804,1.27249847019178e-13,2.12704701181195e-11,CG18233
CG4477,379.170357217433,1.24201999913687,0.167714838635239,7.40554627869348,1.30611679866906e-13,2.14623768866042e-11,CG4477
CG43760,122.626324465468,1.8607439365155,0.25136061952425,7.40268678537364,1.33456277812835e-13,2.15643102232573e-11,CG43760
CG6602,443.266665156742,-1.49427437616992,0.202990353867291,-7.36130731190723,1.8211775714681e-13,2.89447812383332e-11,CG6602
lncRNA:CR44344,51.5008701826515,9.05382732892809,1.23179860562342,7.35008733375366,1.98077391896501e-13,3.09735534586544e-11,lncRNA:CR44344
dyl,159.230302077436,2.38823990526569,0.32576348541422,7.3312081070994,2.28087154423456e-13,3.5100078764054e-11,dyl
CG33919,67.1571901967702,-7.76114561667001,1.0591674112478,-7.32759102503602,2.34326511498237e-13,3.54968051402408e-11,CG33919
Mp20,1251.49125061362,-1.14251508363816,0.156006574028924,-7.32350601729347,2.41574756971732e-13,3.60318041360145e-11,Mp20
CG31515,40.5697429130364,-5.20234784632114,0.710993633138363,-7.3170104538879,2.53556107061418e-13,3.72458554236431e-11,CG31515
CG10514,60.1185038525553,-3.19197441626794,0.440206456746596,-7.25108495649666,4.13446234722162e-13,5.98262872482293e-11,CG10514
CG10184,392.285734458279,-1.26287717776315,0.177364187003571,-7.12024901474454,1.07732244540759e-12,1.53597663356273e-10,CG10184
Cyp4d20,904.419742470874,-1.23175173041369,0.174781058894716,-7.04739826044693,1.82294018693556e-12,2.56136305975946e-10,Cyp4d20
Muc30E,36.1479159998388,-8.72649184994383,1.24541589891084,-7.00688971256547,2.43674189745085e-12,3.37488752796943e-10,Muc30E
CG13898,1582.09434560951,1.02992033779024,0.147047093816056,7.00401695172965,2.48725999460776e-12,3.39633600672144e-10,CG13898
lncRNA:CR44922,460.450002292363,1.33467773440567,0.192363748860699,6.93830174505582,3.9684139753065e-12,5.34357965147174e-10,lncRNA:CR44922
CG14676,692.186750858974,1.18930090039365,0.172271756230772,6.9036325304566,5.06893210170974e-12,6.73195845562684e-10,CG14676
CG45491,58.6300802266864,-3.36711579988762,0.49039665778022,-6.86610674536175,6.59777124514783e-12,8.64397192185247e-10,CG45491
Oatp58Db,601.104985074179,-1.21981391188108,0.178128909686564,-6.84792779581632,7.49273634267154e-12,9.68561051229341e-10,Oatp58Db
lncRNA:CR46123,37.2612401333934,8.58651496072811,1.25480080522457,6.84293070659244,7.75891886535283e-12,9.89772610520996e-10,lncRNA:CR46123
CG31288,113.287756733525,-2.05263931640577,0.300131173840618,-6.8391406668599,7.96696275057048e-12,1.00311303723092e-09,CG31288
CG13843,389.281643914345,1.25300341182774,0.184267145619945,6.79992848216193,1.04671099216962e-11,1.30100808578006e-09,CG13843
CG12868,298.389516301153,-1.27507894664618,0.187655438740558,-6.79478812446801,1.0847182506276e-11,1.33118271390312e-09,CG12868
CG34203,32.8336723816118,-3.62130080354708,0.533604149868253,-6.78649295445169,1.1489211235942e-11,1.38870765007547e-09,CG34203
GstE9,871.292783439748,-1.31848705502507,0.194321585392132,-6.7850776966667,1.16024053281189e-11,1.38870765007547e-09,GstE9
GstD3,349.335706859358,1.33174582662269,0.196612626875205,6.7734501480822,1.25746918243025e-11,1.46962337928259e-09,GstD3
ccb,707.975901508554,1.02200376523649,0.150885553080026,6.77337057375167,1.25816132522387e-11,1.46962337928259e-09,ccb
ImpL2,1142.81962231503,1.0551861415783,0.155888203918238,6.7688645776671,1.29796960687911e-11,1.49807325460631e-09,ImpL2
Ugt37A3,39.2256809026649,-3.25173739187819,0.486980109727169,-6.677351552818,2.43298844663631e-11,2.77503799883989e-09,Ugt37A3
