"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
"l(2)SH0834",246.572030503039,-0.294779047174686,0.235674390348099,-1.25078947584965,0.211011295533199,0.812134294006728,"l(2)SH0834"
"Taldo",2137.06426606603,0.187097130930415,0.149597468420734,1.25067043517217,0.211054741203512,0.812134294006728,"Taldo"
"CG8839",2.31252074720051,-1.88959973149203,1.51090847356148,-1.25063811908998,0.211066536555966,NA,"CG8839"
"CG17493",66.1991607976679,0.468580971457921,0.37469598322464,1.25056310298633,0.211093919230826,0.812134294006728,"CG17493"
"CG17999",136.483171003459,0.509301017968488,0.407450199548474,1.24997120760496,0.211310065332222,0.812546594696777,"CG17999"
"lncRNA:CR45898",5.82674824259966,1.31539533308834,1.05273224861609,1.24950606844004,0.211480035333932,0.812781001778244,"lncRNA:CR45898"
"CG15754",1.00750869609622,-3.47632018299959,2.7830663302652,-1.24909713620384,0.211629547963075,NA,"CG15754"
"CG33792",4.8268544061518,1.39929650950823,1.12087902084282,1.24839209538962,0.211887502355268,NA,"CG33792"
"CG42489",5.62117550267523,1.25648707740344,1.00682283322814,1.24797237004926,0.212041175783402,0.814318047932078,"CG42489"
"CG42594",1.80536524349092,3.19936276622896,2.56386994691301,1.24786468599201,0.212080614968406,NA,"CG42594"
"CG34417",90.2270707682038,-0.438915567984541,0.351819858480089,-1.24755768443748,0.212193083094724,0.814318047932078,"CG34417"
"bru3",264.662946548819,-0.353563184072229,0.283427149140777,-1.24745701018436,0.212229973866957,0.814318047932078,"bru3"
"CG42390",5.59863420540112,-1.51274381358767,1.21289249367883,-1.24722003101805,0.212316830093879,0.814318047932078,"CG42390"
"CG12129",161.781824259502,-0.375536870907609,0.301187051172961,-1.24685596357843,0.21245031599881,0.814353514711989,"CG12129"
"CG11362",5.32775708198311,1.58095884734455,1.26821750914542,1.24659913299089,0.212544519800098,0.814353514711989,"CG11362"
"lncRNA:CR45223",4.0878309651782,1.65662698410759,1.32914146991513,1.2463887566561,0.212621706955967,NA,"lncRNA:CR45223"
"CG14100",202.509484372946,0.246225872153593,0.197635486105777,1.24585861074468,0.212816307469665,0.814976059832473,"CG14100"
"CG4004",26.1414872733089,0.672671133026578,0.540187373884472,1.24525519393284,0.213037959970831,0.81508915123042,"CG4004"
"SIDL",295.313036773444,0.23426252447606,0.188135012153779,1.24518302996455,0.213064479043467,0.81508915123042,"SIDL"
"CG43077",4.27477005019237,2.92946636450843,2.35373760034589,1.24460193187122,0.213278109906928,NA,"CG43077"
"CG15522",11.9969151915366,0.931352852522535,0.748361752173974,1.24452225119332,0.213307415206389,0.815600045014786,"CG15522"
"lncRNA:CR44121",1.35799356217327,-3.90689932639876,3.14001611198131,-1.24422906987364,0.213415267702103,NA,"lncRNA:CR44121"
"CG13679",7294.81871261372,0.356710752361062,0.286842203691214,1.24357834297307,0.213654790951823,0.81628225201512,"CG13679"
"CG13575",5.85765619142477,-1.34681324872963,1.08313266193223,-1.2434425588524,0.213704795591941,0.81628225201512,"CG13575"
"mthl1",63.1326518577106,0.434437190329183,0.349581383357355,1.24273548596003,0.213965322789622,0.816287860044983,"mthl1"
"CG31323",158.787191159241,0.320585815885328,0.257989018527749,1.24263357299003,0.214002892398217,0.816287860044983,"CG31323"
"CG10555",20.8833463087595,0.648722135056793,0.522144863009943,1.24241792079919,0.214082406979311,0.816287860044983,"CG10555"
"hop",295.895056909373,0.267197261141506,0.215091304796132,1.24225040800585,0.214144186460299,0.816287860044983,"hop"
"Sugb",31.4554146209557,0.859122934971026,0.692058257328553,1.24140262163386,0.214457051151744,0.817049954469204,"Sugb"
"Teh2",415.191975778367,0.225068479729185,0.181343779407621,1.24111497215066,0.214563279352294,0.817049954469204,"Teh2"
"NKCC",29.1786526833002,-0.716184072229109,0.577743031398443,-1.23962390423917,0.215114534842893,0.818132007400896,"NKCC"
"Rac1",2.01654484161781,-2.33071510535601,1.88030094871474,-1.23954365228031,0.215144233322324,NA,"Rac1"
"Pvf1",72.3845233820027,0.38175218270652,0.308076863085144,1.23914590301776,0.215291470203315,0.818132007400896,"Pvf1"
"CG9993",47.8325455463498,-0.738941214051034,0.596405781719401,-1.23899069509472,0.215348944002635,0.818132007400896,"CG9993"
"Rbp4",4.04764491280597,1.95401650517614,1.5771475609709,1.23895604541482,0.215361776356518,NA,"Rbp4"
"CG34458",93.1541476563983,-0.398699785331646,0.321856081139343,-1.23875175488462,0.215437445639394,0.818132007400896,"CG34458"
"TotF",0.99252906649372,-3.45691565330082,2.7910230967698,-1.23858367825823,0.215499715639888,NA,"TotF"
"scu",27.9427977287638,-0.600606526641799,0.484983155572246,-1.23840698329641,0.215565192589878,0.818132007400896,"scu"
"CG12395",1.8835556426368,3.25944435859988,2.63256346545098,1.23812565257245,0.215669473450593,NA,"CG12395"
"CG34167",1.8835556426368,3.25944435859988,2.63256346545098,1.23812565257245,0.215669473450593,NA,"CG34167"
"CG10384",50.6619751183834,0.441768830064165,0.356817829696901,1.23807947164363,0.21568659480683,0.818132007400896,"CG10384"
"CG3699",823.217883645828,0.230153140495447,0.185900155947556,1.23804705446495,0.215698613903982,0.818132007400896,"CG3699"
"CG1463",76.9182756856253,-0.396245632146799,0.320075582837086,-1.23797519521657,0.215725258389238,0.818132007400896,"CG1463"
"CG14113",1.88036111938178,3.25944868156667,2.63362235155244,1.23762948763148,0.215853475450618,NA,"CG14113"
"MED6",24.1316370810262,0.594244316078623,0.480193248015736,1.23751076995391,0.21589751847367,0.818369037996789,"MED6"
"Slob",3.92288724295788,1.57313826865938,1.2714721884219,1.23725731713558,0.215991568487039,NA,"Slob"
"CG12259",95.8662693029396,-0.341113094807623,0.275741815606741,-1.23707423212921,0.216059525111889,0.818566981318215,"CG12259"
"CG1421",1.3577227248605,3.88775809807911,3.14402934509492,1.23655273896998,0.216253174841796,NA,"CG1421"
"Sdr",9.39610958032734,-1.10202067275406,0.891439618377021,-1.23622581949008,0.2163746358543,0.819158524912692,"Sdr"
"Cdc45",226.00049949791,0.266059989035532,0.215248035022262,1.23606233621605,0.216435393519045,0.819158524912692,"Cdc45"
"CG11703",2.06187424285801,4.49151725881686,3.63599403888699,1.23529280047768,0.216721552212665,NA,"CG11703"
"CG16837",2.06187424285801,4.49151725881686,3.63599403888699,1.23529280047768,0.216721552212665,NA,"CG16837"
"CG30369",2.06187424285801,4.49151725881686,3.63599403888699,1.23529280047768,0.216721552212665,NA,"CG30369"
"CG32087",2.06187424285801,4.49151725881686,3.63599403888699,1.23529280047768,0.216721552212665,NA,"CG32087"
"CG4891",2.06187424285801,4.49151725881686,3.63599403888699,1.23529280047768,0.216721552212665,NA,"CG4891"
"CG4956",2.06187424285801,4.49151725881686,3.63599403888699,1.23529280047768,0.216721552212665,NA,"CG4956"
"Ctr1C",2.06187424285801,4.49151725881686,3.63599403888699,1.23529280047768,0.216721552212665,NA,"Ctr1C"
"Mst77Y-7",2.06187424285801,4.49151725881686,3.63599403888699,1.23529280047768,0.216721552212665,NA,"Mst77Y-7"
"ND-B14.5AL",2.06187424285801,4.49151725881686,3.63599403888699,1.23529280047768,0.216721552212665,NA,"ND-B14.5AL"
"asRNA:CR43160",2.06187424285801,4.49151725881686,3.63599403888699,1.23529280047768,0.216721552212665,NA,"asRNA:CR43160"
"CG7786",0.987133006656271,-3.44981491569146,2.79393577619953,-1.23475097211579,0.216923199163428,NA,"CG7786"
"CG8840",5.4755546263014,2.46167399444107,1.99444588148229,1.23426462322033,0.217104313795924,0.820935595634887,"CG8840"
"CG6420",21.3874945767739,-0.69032349312984,0.559324750858668,-1.23420873485406,0.21712513339485,0.820935595634887,"CG6420"
"CG6733",148.742782584499,0.593660317804206,0.481124412193868,1.23390188225367,0.217239468070679,0.820951583342618,"CG6733"
"AstC-R1",69.5222673520714,-0.375111223930017,0.30415750466779,-1.23327952844604,0.217471492901465,0.8214120826106,"AstC-R1"
"lncRNA:CR46084",0.996249200768828,3.44206299466121,2.79286579464037,1.23244840524263,0.217781628595699,NA,"lncRNA:CR46084"
"akirin",4.33500452290435,-1.44154821241911,1.16975448306125,-1.23235109015917,0.217817962745895,NA,"akirin"
"c(2)M",15.416178378731,0.736939001147227,0.598094007524518,1.23214576952105,0.217894636801837,0.822172655491353,"c(2)M"
"CCT4",1155.47114059136,-0.164369812467726,0.133406959706265,-1.23209323433826,0.217914258431411,0.822172655491353,"CCT4"
"CG43246",2.90799701741609,2.91810213745252,2.36872846175664,1.231927671139,0.217976103771922,NA,"CG43246"
"CG9701",2500.921393527,0.495886452571413,0.402552977166938,1.23185389426587,0.218003666832941,0.822172655491353,"CG9701"
"eIF1A",704.659566604267,-0.201895179710505,0.16397463417865,-1.23125860729496,0.218226157876894,0.822595668923216,"eIF1A"
"CG3594",59.2169231005634,-0.456878241993188,0.371198028440179,-1.23082076678329,0.21838990675306,0.822796940248011,"CG3594"
"lncRNA:CR44977",1.33222181289587,-3.88080041787418,3.1535978889691,-1.23059456357729,0.21847453953685,NA,"lncRNA:CR44977"
"lncRNA:CR44538",1.84075845285176,-3.24389731173691,2.63613515406806,-1.23055045441466,0.218491045501799,NA,"lncRNA:CR44538"
"orb",48.7548600195322,0.442317402489459,0.359797711644042,1.22935023813341,0.21894051896005,0.824090285766937,"orb"
"Pbgs",11.9024584942875,-0.917825254863518,0.746923097021057,-1.2288082381226,0.219143712066097,0.824090285766937,"Pbgs"
"CG34230",3.65336394216312,1.79116279897188,1.45805584667233,1.22845966638369,0.219274461400869,NA,"CG34230"
"Fer3HCH",3.4014451646719,2.57086904718209,2.09308018447927,1.22827069227722,0.219345369037958,NA,"Fer3HCH"
"lncRNA:CR43641",8.46892252847441,-1.14309367220391,0.930831043404302,-1.22803561430795,0.219433598929133,0.824090285766937,"lncRNA:CR43641"
"CG1360",27.7312822486531,-0.54027094847833,0.439992796119196,-1.22790862314929,0.219481272079436,0.824090285766937,"CG1360"
"CG6660",157.462546324033,0.436477813951751,0.355470299267868,1.22788827885403,0.219488910126005,0.824090285766937,"CG6660"
"Mybbp1A",149.075085497294,-0.275410469688255,0.22434035235017,-1.22764570351735,0.219579997125221,0.824090285766937,"Mybbp1A"
"Polr2F",158.823180007351,-0.291856558730207,0.237758937673301,-1.22753138782627,0.219622932053344,0.824090285766937,"Polr2F"
"CG2854",10.5883267624389,1.03240841301153,0.841278151162596,1.22719033126536,0.219751062600182,0.824090285766937,"CG2854"
"Pgls",320.424493280319,-0.266252846610257,0.216972404316149,-1.22712769602858,0.219774599679774,0.824090285766937,"Pgls"
"Pp2A-29B",25.3657555584739,-0.623100293767233,0.507841677885072,-1.2269577722769,0.219838462766958,0.824090285766937,"Pp2A-29B"
"CG14506",1.363342759431,3.89344635104051,3.17350641862195,1.22685945369261,0.21987542029422,NA,"CG14506"
"S-Lap3",1.363342759431,3.89344635104051,3.17350641862195,1.22685945369261,0.21987542029422,NA,"S-Lap3"
"E(spl)mbeta-HLH",107.554662495882,-0.372909786856202,0.304127695390588,-1.22616188038145,0.220137763098856,0.824797568675915,"E(spl)mbeta-HLH"
"mgr",568.349944940497,-0.204498507339439,0.166883091879909,-1.22539979955908,0.220424622424738,0.825457551380635,"mgr"
"rho-5",164.008754800271,0.393177993089101,0.320957323570682,1.22501642497188,0.220569032029166,0.825583686149327,"rho-5"
"mge",6.27172677738136,-1.12636104829735,0.919756336691448,-1.22462983223263,0.220714722540712,0.825664109272807,"mge"
"HDAC6",21.5981383668852,-0.695371281406935,0.567941265948912,-1.22437181993655,0.220811994888677,0.825664109272807,"HDAC6"
"CG5001",1.69437451072703,-3.10966214409975,2.54169260855302,-1.22346114303337,0.221155571823673,NA,"CG5001"
"CG10737",43.3868078845109,0.502591182727961,0.41085558108226,1.22327943411175,0.221224172149994,0.826183864513982,"CG10737"
"Pi4KIIIalpha",42.4767032486128,-0.447573775389737,0.365925852911009,-1.22312695817801,0.221281747952862,0.826183864513982,"Pi4KIIIalpha"
"Est-Q",73.7732728955766,0.70399443743304,0.575571473344241,1.22312253132113,0.221283419720282,0.826183864513982,"Est-Q"
"Ilp6",1022.04102563083,0.192525692463826,0.157485311817522,1.22249935719024,0.221518846826132,0.826306514442164,"Ilp6"
"MFS3",564.707912778854,0.251067158861635,0.205444364323495,1.22206885396136,0.22168159014975,0.826306514442164,"MFS3"
"snoRNA:U49:66Db",1.33849358481253,-2.72685428929967,2.23141344113051,-1.2220300545999,0.221696261696199,NA,"snoRNA:U49:66Db"
"Polr1H",53.7832937390264,-0.452798519480004,0.370578016469935,-1.22187096739652,0.221756426024468,0.826306514442164,"Polr1H"
"CG12035",8.62430444965296,1.89718525543401,1.55273339957434,1.22183579998607,0.221769727375562,0.826306514442164,"CG12035"
"CG1428",3.07608031052609,3.06275307008779,2.5067250208388,1.22181453674681,0.221777770036588,NA,"CG1428"
"Vha26",72.4150897004549,-0.488094699639998,0.399563527747037,-1.22156970230028,0.221870391887502,0.826306514442164,"Vha26"
"Pkn",4.08174179456662,-1.71868769093781,1.40733659927163,-1.22123427460589,0.221997330506946,NA,"Pkn"
"Hen1",92.121881608117,-0.440648415742319,0.360826605264827,-1.22121930398926,0.222002997171037,0.826387592065529,"Hen1"
"Nna1",36.2232625335679,0.611082102878297,0.500781726800991,1.22025639150595,0.222367695584764,0.827038775460522,"Nna1"
"lncRNA:CR45278",7.44180883568766,1.12335103076202,0.920649934206532,1.22017173849058,0.22239977800407,0.827038775460522,"lncRNA:CR45278"
"CG14995",3.01219253020115,2.32034196761326,1.90173529062488,1.22011826727516,0.222420044624376,NA,"CG14995"
"CG43183",4.33487366937361,1.77169240622825,1.45216751190378,1.2200330827575,0.222452333928086,NA,"CG43183"
"CG7715",0.978421383820155,3.41861895443624,2.80254982906626,1.21982450373603,0.222531410250078,NA,"CG7715"
"Nf-YB",3.30929555898943,1.58449137290105,1.29910955691872,1.21967494154935,0.22258812454112,NA,"Nf-YB"
"CG1896",99.3602033794501,-0.314190820624252,0.257638503295923,-1.21950258445405,0.222653495540963,0.827569522808285,"CG1896"
"snoRNA:Psi18S-301",1.32967902698701,-2.72352080563543,2.23407748078992,-1.21908072976612,0.222813553099556,NA,"snoRNA:Psi18S-301"
"FER",72.8963671081552,0.493798895895671,0.405494432495217,1.2177698540941,0.223311443130303,0.829601454897629,"FER"
"Fbxo42",44.1392202020318,-0.448230970262164,0.3682447616317,-1.21720935900362,0.223524570222752,0.829979679074124,"Fbxo42"
"CG10104",1.32109937772599,3.85042065846688,3.16345417229914,1.21715708486729,0.223544454769271,NA,"CG10104"
"asRNA:CR44370",1.32109937772599,3.85042065846688,3.16345417229914,1.21715708486729,0.223544454769271,NA,"asRNA:CR44370"
"pins",317.851299216863,-0.208354354133468,0.171228333597887,-1.21682171259558,0.223672057047469,0.830113916050735,"pins"
"CAH14",2.40144971466678,3.64440900763463,2.99627648897404,1.21631265373728,0.223865843044477,NA,"CAH14"
"CG10834",2.40144971466678,3.64440900763463,2.99627648897404,1.21631265373728,0.223865843044477,NA,"CG10834"
"LS2",2.40144971466678,3.64440900763463,2.99627648897404,1.21631265373728,0.223865843044477,NA,"LS2"
"prod",194.10764851312,-0.352932524622144,0.290228270081799,-1.21605150498493,0.223965302432571,0.830734545167992,"prod"
"CG5958",2422.92550988627,-0.215049195147259,0.17687914141421,-1.21579737117597,0.224062120484554,0.830734545167992,"CG5958"
"Dus2",0.971833636012485,3.40975423230232,2.80619128590559,1.21508261016567,0.22433458535978,NA,"Dus2"
"CG8252",7.91197993801125,1.60224514198117,1.31872941931841,1.21499158091832,0.224369302444823,0.831014225026245,"CG8252"
"CG17122",15.5116074641825,1.13077205741187,0.930823551253637,1.21480817270786,0.224439263037344,0.831014225026245,"CG17122"
"CG13721",331.736893158207,-1.21742486342704,1.00222461892184,-1.21472256861611,0.224471921835147,0.831014225026245,"CG13721"
"CG32507",1.33892719467466,3.8687169400191,3.18629159633229,1.21417542087872,0.22468074427597,NA,"CG32507"
"lncRNA:CR45808",1.33892719467466,3.8687169400191,3.18629159633229,1.21417542087872,0.22468074427597,NA,"lncRNA:CR45808"
"ms(3)76Ba",1.33892719467466,3.8687169400191,3.18629159633229,1.21417542087872,0.22468074427597,NA,"ms(3)76Ba"
"CG33939",1248.2062454223,-0.283378032647608,0.233444036676938,-1.21390135589445,0.224785395096729,0.831460649903533,"CG33939"
"red",24.3608053093227,-0.614011242515526,0.505849314669189,-1.2138224263822,0.224815540531857,0.831460649903533,"red"
"sick",9.12646297342167,1.06182361244661,0.875017195601392,1.21348885231544,0.224942973893476,0.831519491001365,"sick"
"CG4629",4.60445192253371,1.56797884790105,1.2921315255983,1.21348238692267,0.224945444339564,NA,"CG4629"
"CG43110",16.6598581148411,0.874057534923623,0.720713873460738,1.21276635168206,0.225219163515156,0.831633984066128,"CG43110"
"CG2938",1.29906803043584,-3.84662398687402,3.17180415833933,-1.21275583070299,0.225223187147993,NA,"CG2938"
"snoRNA:Psi28S-3327c",1.29906803043584,-3.84662398687402,3.17180415833933,-1.21275583070299,0.225223187147993,NA,"snoRNA:Psi28S-3327c"
"snf",460.288747658686,-0.200311992848475,0.165221439858051,-1.2123849847851,0.225365045893687,0.831633984066128,"snf"
"Cpr49Ab",4103.19143014373,0.461197662614327,0.380411111547171,1.21236643361596,0.225372143900616,0.831633984066128,"Cpr49Ab"
"cN-IIIB",383.684190892166,-0.203095055023361,0.167536849461849,-1.21224110203653,0.225420102172431,0.831633984066128,"cN-IIIB"
"Chsy",19.9779983686971,0.701200353479999,0.578755863163316,1.2115650105857,0.225678935025008,0.832177121437418,"Chsy"
"CG43348",0.966213601441983,3.40230802338479,2.80936931911876,1.21105758514228,0.225873335612248,NA,"CG43348"
"shi",181.722618003189,0.29028237031771,0.239728081554755,1.21088179755615,0.225940709749262,0.832730564454029,"shi"
"CG12279",217.778357435167,-0.295126755928195,0.243794703652097,-1.21055441938292,0.226066222264436,0.832781498618395,"CG12279"
"GluClalpha",15.3091290882803,0.870632577525823,0.719599287930629,1.20988526827135,0.226322920838304,0.833315406306368,"GluClalpha"
"CG34260",4.78958440825355,1.36855210397866,1.13167424973562,1.20931628893949,0.226541355238529,NA,"CG34260"
"CG13203",4.72927697960321,-1.42766840898547,1.18093163779036,-1.20893400032602,0.226688202454396,NA,"CG13203"
"CG17600",2.28791965751458,2.56636856914221,2.1242021447086,1.20815647208297,0.226987081162881,NA,"CG17600"
"CG5267",3.78109998871322,1.49957287646334,1.24144796744383,1.20792245489836,0.227077091410553,NA,"CG5267"
"mRpL46",622.480398422568,-0.242719008336319,0.20097642338458,-1.20769891437396,0.227163095774471,0.835401775497754,"mRpL46"
"Pngl",5.78599686371975,1.34023713985008,1.110159611991,1.20724725109253,0.227336938319885,0.835401775497754,"Pngl"
"msi",461.042074164288,0.252349352817384,0.209055812325221,1.20709082426664,0.22739716819174,0.835401775497754,"msi"
"dao",49.4798397467247,-0.440428984433454,0.36492447252109,-1.20690449010103,0.227468928292861,0.835401775497754,"dao"
"CG10366",243.307305013369,0.233918549248331,0.193869172308939,1.20657939817049,0.227594164748439,0.835401775497754,"CG10366"
"TTLL1B",11.7867727453166,2.13429942607932,1.76907119233759,1.20645197057283,0.227643267591723,0.835401775497754,"TTLL1B"
"Osi1",11.9189971739062,0.889006268356728,0.736994128390547,1.20625963506405,0.227717396291976,0.835401775497754,"Osi1"
"Srp19",294.274536373947,-0.243110982361711,0.201570876145048,-1.20608188549407,0.227785918667775,0.835401775497754,"Srp19"
"Slu7",121.111034629379,-0.316585270240964,0.262735125685823,-1.20495982185319,0.228218812805382,0.835896757568121,"Slu7"
"CG1640",11.573790990625,0.95219115574308,0.790421982196552,1.20466178470515,0.228333894498345,0.835896757568121,"CG1640"
"Ir64a",9.74811737001288,-0.977561248642248,0.811499452386011,-1.20463574654052,0.228343950630922,0.835896757568121,"Ir64a"
"CenB1A",91.5540897589334,0.419087788105253,0.347982145550215,1.20433704276008,0.228459334815163,0.835896757568121,"CenB1A"
"CG10561",548.983721730926,0.196546524361971,0.163265360473,1.20384706095984,0.228648696348988,0.835896757568121,"CG10561"
"CG14778",99.4065481087695,0.589587697412194,0.489753198888975,1.20384654709698,0.228648894998396,0.835896757568121,"CG14778"
"CG9135",37.4108475631322,-0.504428107678261,0.419064735545874,-1.20369972677656,0.228705657918316,0.835896757568121,"CG9135"
"Ace",575.965171729802,0.261269125055144,0.217154598349807,1.20314802007681,0.228919045620141,0.836266734024384,"Ace"
"dup",1.70395808049208,-3.1180918856838,2.5922911328314,-1.20283244663114,0.229041166008091,NA,"dup"
"Inx5",10.222205545279,1.16427900491582,0.968349214276312,1.20233381485824,0.229234220685629,0.836857558404582,"Inx5"
"snoRNA:Psi28S-3316a",1.29299920487348,3.82132551134792,3.17907400046586,1.20202471247538,0.229353953620075,NA,"snoRNA:Psi28S-3316a"
"drd",1433.36562947507,0.337459536954657,0.280762153056352,1.20194097844422,0.229386396232171,0.836857558404582,"drd"
"CG43062",6.45768342634597,1.70192713363027,1.41607684441386,1.20186071846597,0.229417495893102,0.836857558404582,"CG43062"
"CCDC151",3.28287715894829,1.58509745202043,1.31909194969164,1.20165804392254,0.229496042903263,NA,"CCDC151"
"CG5188",332.496841796414,-0.265027835426438,0.220637632435626,-1.20119053354946,0.229677300648926,0.837253390818782,"CG5188"
"Vps16B",105.699146077335,-0.320109128832964,0.266535147657179,-1.20100156263328,0.229750595173716,0.837253390818782,"Vps16B"
"CG43813",2.28850174351368,1.84892634957929,1.53965742259552,1.20086866236933,0.229802152020875,NA,"CG43813"
"lncRNA:CR45824",1.31799685562893,2.68884379269341,2.2391517269444,1.20083144002156,0.229816593398786,NA,"lncRNA:CR45824"
"Drsl4",3.65937074337695,2.18589549111541,1.82045860524047,1.20073891536065,0.229852493543963,NA,"Drsl4"
"corn",8.43627625228023,0.983646452085865,0.819485536978389,1.20032191869154,0.23001434034958,0.837805042328515,"corn"
"CG1544",399.8189247171,-0.254114670696359,0.211771501797288,-1.19994743645726,0.230159755301248,0.837925359143608,"CG1544"
"lncRNA:CR43300",0.990629166198327,3.43482634298207,2.86350908871524,1.19951648015309,0.230327180548636,NA,"lncRNA:CR43300"
"CG14708",3.58295828814813,3.34167923322098,2.78645155506839,1.19925976360244,0.230426955311634,NA,"CG14708"
"CG43689",1.29686649385341,-3.84424998798875,3.20564071161131,-1.19921423946991,0.230444651805354,NA,"CG43689"
"jbug",1.28079142249531,3.80844094647485,3.17662307280649,1.19889607900825,0.230568356578323,NA,"jbug"
"fsd",102.6300180904,-0.321684222724573,0.268394906987336,-1.19854816298638,0.230703684708342,0.838104818788407,"fsd"
"TTLL6B",31.8479268118567,0.976027153752337,0.814393580105165,1.19847108031758,0.230733675022186,0.838104818788407,"TTLL6B"
"snoRNA:Psi18S-1377b",5.58483060273272,-1.25655968500201,1.04848590083734,-1.19845167588663,0.230741225080215,0.838104818788407,"snoRNA:Psi18S-1377b"
"lwr",15.5205831115193,-0.704668021116997,0.588044244846776,-1.19832483234422,0.230790582880867,0.838104818788407,"lwr"
"Synd",1.32925635095632,-2.73604723796289,2.2836265001176,-1.19811503230585,0.230872237470093,NA,"Synd"
"eRF1",99.2718761320639,0.377242584550208,0.314984527267945,1.1976543350312,0.231051613790879,0.838104818788407,"eRF1"
"Irp-1B",3186.21363565958,0.197612415444254,0.165039782265008,1.1973623130873,0.231165366230589,0.838104818788407,"Irp-1B"
"CG1552",9.73957909417983,0.96021225007433,0.802140717500282,1.19706209786563,0.231282351700644,0.838104818788407,"CG1552"
"CG32099",112.695267165153,-0.292580731870912,0.244434100135119,-1.1969718288454,0.231317535233894,0.838104818788407,"CG32099"
"mRpL3",513.477774797386,-0.215852898321306,0.18036157823395,-1.19677871770073,0.231392815598635,0.838104818788407,"mRpL3"
"lncRNA:CR44145",45.718974137754,0.473085859191983,0.395306468648905,1.19675719147454,0.231401208228245,0.838104818788407,"lncRNA:CR44145"
"Mal-A4",7.54878120366194,-1.21844472631529,1.01821861615367,-1.19664353704117,0.23144552332153,0.838104818788407,"Mal-A4"
"CG14421",1.30520698725165,3.83410577791964,3.20469918186886,1.19640114729387,0.231540053841728,NA,"CG14421"
"lncRNA:CR45280",1.30520698725165,3.83410577791964,3.20469918186886,1.19640114729387,0.231540053841728,NA,"lncRNA:CR45280"
"CG32845",15.1820683707407,0.894726067525104,0.748464003111588,1.19541629765154,0.231924421220447,0.839128128906271,"CG32845"
"CG31815",2.67920480620004,2.80762034101592,2.34885969317982,1.19531206958345,0.231965125870682,NA,"CG31815"
"CG7139",355.635423050231,0.292324881232182,0.244834127004323,1.19397113796567,0.232489258251286,0.839128128906271,"CG7139"
"l(3)psg2",207.382198021185,0.351466370924329,0.294382517865341,1.19391047224177,0.232512990627067,0.839128128906271,"l(3)psg2"
"Remo",100.329292318862,0.361463392519969,0.302788720138169,1.19378090556024,0.232563682750749,0.839128128906271,"Remo"
"brn",42.823579180299,0.477780680064237,0.400271402286944,1.19364180736981,0.232618112743327,0.839128128906271,"brn"
"CG30288",13.5455721964667,0.779754655708208,0.653287473814348,1.19358580558029,0.232640029145934,0.839128128906271,"CG30288"
"CG15233",1.66386937278978,3.06415240251846,2.56720644689462,1.1935745978766,0.232644415477175,NA,"CG15233"
"ATPsynbetaL",1.35675501162333,3.88693286415738,3.2570679324092,1.19338403276172,0.232719005455284,NA,"ATPsynbetaL"
"CG11698",1.35675501162333,3.88693286415738,3.2570679324092,1.19338403276172,0.232719005455284,NA,"CG11698"
"CG5334",1.35675501162333,3.88693286415738,3.2570679324092,1.19338403276172,0.232719005455284,NA,"CG5334"
"CG11085",8.71155088013267,0.937397176446244,0.785672809194209,1.19311393429492,0.232824755016079,0.839128128906271,"CG11085"
"CG32069",82.5495620362649,-0.381168526046887,0.319629140963316,-1.19253371234581,0.233052040079982,0.839128128906271,"CG32069"
"CG10214",213.752979915094,-0.270437876558647,0.226799203744818,-1.19241104948027,0.233100109831833,0.839128128906271,"CG10214"
"mRpL12",1164.5720343175,-0.230401137879126,0.19323291679877,-1.19234932482576,0.233124301464841,0.839128128906271,"mRpL12"
"CYTB",406957.973977655,0.180907983181822,0.151725769068086,1.19233525256109,0.233129817031501,0.839128128906271,"CYTB"
"CG33282",29.3096484580079,-0.679521460910229,0.57021994256263,-1.19168308610251,0.233385532546966,0.839128128906271,"CG33282"
"CG14817",7.47109266471441,-1.40129688938491,1.17600003257993,-1.19157895456067,0.233426381097111,0.839128128906271,"CG14817"
"Ttc19",729.380580491675,-0.200875604696202,0.168602467813411,-1.19141556645842,0.233490484929708,0.839128128906271,"Ttc19"
"rumpel",3.47831868998685,-1.69217921769253,1.42112364060364,-1.19073328269576,0.233758307620122,NA,"rumpel"
"Cox10",2280.8386276469,-0.188843000467312,0.158653478779575,-1.19028591065237,0.233934036554325,0.839128128906271,"Cox10"
"CG17440",2.51268092472561,2.76222892697042,2.32303447065018,1.18906067123374,0.234415793127421,NA,"CG17440"
"cysu",3636.54067525668,0.349809942835601,0.294244509319258,1.18884102083976,0.234502232541661,0.839128128906271,"cysu"
"CG30389",91.8822407909728,0.320613571279924,0.269686910934808,1.18883623298064,0.234504116967858,0.839128128906271,"CG30389"
"Wnt10",5.91828361804594,1.16220281228871,0.977624655333563,1.18880268203973,0.234517322392517,0.839128128906271,"Wnt10"
"Gr77a",6.19701603521566,1.28660114459412,1.08257101866373,1.18846812117901,0.23464903211101,0.839128128906271,"Gr77a"
"GstT1",620.335004459643,-0.224822731591517,0.18920152290809,-1.18827125773576,0.234726557671558,0.839128128906271,"GstT1"
"lncRNA:CR45635",1.31789392063952,-2.71097620821229,2.28225060975,-1.18785211257288,0.234891679024707,NA,"lncRNA:CR45635"
"Golgin245",791.86761304964,0.169528308681746,0.142736629867829,1.1877000937932,0.234951586822443,0.839128128906271,"Golgin245"
