module,gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,status
DNA replication,RfC3,45.85109613311002,-0.21885733120109266,0.28642810699521976,-0.7640916720674525,0.4448126147747793,0.766016574961626,Not significant
DNA replication,Mcm10,48.042849841173144,-0.3655935375341254,0.3430855112709211,-1.0656047123057628,0.2866023681297997,0.6216912332530355,Not significant
DNA replication,Orc2,23.852019199325785,-0.3955687380384313,0.4782121199046111,-0.8271825860819574,0.40813358023621044,0.7363913934425567,Not significant
DNA replication,Prim1,40.35973644188338,-0.5340275410001565,0.24496788253432733,-2.1799900275715665,0.029258200774453763,0.15051554862469627,Not significant
DNA replication,PolA2,29.674124551209744,-0.5520572609849431,0.2757322565028561,-2.0021497230202545,0.04526863113086312,0.20216024159644894,Not significant
Spargel,COX4,30.983276727110226,0.11030825553831763,0.4868247175588115,0.22658721211087993,0.8207447369436224,0.9549994735771556,Not significant
Spargel,ERR,50.70513192056375,-0.04410513558279004,0.2772179351490028,-0.15909914183252186,0.8735907643271892,0.9750592311567574,Not significant
Spargel,Scox,856.4563516783473,-0.04996967343514142,0.08485792539885877,-0.5888627750474495,0.5559533308090745,0.8407385703455249,Not significant
Spargel,mtTFB2,136.77107061531112,-0.11653138949072059,0.15648427072048637,-0.7446843631898954,0.4564625542627937,0.7731529956882154,Not significant
Spargel,ATPsynbeta,318.37504375707596,-0.14475908080704716,0.19227011605834765,-0.7528943331116394,0.45151341374151327,0.769779060906158,Not significant
Spargel,mRpL4,518.5295568368423,-0.4355470317803222,0.2067270188015914,-2.106870375750658,0.0351288171188643,0.17284881327716442,Not significant
Spargel,srl,15.061395117516073,-0.7056848875162959,0.45018890880700596,-1.567530593737528,0.11699072093943452,0.37683667277727845,Not significant
AMPK,Sesn,19.669233088097588,0.13560376893082898,0.3679654943669204,0.36852305720712597,0.7124832558488958,0.9094416277332824,Not significant
AMPK,FASN3,363.94256084524744,0.08678672523751074,0.26222640754872634,0.3309610425921128,0.740673912284795,0.9192774094189923,Not significant
AMPK,Sirt1,574.2532973798432,-0.03888465866866673,0.08710712793242983,-0.4464004220048453,0.6553080280413554,0.880215622094323,Not significant
AMPK,Atg1,180.68383081913885,-0.052528976563737166,0.20317911758629154,-0.2585353120328803,0.7959937999264406,0.945907042439247,Not significant
AMPK,bmm,8.492007605984456,-0.051371142615198186,0.754720320636715,-0.06806646278168216,0.9457327272410541,1,Not significant
AMPK,Atg13,1214.3732550491898,-0.06398870800935455,0.45683043777106674,-0.140071025743301,0.8886038729801692,0.9820155974705818,Not significant
AMPK,Atg8a,1004.6394083484669,-0.09967243394853774,0.15788075171717242,-0.6313146654323697,0.5278347997484953,0.8239150815282138,Not significant
AMPK,ACC,22.910439913111727,-0.1484700848125529,0.3642065858308202,-0.40765348730272444,0.6835280898988048,0.8927227615997699,Not significant
AMPK,SNF4Agamma,261.67704197917277,-0.24928899786173278,0.19365008227717778,-1.287316767079485,0.19798390172834096,0.51656942755182,Not significant
AMPK,alc,208.19106821629148,-0.25000764662540287,0.18437082939150615,-1.3560043497690126,0.17509778407517387,0.48215417491371704,Not significant
AMPK,FASN2,23.92566070153318,-0.3234780383157666,0.43005838276855063,-0.7521723823480414,0.45194739977505083,0.7700361043500279,Not significant
AMPK,S6k,360.3474866838908,-0.6471852896974569,0.25199091525897716,-2.5682881822637493,0.010220215150727673,0.07553146323803178,Not significant
Chromatin,mor,10.047550459817847,0.5393391352100985,0.4792942779486313,1.1252776426175122,0.2604714006743462,0.5938011733098323,Not significant
Chromatin,nej,14.72383834100028,0.4595529545758233,0.6478255590693274,0.7093776220191461,0.4780901708289179,0.7856169316883558,Not significant
Chromatin,Su(var)3-9,54.07139042433136,0.37580901375878273,0.26560787756119786,1.4149016106353764,0.15709734570172282,0.45038053884278934,Not significant
Chromatin,esc,45.782850431500925,0.26550740485081475,0.25624036534719985,1.0361654163701268,0.30012497792378184,0.6357008553686749,Not significant
Chromatin,Caf1-105,116.64542070048003,0.25924812044552237,0.3290937120260482,0.7877638221936083,0.43083486618757233,0.755264212851428,Not significant
Chromatin,Gcn5,273.5225625377686,0.24932078119031703,0.15516886490937298,1.606770671010153,0.10810468425375454,0.36027890703619353,Not significant
Chromatin,Acf,347.05860459795264,0.12189695423751414,0.1285531088277165,0.9482225311320727,0.3430161792365579,0.6805947455749087,Not significant
Chromatin,Snr1,274.39317570347936,0.11008432116020438,0.129063585949599,0.8529464011885872,0.39368902817683976,0.7251971955373959,Not significant
Chromatin,Caf1-180,82.82239054450902,0.0680981075441936,0.2804272426004817,0.24283699013227264,0.8081316790957558,0.9518433360354632,Not significant
Chromatin,Pc,211.2551754062886,-0.011490492812627418,0.19165481819154406,-0.05995410353390419,0.95219218896694,1,Not significant
Chromatin,HDAC1,371.6819563484972,-0.009400930594262832,0.1282502566143378,-0.07330145640591139,0.9415662327755093,0.9983416365452086,Not significant
Chromatin,Su(z)12,12.978062618214935,-0.019090424036064584,0.4336024626043623,-0.04402748065912973,0.9648824987029858,1,Not significant
Chromatin,HP1c,239.68507445157402,-0.099120989091195,0.1766441398681702,-0.5611337526688921,0.5747063601575626,0.8456778535073193,Not significant
Chromatin,Chrac-14,20.714145723629922,-0.3536363646459629,0.42749522750478686,-0.8272288013835267,0.4081073900448922,0.7363913934425567,Not significant
Chromatin,His2Av,14.228398160585861,-1.4717447613276866,0.5472194795826913,-2.6894962921459533,0.0071559942015301135,0.05877462885619388,Not significant
Checkpoint,mei-41,41.16746319041151,0.7042247449999066,0.2481959214915437,2.8373743644449867,0.004548624417861883,0.04482434253530526,Up in CS
Checkpoint,Blm,245.87259053873947,0.454446064391076,0.2220296089667734,2.046781357251697,0.04067955691377061,0.1900942181325627,Not significant
Checkpoint,mus304,111.429298570673,0.24682488171066216,0.22304255932572506,1.1066268359582714,0.26845529977071575,0.6013130973275047,Not significant
Checkpoint,RecQ4,33.377627079116415,0.1832614449153632,0.4333739119593881,0.4228714277857519,0.6723890701766562,0.8869882657350587,Not significant
Checkpoint,grp,26.67269085110276,0.16330490587330204,0.44580850075124384,0.36631178095104194,0.7141324397027036,0.9098677191870999,Not significant
Checkpoint,tefu,188.64842307831898,0.13247223590679177,0.1853004982374323,0.7149049094139523,0.47466780320708124,0.7839585389399092,Not significant
Checkpoint,mre11,124.93548148954847,-0.037785485667101965,0.24132410766375242,-0.15657567755207513,0.8755792725813785,0.9759387677262331,Not significant
Checkpoint,14-3-3epsilon,54.81121149153889,-0.2672433217111321,0.2611188061925152,-1.023454900119685,0.30609281328543675,0.6418430387036439,Not significant
Checkpoint,mus101,61.28848703243645,-0.3672007057032673,0.22436987228230326,-1.6365865076629076,0.10171689669064864,0.34709667925512433,Not significant
Checkpoint,Ku80,175.58659855162443,-0.4926548228740439,0.21240217570853237,-2.319443391908031,0.020371007167646032,0.1195029019931192,Not significant
